sigla_uf,nome_municipio,codigo_ibge,mais_comum,candidaturas,n_mais_comum
RS,PAROBÉ,4314050,BRANCA,3,3
RS,PASSA SETE,4314068,BRANCA,4,4
RS,PASSO DO SOBRADO,4314076,BRANCA,4,4
RS,PASSO FUNDO,4314100,BRANCA,7,6
RS,PAULO BENTO,4314134,BRANCA,2,2
RS,PAVERAMA,4314159,BRANCA,2,2
RS,PEDRAS ALTAS,4314175,BRANCA,2,2
RS,PEDRO OSÓRIO,4314209,BRANCA,2,2
RS,PEJUÇARA,4314308,BRANCA,2,2
RS,PELOTAS,4314407,BRANCA,11,9
RS,PICADA CAFÉ,4314423,BRANCA,3,3
RS,PINHAL,4314456,VÁRIAS,2,1
RS,PINHAL DA SERRA,4314464,BRANCA,2,2
RS,PINHAL GRANDE,4314472,BRANCA,2,2
RS,PINHEIRINHO DO VALE,4314498,BRANCA,2,2
RS,PINHEIRO MACHADO,4314506,BRANCA,3,2
RS,PINTO BANDEIRA,4314548,BRANCA,2,2
RS,PIRAPÓ,4314555,BRANCA,2,2
RS,PIRATINI,4314605,BRANCA,5,5
RS,PLANALTO,4314704,BRANCA,4,3
RS,POÇO DAS ANTAS,4314753,BRANCA,2,2
RS,PONTÃO,4314779,BRANCA,3,3
RS,PONTE PRETA,4314787,BRANCA,2,2
RS,PORTÃO,4314803,BRANCA,3,3
RS,PORTO ALEGRE,4314902,BRANCA,13,13
RS,PORTO LUCENA,4315008,BRANCA,2,2
RS,PORTO MAUÁ,4315057,BRANCA,2,2
RS,PORTO VERA CRUZ,4315073,BRANCA,1,1
RS,PORTO XAVIER,4315107,BRANCA,2,2
RS,POUSO NOVO,4315131,BRANCA,2,2
RS,PRESIDENTE LUCENA,4315149,BRANCA,3,3
RS,PROGRESSO,4315156,BRANCA,2,2
RS,PROTÁSIO ALVES,4315172,BRANCA,1,1
RS,PUTINGA,4315206,BRANCA,2,2
RS,QUARAÍ,4315305,BRANCA,3,3
RS,QUATRO IRMÃOS,4315313,BRANCA,2,2
RS,QUEVEDOS,4315321,BRANCA,2,2
RS,QUINZE DE NOVEMBRO,4315354,BRANCA,1,1
RS,REDENTORA,4315404,BRANCA,3,3
RS,RELVADO,4315453,BRANCA,3,3
RS,RESTINGA SÊCA,4315503,BRANCA,2,2
RS,RIO DOS ÍNDIOS,4315552,BRANCA,2,2
RS,RIO GRANDE,4315602,BRANCA,8,7
RS,RIO PARDO,4315701,BRANCA,4,4
RS,RIOZINHO,4315750,BRANCA,2,2
RS,ROCA SALES,4315800,BRANCA,3,3
RS,RODEIO BONITO,4315909,BRANCA,2,2
RS,ROLADOR,4315958,BRANCA,3,3
RS,ROLANTE,4316006,BRANCA,3,3
RS,RONDA ALTA,4316105,BRANCA,3,3
RS,RONDINHA,4316204,BRANCA,1,1
RS,ROQUE GONZALES,4316303,BRANCA,2,2
RS,ROSÁRIO DO SUL,4316402,BRANCA,7,7
RS,SAGRADA FAMÍLIA,4316428,PARDA,1,1
RS,SALDANHA MARINHO,4316436,BRANCA,2,2
RS,SALTO DO JACUÍ,4316451,BRANCA,3,3
RS,SALVADOR DAS MISSÕES,4316477,BRANCA,2,2
RS,SALVADOR DO SUL,4316501,BRANCA,2,2
RS,SANANDUVA,4316600,BRANCA,2,2
RS,SANTA BÁRBARA DO SUL,4316709,BRANCA,2,2
RS,SANTA CECÍLIA DO SUL,4316733,BRANCA,2,2
RS,SANTA CLARA DO SUL,4316758,BRANCA,2,2
RS,SANTA CRUZ DO SUL,4316808,BRANCA,7,7
RS,SANTA MARGARIDA DO SUL,4316972,BRANCA,2,2
RS,SANTA MARIA,4316907,BRANCA,6,5
RS,SANTA MARIA DO HERVAL,4316956,BRANCA,2,2
RS,SANTA ROSA,4317202,BRANCA,4,4
RS,SANTA TEREZA,4317251,BRANCA,2,2
RS,SANTA VITÓRIA DO PALMAR,4317301,BRANCA,3,3
RS,SANTANA DA BOA VISTA,4317004,BRANCA,4,4
RS,SANTANA DO LIVRAMENTO,4317103,BRANCA,7,7
RS,SANTIAGO,4317400,BRANCA,3,3
RS,SANTO ÂNGELO,4317509,BRANCA,5,4
RS,SANTO ANTÔNIO DA PATRULHA,4317608,BRANCA,3,3
RS,SANTO ANTÔNIO DAS MISSÕES,4317707,BRANCA,2,2
RS,SANTO ANTÔNIO DO PALMA,4317558,BRANCA,2,2
RS,SANTO ANTÔNIO DO PLANALTO,4317756,BRANCA,3,2
RS,SANTO AUGUSTO,4317806,BRANCA,3,3
RS,SANTO CRISTO,4317905,BRANCA,2,2
RS,SANTO EXPEDITO DO SUL,4317954,BRANCA,2,2
RS,SÃO BORJA,4318002,BRANCA,3,2
RS,SÃO DOMINGOS DO SUL,4318051,BRANCA,2,2
RS,SÃO FRANCISCO DE ASSIS,4318101,BRANCA,2,2
RS,SÃO FRANCISCO DE PAULA,4318200,BRANCA,4,4
RS,SÃO GABRIEL,4318309,BRANCA,3,3
RS,SÃO JERÔNIMO,4318408,BRANCA,5,4
RS,SÃO JOÃO DA URTIGA,4318424,BRANCA,2,2
RS,SÃO JOÃO DO POLÊSINE,4318432,BRANCA,1,1
RS,SÃO JORGE,4318440,BRANCA,2,2
RS,SÃO JOSÉ DAS MISSÕES,4318457,BRANCA,2,2
RS,SÃO JOSÉ DO HERVAL,4318465,BRANCA,2,2
RS,SÃO JOSÉ DO HORTÊNCIO,4318481,BRANCA,4,4
RS,SÃO JOSÉ DO INHACORÁ,4318499,BRANCA,2,2
RS,SÃO JOSÉ DO NORTE,4318507,BRANCA,4,4
RS,SÃO JOSÉ DO OURO,4318606,BRANCA,2,2
RS,SÃO JOSÉ DO SUL,4318614,BRANCA,2,2
RS,SÃO JOSÉ DOS AUSENTES,4318622,BRANCA,1,1
RS,SÃO LEOPOLDO,4318705,BRANCA,4,3
RS,SÃO LOURENÇO DO SUL,4318804,BRANCA,6,6
RS,SÃO LUIZ GONZAGA,4318903,BRANCA,2,2
RS,SÃO MARCOS,4319000,BRANCA,3,3
RS,SÃO MARTINHO,4319109,BRANCA,2,2
RS,SÃO MARTINHO DA SERRA,4319125,BRANCA,3,3
RS,SÃO MIGUEL DAS MISSÕES,4319158,BRANCA,2,2
RS,SÃO NICOLAU,4319208,BRANCA,3,3
RS,SÃO PAULO DAS MISSÕES,4319307,BRANCA,2,2
RS,SÃO PEDRO DA SERRA,4319356,BRANCA,2,2
RS,SÃO PEDRO DAS MISSÕES,4319364,BRANCA,2,2
RS,SÃO PEDRO DO BUTIÁ,4319372,BRANCA,2,2
RS,SÃO PEDRO DO SUL,4319406,BRANCA,3,3
RS,SÃO SEBASTIÃO DO CAÍ,4319505,BRANCA,2,2
RS,SÃO SEPÉ,4319604,BRANCA,2,2
RS,SÃO VALENTIM,4319703,BRANCA,4,3
RS,SÃO VALENTIM DO SUL,4319711,BRANCA,1,1
RS,SÃO VALÉRIO DO SUL,4319737,BRANCA,2,2
RS,SÃO VENDELINO,4319752,BRANCA,2,2
RS,SÃO VICENTE DO SUL,4319802,BRANCA,2,2
RS,SAPIRANGA,4319901,BRANCA,7,6
RS,SAPUCAIA DO SUL,4320008,BRANCA,5,4
RS,SARANDI,4320107,BRANCA,2,2
RS,SEBERI,4320206,BRANCA,3,3
RS,SEDE NOVA,4320230,BRANCA,2,2
RS,SEGREDO,4320263,BRANCA,1,1
RS,SELBACH,4320305,BRANCA,3,3
RS,SENADOR SALGADO FILHO,4320321,BRANCA,2,2
RS,SENTINELA DO SUL,4320354,BRANCA,2,2
RS,SERAFINA CORRÊA,4320404,BRANCA,2,2
RS,SÉRIO,4320453,BRANCA,2,2
RS,SERTÃO,4320503,BRANCA,3,3
RS,SERTÃO SANTANA,4320552,BRANCA,2,2
RS,SETE DE SETEMBRO,4320578,BRANCA,2,2
RS,SEVERIANO DE ALMEIDA,4320602,BRANCA,1,1
RS,SILVEIRA MARTINS,4320651,BRANCA,2,2
RS,SINIMBU,4320677,BRANCA,3,3
RS,SOBRADINHO,4320701,BRANCA,3,3
RS,SOLEDADE,4320800,BRANCA,3,3
RS,TABAÍ,4320859,BRANCA,4,4
RS,TAPEJARA,4320909,BRANCA,2,2
RS,TAPERA,4321006,BRANCA,3,3
RS,TAPES,4321105,BRANCA,3,3
RS,TAQUARA,4321204,BRANCA,4,4
RS,TAQUARI,4321303,BRANCA,2,2
RS,TAQUARUÇU DO SUL,4321329,BRANCA,4,4
RS,TAVARES,4321352,BRANCA,2,2
RS,TENENTE PORTELA,4321402,BRANCA,2,2
RS,TERRA DE AREIA,4321436,BRANCA,2,2
RS,TEUTÔNIA,4321451,BRANCA,3,3
RS,TIO HUGO,4321469,VÁRIAS,2,1
RS,TIRADENTES DO SUL,4321477,BRANCA,2,2
RS,TOROPI,4321493,BRANCA,2,2
RS,TORRES,4321501,BRANCA,5,5
RS,TRAMANDAÍ,4321600,BRANCA,5,5
RS,TRAVESSEIRO,4321626,BRANCA,3,3
RS,TRÊS ARROIOS,4321634,BRANCA,1,1
RS,TRÊS CACHOEIRAS,4321667,BRANCA,2,2
RS,TRÊS COROAS,4321709,BRANCA,5,5
RS,TRÊS DE MAIO,4321808,BRANCA,2,2
RS,TRÊS FORQUILHAS,4321832,BRANCA,2,2
RS,TRÊS PALMEIRAS,4321857,BRANCA,2,2
RS,TRÊS PASSOS,4321907,BRANCA,4,4
RS,TRINDADE DO SUL,4321956,BRANCA,2,2
RS,TRIUNFO,4322004,BRANCA,6,6
RS,TUCUNDUVA,4322103,BRANCA,3,3
RS,TUNAS,4322152,BRANCA,2,2
RS,TUPANCI DO SUL,4322186,BRANCA,3,3
RS,TUPANCIRETÃ,4322202,BRANCA,3,3
RS,TUPANDI,4322251,BRANCA,2,2
RS,TUPARENDI,4322301,BRANCA,1,1
RS,TURUÇU,4322327,BRANCA,3,3
RS,UBIRETAMA,4322343,BRANCA,3,3
RS,UNIÃO DA SERRA,4322350,BRANCA,3,3
RS,UNISTALDA,4322376,BRANCA,2,2
RS,URUGUAIANA,4322400,BRANCA,6,4
RS,VACARIA,4322509,BRANCA,4,4
RS,VALE DO SOL,4322533,BRANCA,2,2
RS,VALE REAL,4322541,BRANCA,2,2
RS,VALE VERDE,4322525,BRANCA,2,2
RS,VANINI,4322558,VÁRIAS,2,1
RS,VENÂNCIO AIRES,4322608,BRANCA,2,2
RS,VERA CRUZ,4322707,BRANCA,4,3
RS,VERANÓPOLIS,4322806,BRANCA,1,1
RS,VESPASIANO CORRÊA,4322855,BRANCA,2,2
RS,VIADUTOS,4322905,BRANCA,2,2
RS,VIAMÃO,4323002,BRANCA,7,7
RS,VICENTE DUTRA,4323101,BRANCA,2,2
RS,VICTOR GRAEFF,4323200,VÁRIAS,2,1
RS,VILA FLORES,4323309,BRANCA,2,2
RS,VILA LÂNGARO,4323358,BRANCA,2,2
RS,VILA MARIA,4323408,VÁRIAS,2,1
RS,VILA NOVA DO SUL,4323457,BRANCA,2,2
RS,VISTA ALEGRE,4323507,BRANCA,2,2
RS,VISTA ALEGRE DO PRATA,4323606,BRANCA,2,2
RS,VISTA GAÚCHA,4323705,BRANCA,2,2
RS,VITÓRIA DAS MISSÕES,4323754,BRANCA,2,2
RS,WESTFÁLIA,4323770,BRANCA,2,2
RS,XANGRI-LÁ,4323804,BRANCA,4,4
SC,ABDON BATISTA,4200051,BRANCA,2,2
SC,ABELARDO LUZ,4200101,BRANCA,4,4
SC,AGROLÂNDIA,4200200,BRANCA,6,6
SC,AGRONÔMICA,4200309,BRANCA,3,3
SC,ÁGUA DOCE,4200408,BRANCA,3,3
SC,ÁGUAS DE CHAPECÓ,4200507,BRANCA,2,2
SC,ÁGUAS FRIAS,4200556,BRANCA,2,2
SC,ÁGUAS MORNAS,4200606,BRANCA,3,3
SC,ALFREDO WAGNER,4200705,BRANCA,2,2
SC,ALTO BELA VISTA,4200754,BRANCA,2,2
SC,ANCHIETA,4200804,BRANCA,3,3
SC,ANGELINA,4200903,BRANCA,3,3
SC,ANITA GARIBALDI,4201000,BRANCA,4,4
SC,ANITÁPOLIS,4201109,BRANCA,2,2
SC,ANTÔNIO CARLOS,4201208,BRANCA,2,2
SC,APIÚNA,4201257,BRANCA,3,3
SC,ARABUTÃ,4201273,BRANCA,3,3
SC,ARAQUARI,4201307,BRANCA,2,2
SC,ARARANGUÁ,4201406,BRANCA,5,5
SC,ARMAZÉM,4201505,BRANCA,2,2
SC,ARROIO TRINTA,4201604,BRANCA,2,2
SC,ARVOREDO,4201653,BRANCA,3,2
SC,ASCURRA,4201703,BRANCA,3,3
SC,ATALANTA,4201802,BRANCA,2,2
SC,AURORA,4201901,BRANCA,2,2
SC,BALNEÁRIO ARROIO DO SILVA,4201950,BRANCA,3,2
SC,BALNEÁRIO BARRA DO SUL,4202057,BRANCA,5,5
SC,BALNEÁRIO CAMBORIÚ,4202008,BRANCA,6,6
SC,BALNEÁRIO GAIVOTA,4202073,BRANCA,5,5
SC,BALNEÁRIO PIÇARRAS,4212809,BRANCA,3,2
SC,BALNEÁRIO RINCÃO,4220000,BRANCA,2,2
SC,BANDEIRANTE,4202081,BRANCA,3,3
SC,BARRA BONITA,4202099,BRANCA,1,1
SC,BARRA VELHA,4202107,BRANCA,6,6
SC,BELA VISTA DO TOLDO,4202131,BRANCA,2,2
SC,BELMONTE,4202156,BRANCA,3,3
SC,BENEDITO NOVO,4202206,BRANCA,2,2
SC,BIGUAÇU,4202305,BRANCA,7,7
SC,BLUMENAU,4202404,BRANCA,12,11
SC,BOCAINA DO SUL,4202438,BRANCA,2,2
SC,BOM JARDIM DA SERRA,4202503,BRANCA,4,4
SC,BOM JESUS,4202537,PARDA,3,2
SC,BOM JESUS DO OESTE,4202578,BRANCA,2,2
SC,BOM RETIRO,4202602,BRANCA,3,3
SC,BOMBINHAS,4202453,BRANCA,3,3
SC,BOTUVERÁ,4202701,BRANCA,2,2
SC,BRAÇO DO NORTE,4202800,BRANCA,2,2
SC,BRAÇO DO TROMBUDO,4202859,BRANCA,4,4
SC,BRUNÓPOLIS,4202875,BRANCA,3,2
SC,BRUSQUE,4202909,BRANCA,6,6
SC,CAÇADOR,4203006,BRANCA,4,4
SC,CAIBI,4203105,BRANCA,2,2
SC,CALMON,4203154,BRANCA,3,2
SC,CAMBORIÚ,4203204,BRANCA,4,4
SC,CAMPO ALEGRE,4203303,BRANCA,3,3
SC,CAMPO BELO DO SUL,4203402,BRANCA,4,4
SC,CAMPO ERÊ,4203501,BRANCA,5,4
SC,CAMPOS NOVOS,4203600,BRANCA,2,2
SC,CANELINHA,4203709,BRANCA,3,3
SC,CANOINHAS,4203808,BRANCA,3,3
SC,CAPÃO ALTO,4203253,BRANCA,2,2
SC,CAPINZAL,4203907,BRANCA,3,3
SC,CAPIVARI DE BAIXO,4203956,BRANCA,4,4
SC,CATANDUVAS,4204004,BRANCA,4,3
SC,CAXAMBU DO SUL,4204103,BRANCA,2,2
SC,CELSO RAMOS,4204152,BRANCA,2,2
SC,CERRO NEGRO,4204178,BRANCA,2,2
SC,CHAPADÃO DO LAGEADO,4204194,BRANCA,2,2
SC,CHAPECÓ,4204202,BRANCA,7,7
SC,COCAL DO SUL,4204251,BRANCA,3,3
SC,CONCÓRDIA,4204301,BRANCA,4,3
SC,CORDILHEIRA ALTA,4204350,BRANCA,2,2
SC,CORONEL FREITAS,4204400,BRANCA,2,2
SC,CORONEL MARTINS,4204459,BRANCA,2,2
SC,CORREIA PINTO,4204558,BRANCA,3,3
SC,CORUPÁ,4204509,BRANCA,3,3
SC,CRICIÚMA,4204608,BRANCA,7,6
SC,CUNHA PORÃ,4204707,BRANCA,3,3
SC,CUNHATAÍ,4204756,BRANCA,2,2
SC,CURITIBANOS,4204806,BRANCA,3,2
SC,DESCANSO,4204905,BRANCA,3,2
SC,DIONÍSIO CERQUEIRA,4205001,BRANCA,2,2
SC,DONA EMMA,4205100,BRANCA,3,3
SC,DOUTOR PEDRINHO,4205159,BRANCA,2,2
SC,ENTRE RIOS,4205175,BRANCA,3,2
SC,ERMO,4205191,BRANCA,2,2
SC,ERVAL VELHO,4205209,BRANCA,2,2
SC,FAXINAL DOS GUEDES,4205308,BRANCA,4,4
SC,FLOR DO SERTÃO,4205357,BRANCA,2,2
SC,FLORIANÓPOLIS,4205407,BRANCA,10,10
SC,FORMOSA DO SUL,4205431,BRANCA,3,3
SC,FORQUILHINHA,4205456,BRANCA,5,5
SC,FRAIBURGO,4205506,BRANCA,5,5
SC,FREI ROGÉRIO,4205555,BRANCA,3,3
SC,GALVÃO,4205605,BRANCA,2,2
SC,GAROPABA,4205704,BRANCA,6,6
SC,GARUVA,4205803,BRANCA,3,3
SC,GASPAR,4205902,BRANCA,5,5
SC,GOVERNADOR CELSO RAMOS,4206009,BRANCA,2,2
SC,GRÃO-PARÁ,4206108,BRANCA,2,2
SC,GRAVATAL,4206207,BRANCA,4,3
SC,GUABIRUBA,4206306,BRANCA,3,3
SC,GUARACIABA,4206405,BRANCA,3,2
SC,GUARAMIRIM,4206504,BRANCA,3,3
SC,GUARUJÁ DO SUL,4206603,BRANCA,2,2
SC,GUATAMBÚ,4206652,BRANCA,3,3
SC,HERVAL D'OESTE,4206702,BRANCA,5,5
SC,IBIAM,4206751,BRANCA,2,2
SC,IBICARÉ,4206801,BRANCA,2,2
SC,IBIRAMA,4206900,BRANCA,2,2
SC,IÇARA,4207007,BRANCA,3,3
SC,ILHOTA,4207106,BRANCA,2,2
SC,IMARUÍ,4207205,BRANCA,9,9
SC,IMBITUBA,4207304,BRANCA,5,5
SC,IMBUIA,4207403,BRANCA,2,2
SC,INDAIAL,4207502,BRANCA,4,4
SC,IOMERÊ,4207577,BRANCA,2,2
SC,IPIRA,4207601,BRANCA,2,2
SC,IPORÃ DO OESTE,4207650,BRANCA,2,2
SC,IPUAÇU,4207684,BRANCA,2,2
SC,IPUMIRIM,4207700,BRANCA,2,2
SC,IRACEMINHA,4207759,BRANCA,2,2
SC,IRANI,4207809,BRANCA,3,2
SC,IRATI,4207858,BRANCA,2,2
SC,IRINEÓPOLIS,4207908,BRANCA,2,2
SC,ITÁ,4208005,BRANCA,2,2
SC,ITAIÓPOLIS,4208104,BRANCA,4,4
SC,ITAJAÍ,4208203,BRANCA,5,5
SC,ITAPEMA,4208302,BRANCA,4,4
SC,ITAPIRANGA,4208401,BRANCA,2,2
SC,ITAPOÁ,4208450,BRANCA,6,6
SC,ITUPORANGA,4208500,BRANCA,2,2
SC,JABORÁ,4208609,BRANCA,3,2
SC,JACINTO MACHADO,4208708,BRANCA,2,2
SC,JAGUARUNA,4208807,BRANCA,5,5
SC,JARAGUÁ DO SUL,4208906,BRANCA,3,3
SC,JARDINÓPOLIS,4208955,BRANCA,2,2
SC,JOAÇABA,4209003,BRANCA,4,3
SC,JOINVILLE,4209102,BRANCA,15,14
SC,JOSÉ BOITEUX,4209151,BRANCA,2,2
SC,JUPIÁ,4209177,BRANCA,3,3
SC,LACERDÓPOLIS,4209201,BRANCA,2,2
SC,LAGES,4209300,BRANCA,6,5
SC,LAGUNA,4209409,BRANCA,6,6
SC,LAJEADO GRANDE,4209458,BRANCA,3,3
SC,LAURENTINO,4209508,BRANCA,2,2
SC,LAURO MÜLLER,4209607,BRANCA,3,3
SC,LEBON RÉGIS,4209706,BRANCA,3,3
SC,LEOBERTO LEAL,4209805,BRANCA,2,2
SC,LINDÓIA DO SUL,4209854,BRANCA,3,2
SC,LONTRAS,4209904,BRANCA,2,2
SC,LUÍS ALVES,4210001,BRANCA,2,2
SC,LUZERNA,4210035,BRANCA,2,2
SC,MACIEIRA,4210050,BRANCA,3,3
SC,MAFRA,4210100,BRANCA,7,7
SC,MAJOR GERCINO,4210209,BRANCA,2,2
SC,MAJOR VIEIRA,4210308,BRANCA,3,3
SC,MARACAJÁ,4210407,BRANCA,2,2
SC,MARAVILHA,4210506,BRANCA,2,2
SC,MAREMA,4210555,BRANCA,2,2
SC,MASSARANDUBA,4210605,BRANCA,3,3
SC,MATOS COSTA,4210704,BRANCA,2,2
SC,MELEIRO,4210803,BRANCA,3,3
SC,MIRIM DOCE,4210852,BRANCA,2,2
SC,MODELO,4210902,BRANCA,2,2
SC,MONDAÍ,4211009,BRANCA,2,2
SC,MONTE CARLO,4211058,VÁRIAS,2,1
SC,MONTE CASTELO,4211108,BRANCA,3,3
SC,MORRO DA FUMAÇA,4211207,BRANCA,2,2
SC,MORRO GRANDE,4211256,BRANCA,1,1
SC,NAVEGANTES,4211306,BRANCA,9,8
SC,NOVA ERECHIM,4211405,BRANCA,3,3
SC,NOVA ITABERABA,4211454,BRANCA,3,2
SC,NOVA TRENTO,4211504,BRANCA,3,3
SC,NOVA VENEZA,4211603,BRANCA,2,2
SC,NOVO HORIZONTE,4211652,BRANCA,3,3
SC,ORLEANS,4211702,BRANCA,3,3
SC,OTACÍLIO COSTA,4211751,BRANCA,2,2
SC,OURO,4211801,BRANCA,2,2
SC,OURO VERDE,4211850,BRANCA,3,2
SC,PAIAL,4211876,BRANCA,3,3
SC,PAINEL,4211892,BRANCA,3,3
SC,PALHOÇA,4211900,BRANCA,7,5
SC,PALMA SOLA,4212007,BRANCA,3,3
SC,PALMEIRA,4212056,BRANCA,3,2
SC,PALMITOS,4212106,BRANCA,2,2
SC,PAPANDUVA,4212205,BRANCA,3,3
SC,PARAÍSO,4212239,BRANCA,2,2
SC,PASSO DE TORRES,4212254,BRANCA,3,3
SC,PASSOS MAIA,4212270,BRANCA,2,2
SC,PAULO LOPES,4212304,BRANCA,3,3
SC,PEDRAS GRANDES,4212403,BRANCA,2,2
SC,PENHA,4212502,BRANCA,6,6
SC,PERITIBA,4212601,BRANCA,3,3
SC,PESCARIA BRAVA,4212650,BRANCA,2,2
SC,PETROLÂNDIA,4212700,BRANCA,2,2
SC,PINHALZINHO,4212908,BRANCA,3,2
SC,PINHEIRO PRETO,4213005,BRANCA,3,3
SC,PIRATUBA,4213104,VÁRIAS,2,1
SC,PLANALTO ALEGRE,4213153,BRANCA,3,3
SC,POMERODE,4213203,BRANCA,5,5
SC,PONTE ALTA,4213302,BRANCA,3,3
SC,PONTE ALTA DO NORTE,4213351,PARDA,2,2
SC,PONTE SERRADA,4213401,BRANCA,3,3
SC,PORTO BELO,4213500,BRANCA,2,2
SC,PORTO UNIÃO,4213609,BRANCA,4,4
SC,POUSO REDONDO,4213708,BRANCA,2,2
SC,PRAIA GRANDE,4213807,BRANCA,2,2
SC,PRESIDENTE CASTELO BRANCO,4213906,BRANCA,2,2
SC,PRESIDENTE GETÚLIO,4214003,BRANCA,3,3
SC,PRESIDENTE NEREU,4214102,BRANCA,2,2
SC,PRINCESA,4214151,BRANCA,2,2
SC,QUILOMBO,4214201,BRANCA,2,2
SC,RANCHO QUEIMADO,4214300,BRANCA,2,2
SC,RIO DAS ANTAS,4214409,BRANCA,3,3
SC,RIO DO CAMPO,4214508,BRANCA,2,2
SC,RIO DO OESTE,4214607,BRANCA,2,2
SC,RIO DO SUL,4214805,BRANCA,5,5
SC,RIO DOS CEDROS,4214706,BRANCA,3,3
SC,RIO FORTUNA,4214904,BRANCA,2,2
SC,RIO NEGRINHO,4215000,BRANCA,4,4
SC,RIO RUFINO,4215059,BRANCA,3,3
SC,RIQUEZA,4215075,BRANCA,2,2
SC,RODEIO,4215109,BRANCA,2,2
SC,ROMELÂNDIA,4215208,BRANCA,4,4
SC,SALETE,4215307,BRANCA,2,2
SC,SALTINHO,4215356,BRANCA,2,2
SC,SALTO VELOSO,4215406,BRANCA,2,2
SC,SANGÃO,4215455,BRANCA,3,3
SC,SANTA CECÍLIA,4215505,BRANCA,3,3
SC,SANTA HELENA,4215554,BRANCA,3,3
SC,SANTA ROSA DE LIMA,4215604,BRANCA,2,2
SC,SANTA ROSA DO SUL,4215653,BRANCA,3,3
SC,SANTA TEREZINHA,4215679,BRANCA,3,3
SC,SANTA TEREZINHA DO PROGRESSO,4215695,BRANCA,2,2
SC,SANTIAGO DO SUL,4215687,BRANCA,2,2
SC,SANTO AMARO DA IMPERATRIZ,4215703,BRANCA,4,4
SC,SÃO BENTO DO SUL,4215802,BRANCA,6,5
SC,SÃO BERNARDINO,4215752,BRANCA,3,3
SC,SÃO BONIFÁCIO,4215901,BRANCA,2,2
SC,SÃO CARLOS,4216008,BRANCA,3,3
SC,SÃO CRISTÓVÃO DO SUL,4216057,BRANCA,2,2
SC,SÃO DOMINGOS,4216107,BRANCA,3,3
SC,SÃO FRANCISCO DO SUL,4216206,BRANCA,6,6
SC,SÃO JOÃO BATISTA,4216305,BRANCA,5,5
SC,SÃO JOÃO DO ITAPERIÚ,4216354,BRANCA,2,2
SC,SÃO JOÃO DO OESTE,4216255,BRANCA,2,2
SC,SÃO JOÃO DO SUL,4216404,BRANCA,2,2
SC,SÃO JOAQUIM,4216503,BRANCA,3,3
SC,SÃO JOSÉ,4216602,BRANCA,9,9
SC,SÃO JOSÉ DO CEDRO,4216701,BRANCA,2,2
SC,SÃO JOSÉ DO CERRITO,4216800,BRANCA,2,2
SC,SÃO LOURENÇO DO OESTE,4216909,BRANCA,2,2
SC,SÃO LUDGERO,4217006,BRANCA,2,2
SC,SÃO MARTINHO,4217105,BRANCA,2,2
SC,SÃO MIGUEL DA BOA VISTA,4217154,BRANCA,2,2
SC,SÃO MIGUEL DO OESTE,4217204,BRANCA,3,3
SC,SÃO PEDRO DE ALCÂNTARA,4217253,BRANCA,4,4
SC,SAUDADES,4217303,BRANCA,2,2
SC,SCHROEDER,4217402,BRANCA,6,6
SC,SEARA,4217501,BRANCA,2,2
SC,SERRA ALTA,4217550,BRANCA,2,2
SC,SIDERÓPOLIS,4217600,BRANCA,4,3
SC,SOMBRIO,4217709,BRANCA,3,3
SC,SUL BRASIL,4217758,BRANCA,2,2
SC,TAIÓ,4217808,BRANCA,5,5
SC,TANGARÁ,4217907,BRANCA,2,2
SC,TIGRINHOS,4217956,BRANCA,2,2
SC,TIJUCAS,4218004,BRANCA,5,5
SC,TIMBÉ DO SUL,4218103,BRANCA,2,2
SC,TIMBÓ,4218202,BRANCA,4,4
SC,TIMBÓ GRANDE,4218251,BRANCA,3,3
SC,TRÊS BARRAS,4218301,BRANCA,6,4
SC,TREVISO,4218350,BRANCA,2,2
SC,TREZE DE MAIO,4218400,BRANCA,3,3
SC,TREZE TÍLIAS,4218509,BRANCA,2,2
SC,TROMBUDO CENTRAL,4218608,BRANCA,3,3
SC,TUBARÃO,4218707,BRANCA,5,5
SC,TUNÁPOLIS,4218756,BRANCA,2,2
SC,TURVO,4218806,BRANCA,3,3
SC,UNIÃO DO OESTE,4218855,BRANCA,2,2
SC,URUBICI,4218905,BRANCA,2,2
SC,URUPEMA,4218954,BRANCA,2,2
SC,URUSSANGA,4219002,BRANCA,3,3
SC,VARGEÃO,4219101,BRANCA,2,2
SC,VARGEM,4219150,BRANCA,2,2
SC,VARGEM BONITA,4219176,VÁRIAS,2,1
SC,VIDAL RAMOS,4219200,BRANCA,2,2
SC,VIDEIRA,4219309,BRANCA,2,2
SC,VITOR MEIRELES,4219358,BRANCA,3,3
SC,WITMARSUM,4219408,BRANCA,3,3
SC,XANXERÊ,4219507,BRANCA,6,6
SC,XAVANTINA,4219606,BRANCA,2,2
SC,XAXIM,4219705,BRANCA,4,4
SC,ZORTÉA,4219853,BRANCA,3,3
SE,AMPARO DE SÃO FRANCISCO,2800100,BRANCA,3,2
SE,AQUIDABÃ,2800209,BRANCA,3,2
SE,ARACAJU,2800308,PARDA,11,5
SE,ARAUÁ,2800407,PARDA,3,2
SE,AREIA BRANCA,2800506,BRANCA,4,3
SE,BARRA DOS COQUEIROS,2800605,PARDA,5,4
SE,BOQUIM,2800670,PARDA,3,2
SE,BREJO GRANDE,2800704,VÁRIAS,2,1
SE,CAMPO DO BRITO,2801009,PARDA,3,3
