sigla_uf,nome_municipio,codigo_ibge,mais_comum,candidaturas,n_mais_comum
MA,TUFILÂNDIA,2112274,BRANCA,4,3
MA,TUNTUM,2112308,VÁRIAS,2,1
MA,TURIAÇU,2112407,PARDA,6,4
MA,TURILÂNDIA,2112456,PARDA,5,3
MA,TUTÓIA,2112506,VÁRIAS,9,4
MA,URBANO SANTOS,2112605,PARDA,4,4
MA,VARGEM GRANDE,2112704,PARDA,3,3
MA,VIANA,2112803,PARDA,7,5
MA,VILA NOVA DOS MARTÍRIOS,2112852,VÁRIAS,3,1
MA,VITÓRIA DO MEARIM,2112902,BRANCA,5,3
MA,VITORINO FREIRE,2113009,PARDA,4,4
MA,ZÉ DOCA,2114007,BRANCA,3,2
MG,ABADIA DOS DOURADOS,3100104,VÁRIAS,2,1
MG,ABAETÉ,3100203,BRANCA,5,5
MG,ABRE CAMPO,3100302,VÁRIAS,2,1
MG,ACAIACA,3100401,PARDA,3,2
MG,AÇUCENA,3100500,BRANCA,3,3
MG,ÁGUA BOA,3100609,PARDA,4,3
MG,ÁGUA COMPRIDA,3100708,BRANCA,3,3
MG,AGUANIL,3100807,BRANCA,1,1
MG,ÁGUAS FORMOSAS,3100906,PARDA,6,4
MG,ÁGUAS VERMELHAS,3101003,PARDA,5,5
MG,AIMORÉS,3101102,BRANCA,4,3
MG,AIURUOCA,3101201,BRANCA,4,3
MG,ALAGOA,3101300,BRANCA,1,1
MG,ALBERTINA,3101409,BRANCA,2,2
MG,ALÉM PARAÍBA,3101508,BRANCA,4,4
MG,ALFENAS,3101607,BRANCA,8,7
MG,ALFREDO VASCONCELOS,3101631,BRANCA,4,3
MG,ALMENARA,3101706,PARDA,3,2
MG,ALPERCATA,3101805,BRANCA,3,2
MG,ALPINÓPOLIS,3101904,BRANCA,3,2
MG,ALTEROSA,3102001,BRANCA,2,2
MG,ALTO CAPARAÓ,3102050,BRANCA,3,3
MG,ALTO JEQUITIBÁ,3153509,BRANCA,3,3
MG,ALTO RIO DOCE,3102100,BRANCA,3,3
MG,ALVARENGA,3102209,PARDA,2,2
MG,ALVINÓPOLIS,3102308,PARDA,3,2
MG,ALVORADA DE MINAS,3102407,PARDA,4,3
MG,AMPARO DO SERRA,3102506,BRANCA,3,3
MG,ANDRADAS,3102605,BRANCA,3,3
MG,ANDRELÂNDIA,3102803,BRANCA,2,2
MG,ANGELÂNDIA,3102852,BRANCA,3,2
MG,ANTÔNIO CARLOS,3102902,BRANCA,4,3
MG,ANTÔNIO DIAS,3103009,BRANCA,3,2
MG,ANTÔNIO PRADO DE MINAS,3103108,BRANCA,2,2
MG,ARAÇAÍ,3103207,PARDA,4,2
MG,ARACITABA,3103306,VÁRIAS,2,1
MG,ARAÇUAÍ,3103405,BRANCA,4,2
MG,ARAGUARI,3103504,BRANCA,8,5
MG,ARANTINA,3103603,BRANCA,2,2
MG,ARAPONGA,3103702,PARDA,1,1
MG,ARAPORÃ,3103751,BRANCA,3,2
MG,ARAPUÁ,3103801,BRANCA,3,3
MG,ARAÚJOS,3103900,BRANCA,5,5
MG,ARAXÁ,3104007,BRANCA,6,3
MG,ARCEBURGO,3104106,BRANCA,3,3
MG,ARCOS,3104205,BRANCA,3,2
MG,AREADO,3104304,BRANCA,3,2
MG,ARGIRITA,3104403,BRANCA,2,2
MG,ARICANDUVA,3104452,BRANCA,3,2
MG,ARINOS,3104502,BRANCA,2,2
MG,ASTOLFO DUTRA,3104601,BRANCA,2,2
MG,ATALÉIA,3104700,PARDA,3,2
MG,AUGUSTO DE LIMA,3104809,PARDA,3,3
MG,BAEPENDI,3104908,BRANCA,3,3
MG,BALDIM,3105004,PARDA,7,6
MG,BAMBUÍ,3105103,BRANCA,4,4
MG,BANDEIRA,3105202,VÁRIAS,2,1
MG,BANDEIRA DO SUL,3105301,BRANCA,2,2
MG,BARÃO DE COCAIS,3105400,PARDA,3,2
MG,BARÃO DE MONTE ALTO,3105509,VÁRIAS,2,1
MG,BARBACENA,3105608,BRANCA,9,7
MG,BARRA LONGA,3105707,VÁRIAS,2,1
MG,BARROSO,3105905,BRANCA,3,3
MG,BELA VISTA DE MINAS,3106002,BRANCA,4,3
MG,BELMIRO BRAGA,3106101,BRANCA,3,2
MG,BELO HORIZONTE,3106200,BRANCA,16,13
MG,BELO ORIENTE,3106309,BRANCA,3,3
MG,BELO VALE,3106408,BRANCA,2,2
MG,BERILO,3106507,PARDA,2,2
MG,BERIZAL,3106655,PARDA,2,2
MG,BERTÓPOLIS,3106606,VÁRIAS,2,1
MG,BETIM,3106705,BRANCA,8,7
MG,BIAS FORTES,3106804,BRANCA,2,2
MG,BICAS,3106903,BRANCA,2,2
MG,BIQUINHAS,3107000,BRANCA,2,2
MG,BOA ESPERANÇA,3107109,PRETA,3,2
MG,BOCAINA DE MINAS,3107208,BRANCA,4,3
MG,BOCAIÚVA,3107307,PARDA,4,4
MG,BOM DESPACHO,3107406,BRANCA,4,3
MG,BOM JARDIM DE MINAS,3107505,BRANCA,2,2
MG,BOM JESUS DA PENHA,3107604,VÁRIAS,2,1
MG,BOM JESUS DO AMPARO,3107703,PARDA,2,2
MG,BOM JESUS DO GALHO,3107802,PARDA,4,4
MG,BOM REPOUSO,3107901,BRANCA,2,2
MG,BOM SUCESSO,3108008,BRANCA,3,2
MG,BONFIM,3108107,BRANCA,3,3
MG,BONFINÓPOLIS DE MINAS,3108206,VÁRIAS,4,2
MG,BONITO DE MINAS,3108255,PARDA,2,2
MG,BORDA DA MATA,3108305,BRANCA,5,5
MG,BOTELHOS,3108404,BRANCA,3,3
MG,BOTUMIRIM,3108503,VÁRIAS,4,2
MG,BRÁS PIRES,3108701,BRANCA,2,2
MG,BRASILÂNDIA DE MINAS,3108552,PARDA,4,2
MG,BRASÍLIA DE MINAS,3108602,PARDA,6,4
MG,BRAÚNAS,3108800,VÁRIAS,2,1
MG,BRAZÓPOLIS,3108909,BRANCA,3,3
MG,BRUMADINHO,3109006,BRANCA,6,4
MG,BUENO BRANDÃO,3109105,BRANCA,2,2
MG,BUENÓPOLIS,3109204,VÁRIAS,4,2
MG,BUGRE,3109253,PARDA,3,2
MG,BURITIS,3109303,BRANCA,3,2
MG,BURITIZEIRO,3109402,PARDA,10,7
MG,CABECEIRA GRANDE,3109451,VÁRIAS,3,1
MG,CABO VERDE,3109501,BRANCA,2,2
MG,CACHOEIRA DA PRATA,3109600,PARDA,3,3
MG,CACHOEIRA DE MINAS,3109709,BRANCA,3,3
MG,CACHOEIRA DE PAJEÚ,3102704,VÁRIAS,2,1
MG,CACHOEIRA DOURADA,3109808,BRANCA,3,3
MG,CAETANÓPOLIS,3109907,VÁRIAS,3,1
MG,CAETÉ,3110004,PARDA,5,3
MG,CAIANA,3110103,BRANCA,2,2
MG,CAJURI,3110202,BRANCA,2,2
MG,CALDAS,3110301,BRANCA,3,3
MG,CAMACHO,3110400,BRANCA,2,2
MG,CAMANDUCAIA,3110509,BRANCA,4,4
MG,CAMBUÍ,3110608,BRANCA,4,4
MG,CAMBUQUIRA,3110707,PRETA,5,3
MG,CAMPANÁRIO,3110806,VÁRIAS,2,1
MG,CAMPANHA,3110905,VÁRIAS,3,1
MG,CAMPESTRE,3111002,BRANCA,2,2
MG,CAMPINA VERDE,3111101,BRANCA,5,5
MG,CAMPO AZUL,3111150,PARDA,2,2
MG,CAMPO BELO,3111200,BRANCA,5,3
MG,CAMPO DO MEIO,3111309,VÁRIAS,4,2
MG,CAMPO FLORIDO,3111408,BRANCA,3,3
MG,CAMPOS ALTOS,3111507,BRANCA,4,4
MG,CAMPOS GERAIS,3111606,BRANCA,5,5
MG,CANA VERDE,3111903,BRANCA,4,4
MG,CANAÃ,3111705,BRANCA,3,3
MG,CANÁPOLIS,3111804,VÁRIAS,4,2
MG,CANDEIAS,3112000,BRANCA,2,2
MG,CANTAGALO,3112059,PARDA,4,3
MG,CAPARAÓ,3112109,BRANCA,3,3
MG,CAPELA NOVA,3112208,BRANCA,3,2
MG,CAPELINHA,3112307,VÁRIAS,4,2
MG,CAPETINGA,3112406,BRANCA,4,3
MG,CAPIM BRANCO,3112505,PARDA,4,2
MG,CAPINÓPOLIS,3112604,BRANCA,3,2
MG,CAPITÃO ANDRADE,3112653,BRANCA,4,2
MG,CAPITÃO ENÉAS,3112703,BRANCA,4,2
MG,CAPITÓLIO,3112802,BRANCA,2,2
MG,CAPUTIRA,3112901,BRANCA,4,2
MG,CARAÍ,3113008,VÁRIAS,2,1
MG,CARANAÍBA,3113107,PARDA,2,2
MG,CARANDAÍ,3113206,BRANCA,2,2
MG,CARANGOLA,3113305,BRANCA,5,5
MG,CARATINGA,3113404,PARDA,4,3
MG,CARBONITA,3113503,PARDA,4,3
MG,CAREAÇU,3113602,BRANCA,2,2
MG,CARLOS CHAGAS,3113701,VÁRIAS,4,2
MG,CARMÉSIA,3113800,VÁRIAS,2,1
MG,CARMO DA CACHOEIRA,3113909,BRANCA,3,2
MG,CARMO DA MATA,3114006,BRANCA,3,3
MG,CARMO DE MINAS,3114105,BRANCA,3,3
MG,CARMO DO CAJURU,3114204,BRANCA,1,1
MG,CARMO DO PARANAÍBA,3114303,BRANCA,4,3
MG,CARMO DO RIO CLARO,3114402,BRANCA,7,7
MG,CARMÓPOLIS DE MINAS,3114501,BRANCA,4,3
MG,CARNEIRINHO,3114550,BRANCA,2,2
MG,CARRANCAS,3114600,BRANCA,2,2
MG,CARVALHÓPOLIS,3114709,BRANCA,2,2
MG,CARVALHOS,3114808,BRANCA,3,3
MG,CASA GRANDE,3114907,VÁRIAS,2,1
MG,CASCALHO RICO,3115003,BRANCA,2,2
MG,CÁSSIA,3115102,BRANCA,7,6
MG,CATAGUASES,3115300,BRANCA,8,6
MG,CATAS ALTAS,3115359,VÁRIAS,2,1
MG,CATAS ALTAS DA NORUEGA,3115409,PARDA,3,3
MG,CATUJI,3115458,PARDA,4,3
MG,CATUTI,3115474,BRANCA,2,2
MG,CAXAMBU,3115508,BRANCA,3,2
MG,CEDRO DO ABAETÉ,3115607,VÁRIAS,2,1
MG,CENTRAL DE MINAS,3115706,VÁRIAS,2,1
MG,CENTRALINA,3115805,BRANCA,2,2
MG,CHÁCARA,3115904,BRANCA,3,2
MG,CHALÉ,3116001,BRANCA,2,2
MG,CHAPADA DO NORTE,3116100,PARDA,2,2
MG,CHAPADA GAÚCHA,3116159,BRANCA,4,3
MG,CHIADOR,3116209,BRANCA,4,4
MG,CIPOTÂNEA,3116308,BRANCA,2,2
MG,CLARAVAL,3116407,BRANCA,2,2
MG,CLARO DOS POÇÕES,3116506,PARDA,2,2
MG,CLÁUDIO,3116605,BRANCA,4,4
MG,COIMBRA,3116704,BRANCA,4,4
MG,COLUNA,3116803,VÁRIAS,2,1
MG,COMENDADOR GOMES,3116902,BRANCA,2,2
MG,COMERCINHO,3117009,PARDA,5,3
MG,CONCEIÇÃO DA APARECIDA,3117108,BRANCA,3,2
MG,CONCEIÇÃO DA BARRA DE MINAS,3115201,VÁRIAS,2,1
MG,CONCEIÇÃO DAS ALAGOAS,3117306,BRANCA,2,2
MG,CONCEIÇÃO DAS PEDRAS,3117207,VÁRIAS,2,1
MG,CONCEIÇÃO DE IPANEMA,3117405,BRANCA,2,2
MG,CONCEIÇÃO DO MATO DENTRO,3117504,PARDA,2,2
MG,CONCEIÇÃO DO PARÁ,3117603,PARDA,5,3
MG,CONCEIÇÃO DO RIO VERDE,3117702,PARDA,3,2
MG,CONCEIÇÃO DOS OUROS,3117801,BRANCA,2,2
MG,CÔNEGO MARINHO,3117836,PARDA,3,3
MG,CONFINS,3117876,PARDA,5,3
MG,CONGONHAL,3117900,BRANCA,2,2
MG,CONGONHAS,3118007,BRANCA,7,5
MG,CONGONHAS DO NORTE,3118106,VÁRIAS,2,1
MG,CONQUISTA,3118205,BRANCA,3,3
MG,CONSELHEIRO LAFAIETE,3118304,BRANCA,8,8
MG,CONSELHEIRO PENA,3118403,PARDA,4,2
MG,CONSOLAÇÃO,3118502,BRANCA,1,1
MG,CONTAGEM,3118601,BRANCA,16,9
MG,COQUEIRAL,3118700,VÁRIAS,2,1
MG,CORAÇÃO DE JESUS,3118809,PARDA,5,3
MG,CORDISBURGO,3118908,PARDA,3,3
MG,CORDISLÂNDIA,3119005,BRANCA,3,3
MG,CORINTO,3119104,PARDA,4,3
MG,COROACI,3119203,VÁRIAS,4,2
MG,COROMANDEL,3119302,BRANCA,3,3
MG,CORONEL FABRICIANO,3119401,BRANCA,6,3
MG,CORONEL MURTA,3119500,PARDA,3,2
MG,CORONEL PACHECO,3119609,BRANCA,6,4
MG,CORONEL XAVIER CHAVES,3119708,BRANCA,1,1
MG,CÓRREGO DANTA,3119807,BRANCA,2,2
MG,CÓRREGO DO BOM JESUS,3119906,BRANCA,2,2
MG,CÓRREGO FUNDO,3119955,BRANCA,3,2
MG,CÓRREGO NOVO,3120003,PARDA,2,2
MG,COUTO DE MAGALHÃES DE MINAS,3120102,PARDA,3,2
MG,CRISÓLITA,3120151,VÁRIAS,2,1
MG,CRISTAIS,3120201,BRANCA,2,2
MG,CRISTÁLIA,3120300,BRANCA,3,2
MG,CRISTIANO OTONI,3120409,BRANCA,3,3
MG,CRISTINA,3120508,BRANCA,3,3
MG,CRUCILÂNDIA,3120607,BRANCA,2,2
MG,CRUZEIRO DA FORTALEZA,3120706,BRANCA,2,2
MG,CRUZÍLIA,3120805,BRANCA,3,3
MG,CUPARAQUE,3120839,VÁRIAS,2,1
MG,CURRAL DE DENTRO,3120870,PARDA,2,2
MG,CURVELO,3120904,BRANCA,4,4
MG,DATAS,3121001,BRANCA,3,2
MG,DELFIM MOREIRA,3121100,BRANCA,3,2
MG,DELFINÓPOLIS,3121209,BRANCA,3,3
MG,DELTA,3121258,BRANCA,1,1
MG,DESCOBERTO,3121308,BRANCA,2,2
MG,DESTERRO DE ENTRE RIOS,3121407,BRANCA,5,4
MG,DESTERRO DO MELO,3121506,BRANCA,2,2
MG,DIAMANTINA,3121605,VÁRIAS,2,1
MG,DIOGO DE VASCONCELOS,3121704,BRANCA,1,1
MG,DIONÍSIO,3121803,BRANCA,2,2
MG,DIVINÉSIA,3121902,BRANCA,3,3
MG,DIVINO,3122009,VÁRIAS,2,1
MG,DIVINO DAS LARANJEIRAS,3122108,VÁRIAS,2,1
MG,DIVINOLÂNDIA DE MINAS,3122207,PARDA,3,2
MG,DIVINÓPOLIS,3122306,BRANCA,9,8
MG,DIVISA ALEGRE,3122355,PARDA,2,2
MG,DIVISA NOVA,3122405,VÁRIAS,2,1
MG,DIVISÓPOLIS,3122454,VÁRIAS,4,2
MG,DOM BOSCO,3122470,PARDA,4,3
MG,DOM CAVATI,3122504,BRANCA,2,2
MG,DOM JOAQUIM,3122603,PARDA,4,3
MG,DOM SILVÉRIO,3122702,BRANCA,3,2
MG,DOM VIÇOSO,3122801,BRANCA,3,3
MG,DONA EUSÉBIA,3122900,BRANCA,3,3
MG,DORES DE CAMPOS,3123007,BRANCA,3,3
MG,DORES DE GUANHÃES,3123106,VÁRIAS,2,1
MG,DORES DO INDAIÁ,3123205,BRANCA,3,3
MG,DORES DO TURVO,3123304,VÁRIAS,2,1
MG,DORESÓPOLIS,3123403,BRANCA,3,2
MG,DOURADOQUARA,3123502,BRANCA,2,2
MG,DURANDÉ,3123528,BRANCA,2,2
MG,ELÓI MENDES,3123601,BRANCA,4,3
MG,ENGENHEIRO CALDAS,3123700,BRANCA,2,2
MG,ENGENHEIRO NAVARRO,3123809,PARDA,3,2
MG,ENTRE FOLHAS,3123858,BRANCA,3,2
MG,ENTRE RIOS DE MINAS,3123908,BRANCA,4,4
MG,ERVÁLIA,3124005,AMARELA,2,2
MG,ESMERALDAS,3124104,BRANCA,10,6
MG,ESPERA FELIZ,3124203,BRANCA,4,2
MG,ESPINOSA,3124302,BRANCA,5,3
MG,ESPÍRITO SANTO DO DOURADO,3124401,BRANCA,2,2
MG,ESTIVA,3124500,BRANCA,2,2
MG,ESTRELA DALVA,3124609,BRANCA,2,2
MG,ESTRELA DO INDAIÁ,3124708,BRANCA,2,2
MG,ESTRELA DO SUL,3124807,VÁRIAS,2,1
MG,EUGENÓPOLIS,3124906,BRANCA,2,2
MG,EWBANK DA CÂMARA,3125002,PARDA,3,2
MG,EXTREMA,3125101,BRANCA,3,2
MG,FAMA,3125200,BRANCA,2,2
MG,FARIA LEMOS,3125309,BRANCA,2,2
MG,FELÍCIO DOS SANTOS,3125408,BRANCA,2,2
MG,FELISBURGO,3125606,PARDA,4,4
MG,FELIXLÂNDIA,3125705,PARDA,4,4
MG,FERNANDES TOURINHO,3125804,PARDA,2,2
MG,FERROS,3125903,BRANCA,4,3
MG,FERVEDOURO,3125952,BRANCA,3,3
MG,FLORESTAL,3126000,VÁRIAS,2,1
MG,FORMIGA,3126109,BRANCA,2,2
MG,FORMOSO,3126208,BRANCA,2,2
MG,FORTALEZA DE MINAS,3126307,BRANCA,2,2
MG,FORTUNA DE MINAS,3126406,VÁRIAS,2,1
MG,FRANCISCO BADARÓ,3126505,PARDA,2,2
MG,FRANCISCO DUMONT,3126604,BRANCA,3,2
MG,FRANCISCO SÁ,3126703,BRANCA,3,2
MG,FRANCISCÓPOLIS,3126752,VÁRIAS,2,1
MG,FREI GASPAR,3126802,PARDA,2,2
MG,FREI INOCÊNCIO,3126901,PARDA,5,3
MG,FREI LAGONEGRO,3126950,PARDA,2,2
MG,FRONTEIRA,3127008,BRANCA,3,3
MG,FRONTEIRA DOS VALES,3127057,PARDA,2,2
MG,FRUTA DE LEITE,3127073,PARDA,3,2
MG,FRUTAL,3127107,BRANCA,7,6
MG,FUNILÂNDIA,3127206,PARDA,4,3
MG,GALILÉIA,3127305,BRANCA,3,2
MG,GAMELEIRAS,3127339,PARDA,2,2
MG,GLAUCILÂNDIA,3127354,PARDA,3,2
MG,GOIABEIRA,3127370,VÁRIAS,2,1
MG,GOIANÁ,3127388,BRANCA,3,3
MG,GONÇALVES,3127404,BRANCA,3,3
MG,GONZAGA,3127503,PARDA,2,2
MG,GOUVEIA,3127602,VÁRIAS,2,1
MG,GOVERNADOR VALADARES,3127701,BRANCA,12,6
MG,GRÃO MOGOL,3127800,VÁRIAS,2,1
MG,GRUPIARA,3127909,BRANCA,2,2
MG,GUANHÃES,3128006,PARDA,3,2
MG,GUAPÉ,3128105,VÁRIAS,2,1
MG,GUARACIABA,3128204,BRANCA,3,2
MG,GUARACIAMA,3128253,VÁRIAS,3,1
MG,GUARANÉSIA,3128303,BRANCA,2,2
MG,GUARANI,3128402,VÁRIAS,4,2
MG,GUARARÁ,3128501,BRANCA,2,2
MG,GUARDA-MOR,3128600,BRANCA,3,2
MG,GUAXUPÉ,3128709,BRANCA,5,5
MG,GUIDOVAL,3128808,BRANCA,3,2
MG,GUIMARÂNIA,3128907,BRANCA,3,2
MG,GUIRICEMA,3129004,BRANCA,2,2
MG,GURINHATÃ,3129103,BRANCA,3,3
MG,HELIODORA,3129202,BRANCA,3,3
MG,IAPU,3129301,VÁRIAS,4,2
MG,IBERTIOGA,3129400,BRANCA,4,4
MG,IBIÁ,3129509,BRANCA,5,5
MG,IBIAÍ,3129608,BRANCA,5,4
MG,IBIRACATU,3129657,PARDA,5,5
MG,IBIRACI,3129707,BRANCA,6,4
MG,IBIRITÉ,3129806,VÁRIAS,6,3
MG,IBITIÚRA DE MINAS,3129905,BRANCA,1,1
MG,IBITURUNA,3130002,BRANCA,2,2
MG,ICARAÍ DE MINAS,3130051,VÁRIAS,2,1
MG,IGARAPÉ,3130101,BRANCA,4,3
MG,IGARATINGA,3130200,BRANCA,3,2
MG,IGUATAMA,3130309,BRANCA,3,3
MG,IJACI,3130408,BRANCA,4,3
MG,ILICÍNEA,3130507,BRANCA,4,3
MG,IMBÉ DE MINAS,3130556,BRANCA,4,3
MG,INCONFIDENTES,3130606,BRANCA,5,5
MG,INDAIABIRA,3130655,VÁRIAS,2,1
MG,INDIANÓPOLIS,3130705,BRANCA,3,2
MG,INGAÍ,3130804,BRANCA,2,2
MG,INHAPIM,3130903,BRANCA,3,2
MG,INHAÚMA,3131000,VÁRIAS,2,1
MG,INIMUTABA,3131109,PARDA,2,2
MG,IPABA,3131158,BRANCA,2,2
MG,IPANEMA,3131208,BRANCA,4,2
MG,IPATINGA,3131307,PARDA,9,5
MG,IPIAÇU,3131406,BRANCA,3,2
MG,IPUIÚNA,3131505,BRANCA,2,2
MG,IRAÍ DE MINAS,3131604,BRANCA,2,2
MG,ITABIRA,3131703,BRANCA,6,4
MG,ITABIRINHA,3131802,BRANCA,2,2
MG,ITABIRITO,3131901,BRANCA,4,3
MG,ITACAMBIRA,3132008,PARDA,3,2
MG,ITACARAMBI,3132107,BRANCA,4,2
MG,ITAGUARA,3132206,BRANCA,2,2
MG,ITAIPÉ,3132305,PARDA,3,2
MG,ITAJUBÁ,3132404,BRANCA,6,5
MG,ITAMARANDIBA,3132503,PARDA,3,2
MG,ITAMARATI DE MINAS,3132602,BRANCA,2,2
MG,ITAMBACURI,3132701,PARDA,5,3
MG,ITAMBÉ DO MATO DENTRO,3132800,VÁRIAS,2,1
MG,ITAMOGI,3132909,BRANCA,2,2
MG,ITAMONTE,3133006,BRANCA,2,2
MG,ITANHANDU,3133105,BRANCA,4,4
MG,ITANHOMI,3133204,VÁRIAS,2,1
MG,ITAOBIM,3133303,BRANCA,4,2
MG,ITAPAGIPE,3133402,BRANCA,3,3
MG,ITAPECERICA,3133501,BRANCA,2,2
MG,ITAPEVA,3133600,BRANCA,2,2
MG,ITATIAIUÇU,3133709,PARDA,3,2
MG,ITAÚ DE MINAS,3133758,BRANCA,3,3
MG,ITAÚNA,3133808,BRANCA,6,6
MG,ITAVERAVA,3133907,VÁRIAS,3,1
MG,ITINGA,3134004,PARDA,1,1
MG,ITUETA,3134103,BRANCA,3,3
MG,ITUIUTABA,3134202,BRANCA,6,5
MG,ITUMIRIM,3134301,BRANCA,4,2
MG,ITURAMA,3134400,BRANCA,4,4
MG,ITUTINGA,3134509,BRANCA,3,3
MG,JABOTICATUBAS,3134608,BRANCA,4,3
MG,JACINTO,3134707,VÁRIAS,2,1
MG,JACUÍ,3134806,BRANCA,4,4
MG,JACUTINGA,3134905,BRANCA,3,3
MG,JAGUARAÇU,3135001,BRANCA,2,2
MG,JAÍBA,3135050,PARDA,6,6
MG,JAMPRUCA,3135076,BRANCA,2,2
MG,JANAÚBA,3135100,VÁRIAS,8,3
MG,JANUÁRIA,3135209,BRANCA,9,4
MG,JAPARAÍBA,3135308,VÁRIAS,2,1
MG,JAPONVAR,3135357,PARDA,3,3
MG,JECEABA,3135407,BRANCA,3,2
MG,JENIPAPO DE MINAS,3135456,VÁRIAS,2,1
MG,JEQUERI,3135506,VÁRIAS,3,1
MG,JEQUITAÍ,3135605,BRANCA,4,2
MG,JEQUITIBÁ,3135704,PARDA,4,3
MG,JEQUITINHONHA,3135803,PARDA,4,3
MG,JESUÂNIA,3135902,BRANCA,2,2
MG,JOAÍMA,3136009,PARDA,2,2
MG,JOANÉSIA,3136108,VÁRIAS,4,2
MG,JOÃO MONLEVADE,3136207,BRANCA,5,3
MG,JOÃO PINHEIRO,3136306,VÁRIAS,2,1
MG,JOAQUIM FELÍCIO,3136405,VÁRIAS,2,1
MG,JORDÂNIA,3136504,VÁRIAS,2,1
MG,JOSÉ GONÇALVES DE MINAS,3136520,PARDA,2,2
MG,JOSÉ RAYDAN,3136553,BRANCA,2,2
MG,JOSENÓPOLIS,3136579,PARDA,2,2
MG,JUATUBA,3136652,BRANCA,4,3
MG,JUIZ DE FORA,3136702,BRANCA,11,8
MG,JURAMENTO,3136801,PARDA,4,4
MG,JURUAIA,3136900,BRANCA,3,3
MG,JUVENÍLIA,3136959,VÁRIAS,2,1
MG,LADAINHA,3137007,BRANCA,3,2
MG,LAGAMAR,3137106,BRANCA,5,5
MG,LAGOA DA PRATA,3137205,BRANCA,6,4
MG,LAGOA DOS PATOS,3137304,PARDA,4,3
MG,LAGOA DOURADA,3137403,BRANCA,2,2
MG,LAGOA FORMOSA,3137502,BRANCA,2,2
MG,LAGOA GRANDE,3137536,BRANCA,2,2
MG,LAGOA SANTA,3137601,VÁRIAS,6,2
MG,LAJINHA,3137700,BRANCA,2,2
MG,LAMBARI,3137809,VÁRIAS,8,4
MG,LAMIM,3137908,VÁRIAS,2,1
MG,LARANJAL,3138005,BRANCA,3,3
MG,LASSANCE,3138104,PARDA,2,2
MG,LAVRAS,3138203,BRANCA,5,5
MG,LEANDRO FERREIRA,3138302,BRANCA,2,2
MG,LEME DO PRADO,3138351,BRANCA,3,2
MG,LEOPOLDINA,3138401,BRANCA,6,5
MG,LIBERDADE,3138500,BRANCA,5,5
MG,LIMA DUARTE,3138609,BRANCA,4,4
MG,LIMEIRA DO OESTE,3138625,PARDA,3,2
MG,LONTRA,3138658,BRANCA,3,2
MG,LUISBURGO,3138674,BRANCA,3,3
MG,LUISLÂNDIA,3138682,PARDA,3,2
MG,LUMINÁRIAS,3138708,BRANCA,3,2
MG,LUZ,3138807,BRANCA,3,2
MG,MACHACALIS,3138906,PARDA,3,2
MG,MACHADO,3139003,BRANCA,4,3
MG,MADRE DE DEUS DE MINAS,3139102,BRANCA,4,4
MG,MALACACHETA,3139201,BRANCA,5,4
MG,MAMONAS,3139250,PARDA,2,2
MG,MANGA,3139300,PARDA,6,3
MG,MANHUAÇU,3139409,BRANCA,5,5
MG,MANHUMIRIM,3139508,PARDA,7,4
MG,MANTENA,3139607,BRANCA,3,3
MG,MAR DE ESPANHA,3139805,VÁRIAS,2,1
MG,MARAVILHAS,3139706,BRANCA,3,2
MG,MARIA DA FÉ,3139904,BRANCA,5,4
MG,MARIANA,3140001,BRANCA,6,5
MG,MARILAC,3140100,BRANCA,2,2
MG,MÁRIO CAMPOS,3140159,BRANCA,5,3
MG,MARIPÁ DE MINAS,3140209,BRANCA,2,2
MG,MARLIÉRIA,3140308,BRANCA,3,2
MG,MARMELÓPOLIS,3140407,VÁRIAS,2,1
MG,MARTINHO CAMPOS,3140506,BRANCA,3,2
MG,MARTINS SOARES,3140530,VÁRIAS,2,1
MG,MATA VERDE,3140555,PARDA,5,4
MG,MATERLÂNDIA,3140605,VÁRIAS,2,1
MG,MATEUS LEME,3140704,BRANCA,4,3
MG,MATHIAS LOBATO,3171501,PARDA,3,2
MG,MATIAS BARBOSA,3140803,BRANCA,5,4
MG,MATIAS CARDOSO,3140852,PRETA,2,2
MG,MATIPÓ,3140902,BRANCA,2,2
MG,MATO VERDE,3141009,VÁRIAS,2,1
MG,MATOZINHOS,3141108,VÁRIAS,5,2
MG,MATUTINA,3141207,VÁRIAS,2,1
MG,MEDEIROS,3141306,BRANCA,2,2
MG,MEDINA,3141405,BRANCA,5,3
MG,MENDES PIMENTEL,3141504,PARDA,3,3
MG,MERCÊS,3141603,BRANCA,2,2
MG,MESQUITA,3141702,VÁRIAS,2,1
MG,MINAS NOVAS,3141801,VÁRIAS,2,1
MG,MINDURI,3141900,BRANCA,3,3
MG,MIRABELA,3142007,VÁRIAS,2,1
MG,MIRADOURO,3142106,BRANCA,3,2
MG,MIRAÍ,3142205,VÁRIAS,2,1
MG,MIRAVÂNIA,3142254,BRANCA,3,2
MG,MOEDA,3142304,BRANCA,3,2
MG,MOEMA,3142403,BRANCA,3,2
MG,MONJOLOS,3142502,PRETA,1,1
MG,MONSENHOR PAULO,3142601,VÁRIAS,2,1
MG,MONTALVÂNIA,3142700,VÁRIAS,4,2
MG,MONTE ALEGRE DE MINAS,3142809,BRANCA,3,3
MG,MONTE AZUL,3142908,PARDA,3,2
MG,MONTE BELO,3143005,BRANCA,3,2
MG,MONTE CARMELO,3143104,BRANCA,6,4
MG,MONTE FORMOSO,3143153,VÁRIAS,2,1
