sigla_uf,nome_municipio,codigo_ibge,capital,descricao_cor_raca,n,candidaturas
GO,APARECIDA DO RIO DOCE,5201454,0,PARDA,3,6
GO,APORÉ,5201504,0,BRANCA,4,5
GO,APORÉ,5201504,0,PARDA,1,5
GO,ARAÇU,5201603,0,PARDA,1,1
GO,ARAGARÇAS,5201702,0,BRANCA,2,5
GO,ARAGARÇAS,5201702,0,PARDA,3,5
GO,ARAGOIÂNIA,5201801,0,BRANCA,4,6
GO,ARAGOIÂNIA,5201801,0,PARDA,2,6
GO,ARAGUAPAZ,5202155,0,BRANCA,2,3
GO,ARAGUAPAZ,5202155,0,PARDA,1,3
GO,ARENÓPOLIS,5202353,0,BRANCA,3,3
GO,ARUANÃ,5202502,0,BRANCA,3,4
GO,ARUANÃ,5202502,0,PARDA,1,4
GO,AURILÂNDIA,5202601,0,PARDA,1,3
GO,AURILÂNDIA,5202601,0,PRETA,2,3
GO,AVELINÓPOLIS,5202809,0,BRANCA,1,2
GO,AVELINÓPOLIS,5202809,0,PARDA,1,2
GO,BALIZA,5203104,0,PARDA,2,2
GO,BARRO ALTO,5203203,0,BRANCA,2,2
GO,BELA VISTA DE GOIÁS,5203302,0,BRANCA,2,3
GO,BELA VISTA DE GOIÁS,5203302,0,PARDA,1,3
GO,BOM JARDIM DE GOIÁS,5203401,0,BRANCA,2,4
GO,BOM JARDIM DE GOIÁS,5203401,0,PARDA,2,4
GO,BOM JESUS DE GOIÁS,5203500,0,BRANCA,2,3
GO,BOM JESUS DE GOIÁS,5203500,0,PARDA,1,3
GO,BONFINÓPOLIS,5203559,0,BRANCA,3,3
GO,BONÓPOLIS,5203575,0,BRANCA,1,3
GO,BONÓPOLIS,5203575,0,PARDA,1,3
GO,BONÓPOLIS,5203575,0,PRETA,1,3
GO,BRAZABRANTES,5203609,0,BRANCA,2,4
GO,BRAZABRANTES,5203609,0,PARDA,1,4
GO,BRAZABRANTES,5203609,0,SEM INFORMAÇÃO,1,4
GO,BRITÂNIA,5203807,0,BRANCA,1,2
GO,BRITÂNIA,5203807,0,PARDA,1,2
GO,BURITI ALEGRE,5203906,0,BRANCA,2,5
GO,BURITI ALEGRE,5203906,0,PARDA,3,5
GO,BURITI DE GOIÁS,5203939,0,PARDA,3,3
GO,BURITINÓPOLIS,5203962,0,BRANCA,3,3
GO,CABECEIRAS,5204003,0,PARDA,2,2
GO,CACHOEIRA ALTA,5204102,0,BRANCA,2,4
GO,CACHOEIRA ALTA,5204102,0,PARDA,2,4
GO,CACHOEIRA DE GOIÁS,5204201,0,PARDA,2,2
GO,CACHOEIRA DOURADA,5204250,0,BRANCA,2,6
GO,CACHOEIRA DOURADA,5204250,0,PARDA,4,6
GO,CAÇU,5204300,0,BRANCA,3,4
GO,CAÇU,5204300,0,PARDA,1,4
GO,CAIAPÔNIA,5204409,0,BRANCA,6,7
GO,CAIAPÔNIA,5204409,0,PARDA,1,7
GO,CALDAS NOVAS,5204508,0,BRANCA,3,5
GO,CALDAS NOVAS,5204508,0,PARDA,2,5
GO,CALDAZINHA,5204557,0,BRANCA,2,3
GO,CALDAZINHA,5204557,0,PARDA,1,3
GO,CAMPESTRE DE GOIÁS,5204607,0,BRANCA,1,2
GO,CAMPESTRE DE GOIÁS,5204607,0,PARDA,1,2
GO,CAMPINAÇU,5204656,0,BRANCA,2,3
GO,CAMPINAÇU,5204656,0,PARDA,1,3
GO,CAMPINORTE,5204706,0,BRANCA,1,4
GO,CAMPINORTE,5204706,0,PARDA,3,4
GO,CAMPO ALEGRE DE GOIÁS,5204805,0,BRANCA,1,2
GO,CAMPO ALEGRE DE GOIÁS,5204805,0,PARDA,1,2
GO,CAMPO LIMPO DE GOIÁS,5204854,0,BRANCA,2,3
GO,CAMPO LIMPO DE GOIÁS,5204854,0,PARDA,1,3
GO,CAMPOS BELOS,5204904,0,BRANCA,2,5
GO,CAMPOS BELOS,5204904,0,PARDA,2,5
GO,CAMPOS BELOS,5204904,0,PRETA,1,5
GO,CAMPOS VERDES,5204953,0,BRANCA,4,4
GO,CARMO DO RIO VERDE,5205000,0,BRANCA,1,2
GO,CARMO DO RIO VERDE,5205000,0,PARDA,1,2
GO,CASTELÂNDIA,5205059,0,BRANCA,2,2
GO,CATALÃO,5205109,0,BRANCA,4,5
GO,CATALÃO,5205109,0,PARDA,1,5
GO,CATURAÍ,5205208,0,BRANCA,1,4
GO,CATURAÍ,5205208,0,PARDA,3,4
GO,CAVALCANTE,5205307,0,BRANCA,3,8
GO,CAVALCANTE,5205307,0,PARDA,4,8
GO,CAVALCANTE,5205307,0,PRETA,1,8
GO,CERES,5205406,0,BRANCA,2,2
GO,CEZARINA,5205455,0,BRANCA,2,5
GO,CEZARINA,5205455,0,PARDA,3,5
GO,CHAPADÃO DO CÉU,5205471,0,BRANCA,2,2
GO,CIDADE OCIDENTAL,5205497,0,BRANCA,2,4
GO,CIDADE OCIDENTAL,5205497,0,PARDA,2,4
GO,COCALZINHO DE GOIÁS,5205513,0,BRANCA,2,6
GO,COCALZINHO DE GOIÁS,5205513,0,PARDA,4,6
GO,COLINAS DO SUL,5205521,0,PARDA,2,3
GO,COLINAS DO SUL,5205521,0,PRETA,1,3
GO,CÓRREGO DO OURO,5205703,0,BRANCA,2,2
GO,CORUMBÁ DE GOIÁS,5205802,0,BRANCA,1,4
GO,CORUMBÁ DE GOIÁS,5205802,0,PARDA,2,4
GO,CORUMBÁ DE GOIÁS,5205802,0,PRETA,1,4
GO,CORUMBAÍBA,5205901,0,BRANCA,2,2
GO,CRISTALINA,5206206,0,AMARELA,1,7
GO,CRISTALINA,5206206,0,BRANCA,6,7
GO,CRISTIANÓPOLIS,5206305,0,BRANCA,3,4
GO,CRISTIANÓPOLIS,5206305,0,PARDA,1,4
GO,CRIXÁS,5206404,0,BRANCA,2,5
GO,CRIXÁS,5206404,0,PARDA,3,5
GO,CROMÍNIA,5206503,0,BRANCA,1,2
GO,CROMÍNIA,5206503,0,PARDA,1,2
GO,CUMARI,5206602,0,BRANCA,2,2
GO,DAMIANÓPOLIS,5206701,0,PARDA,2,2
GO,DAMOLÂNDIA,5206800,0,PARDA,2,2
GO,DAVINÓPOLIS,5206909,0,BRANCA,1,1
GO,DIORAMA,5207105,0,BRANCA,2,3
GO,DIORAMA,5207105,0,PARDA,1,3
GO,DIVINÓPOLIS DE GOIÁS,5208301,0,BRANCA,1,3
GO,DIVINÓPOLIS DE GOIÁS,5208301,0,PARDA,2,3
GO,DOVERLÂNDIA,5207253,0,AMARELA,2,3
GO,DOVERLÂNDIA,5207253,0,BRANCA,1,3
GO,EDEALINA,5207352,0,BRANCA,2,3
GO,EDEALINA,5207352,0,PARDA,1,3
GO,EDÉIA,5207402,0,PARDA,2,3
GO,EDÉIA,5207402,0,PRETA,1,3
GO,ESTRELA DO NORTE,5207501,0,PARDA,2,2
GO,FAINA,5207535,0,BRANCA,1,4
GO,FAINA,5207535,0,PARDA,3,4
GO,FAZENDA NOVA,5207600,0,BRANCA,2,3
GO,FAZENDA NOVA,5207600,0,PARDA,1,3
GO,FIRMINÓPOLIS,5207808,0,BRANCA,3,4
GO,FIRMINÓPOLIS,5207808,0,PARDA,1,4
GO,FLORES DE GOIÁS,5207907,0,BRANCA,1,3
GO,FLORES DE GOIÁS,5207907,0,PARDA,1,3
GO,FLORES DE GOIÁS,5207907,0,PRETA,1,3
GO,FORMOSA,5208004,0,BRANCA,3,8
GO,FORMOSA,5208004,0,PARDA,4,8
GO,FORMOSA,5208004,0,PRETA,1,8
GO,FORMOSO,5208103,0,BRANCA,1,2
GO,FORMOSO,5208103,0,PARDA,1,2
GO,GAMELEIRA DE GOIÁS,5208152,0,BRANCA,2,2
GO,GOIANÁPOLIS,5208400,0,BRANCA,3,6
GO,GOIANÁPOLIS,5208400,0,PARDA,3,6
GO,GOIANDIRA,5208509,0,BRANCA,1,2
GO,GOIANDIRA,5208509,0,PARDA,1,2
GO,GOIANÉSIA,5208608,0,BRANCA,4,5
GO,GOIANÉSIA,5208608,0,PARDA,1,5
GO,GOIÂNIA,5208707,1,BRANCA,8,16
GO,GOIÂNIA,5208707,1,PARDA,7,16
GO,GOIÂNIA,5208707,1,PRETA,1,16
GO,GOIANIRA,5208806,0,BRANCA,1,4
GO,GOIANIRA,5208806,0,PARDA,2,4
GO,GOIANIRA,5208806,0,PRETA,1,4
GO,GOIÁS,5208905,0,BRANCA,2,6
GO,GOIÁS,5208905,0,PARDA,4,6
GO,GOIATUBA,5209101,0,BRANCA,4,5
GO,GOIATUBA,5209101,0,PARDA,1,5
GO,GOUVELÂNDIA,5209150,0,BRANCA,2,2
GO,GUAPÓ,5209200,0,BRANCA,1,3
GO,GUAPÓ,5209200,0,PARDA,2,3
GO,GUARAÍTA,5209291,0,BRANCA,1,2
GO,GUARAÍTA,5209291,0,PARDA,1,2
GO,GUARANI DE GOIÁS,5209408,0,PARDA,1,2
GO,GUARANI DE GOIÁS,5209408,0,PRETA,1,2
GO,GUARINOS,5209457,0,PARDA,2,2
GO,HEITORAÍ,5209606,0,PARDA,2,3
GO,HEITORAÍ,5209606,0,PRETA,1,3
GO,HIDROLÂNDIA,5209705,0,BRANCA,3,4
GO,HIDROLÂNDIA,5209705,0,PARDA,1,4
GO,HIDROLINA,5209804,0,BRANCA,1,3
GO,HIDROLINA,5209804,0,PARDA,2,3
GO,IACIARA,5209903,0,BRANCA,1,3
GO,IACIARA,5209903,0,PARDA,2,3
GO,INACIOLÂNDIA,5209937,0,BRANCA,1,2
GO,INACIOLÂNDIA,5209937,0,PARDA,1,2
GO,INDIARA,5209952,0,BRANCA,2,2
GO,INHUMAS,5210000,0,BRANCA,2,3
GO,INHUMAS,5210000,0,PARDA,1,3
GO,IPAMERI,5210109,0,BRANCA,3,4
GO,IPAMERI,5210109,0,PRETA,1,4
GO,IPIRANGA DE GOIÁS,5210158,0,BRANCA,2,2
GO,IPORÁ,5210208,0,BRANCA,3,6
GO,IPORÁ,5210208,0,PARDA,3,6
GO,ISRAELÂNDIA,5210307,0,PARDA,2,2
GO,ITABERAÍ,5210406,0,BRANCA,3,4
GO,ITABERAÍ,5210406,0,PARDA,1,4
GO,ITAGUARI,5210562,0,BRANCA,2,3
GO,ITAGUARI,5210562,0,PARDA,1,3
GO,ITAGUARU,5210604,0,BRANCA,1,4
GO,ITAGUARU,5210604,0,PARDA,3,4
GO,ITAJÁ,5210802,0,BRANCA,2,2
GO,ITAPACI,5210901,0,BRANCA,3,5
GO,ITAPACI,5210901,0,PARDA,2,5
GO,ITAPIRAPUÃ,5211008,0,BRANCA,1,2
GO,ITAPIRAPUÃ,5211008,0,PRETA,1,2
GO,ITAPURANGA,5211206,0,BRANCA,2,5
GO,ITAPURANGA,5211206,0,PARDA,3,5
GO,ITARUMÃ,5211305,0,BRANCA,1,3
GO,ITARUMÃ,5211305,0,PARDA,1,3
GO,ITARUMÃ,5211305,0,SEM INFORMAÇÃO,1,3
GO,ITAUÇU,5211404,0,BRANCA,3,3
GO,ITUMBIARA,5211503,0,BRANCA,4,5
GO,ITUMBIARA,5211503,0,PARDA,1,5
GO,IVOLÂNDIA,5211602,0,BRANCA,1,2
GO,IVOLÂNDIA,5211602,0,PARDA,1,2
GO,JANDAIA,5211701,0,BRANCA,2,3
GO,JANDAIA,5211701,0,PARDA,1,3
GO,JARAGUÁ,5211800,0,BRANCA,3,4
GO,JARAGUÁ,5211800,0,PARDA,1,4
GO,JATAÍ,5211909,0,BRANCA,3,6
GO,JATAÍ,5211909,0,PARDA,3,6
GO,JAUPACI,5212006,0,PARDA,1,2
GO,JAUPACI,5212006,0,PRETA,1,2
GO,JESÚPOLIS,5212055,0,BRANCA,1,4
GO,JESÚPOLIS,5212055,0,PARDA,3,4
GO,JOVIÂNIA,5212105,0,BRANCA,3,4
GO,JOVIÂNIA,5212105,0,PARDA,1,4
GO,JUSSARA,5212204,0,BRANCA,1,3
GO,JUSSARA,5212204,0,PARDA,2,3
GO,LAGOA SANTA,5212253,0,BRANCA,4,4
GO,LEOPOLDO DE BULHÕES,5212303,0,BRANCA,3,3
GO,LUZIÂNIA,5212501,0,BRANCA,4,6
GO,LUZIÂNIA,5212501,0,PARDA,2,6
GO,MAIRIPOTABA,5212600,0,BRANCA,1,1
GO,MAMBAÍ,5212709,0,BRANCA,1,3
GO,MAMBAÍ,5212709,0,PARDA,2,3
GO,MARA ROSA,5212808,0,BRANCA,2,3
GO,MARA ROSA,5212808,0,PARDA,1,3
GO,MARZAGÃO,5212907,0,PARDA,2,2
GO,MATRINCHÃ,5212956,0,BRANCA,1,3
GO,MATRINCHÃ,5212956,0,PARDA,1,3
GO,MATRINCHÃ,5212956,0,PRETA,1,3
GO,MAURILÂNDIA,5213004,0,BRANCA,1,3
GO,MAURILÂNDIA,5213004,0,PARDA,2,3
GO,MIMOSO DE GOIÁS,5213053,0,BRANCA,2,3
GO,MIMOSO DE GOIÁS,5213053,0,PARDA,1,3
GO,MINAÇU,5213087,0,BRANCA,3,7
GO,MINAÇU,5213087,0,PARDA,4,7
GO,MINEIROS,5213103,0,BRANCA,2,2
GO,MOIPORÁ,5213400,0,BRANCA,1,2
GO,MOIPORÁ,5213400,0,PARDA,1,2
GO,MONTE ALEGRE DE GOIÁS,5213509,0,BRANCA,2,3
GO,MONTE ALEGRE DE GOIÁS,5213509,0,PRETA,1,3
GO,MONTES CLAROS DE GOIÁS,5213707,0,AMARELA,1,3
GO,MONTES CLAROS DE GOIÁS,5213707,0,BRANCA,1,3
GO,MONTES CLAROS DE GOIÁS,5213707,0,PARDA,1,3
GO,MONTIVIDIU,5213756,0,BRANCA,4,5
GO,MONTIVIDIU,5213756,0,PARDA,1,5
GO,MONTIVIDIU DO NORTE,5213772,0,BRANCA,1,4
GO,MONTIVIDIU DO NORTE,5213772,0,PARDA,3,4
GO,MORRINHOS,5213806,0,BRANCA,5,6
GO,MORRINHOS,5213806,0,PARDA,1,6
GO,MORRO AGUDO DE GOIÁS,5213855,0,BRANCA,1,2
GO,MORRO AGUDO DE GOIÁS,5213855,0,PARDA,1,2
GO,MOSSÂMEDES,5213905,0,BRANCA,2,2
GO,MOZARLÂNDIA,5214002,0,BRANCA,2,5
GO,MOZARLÂNDIA,5214002,0,PARDA,3,5
GO,MUNDO NOVO,5214051,0,BRANCA,2,3
GO,MUNDO NOVO,5214051,0,PARDA,1,3
GO,MUTUNÓPOLIS,5214101,0,BRANCA,2,2
GO,NAZÁRIO,5214408,0,BRANCA,4,5
GO,NAZÁRIO,5214408,0,PARDA,1,5
GO,NERÓPOLIS,5214507,0,BRANCA,2,5
GO,NERÓPOLIS,5214507,0,PARDA,3,5
GO,NIQUELÂNDIA,5214606,0,BRANCA,1,5
GO,NIQUELÂNDIA,5214606,0,PARDA,3,5
GO,NIQUELÂNDIA,5214606,0,PRETA,1,5
GO,NOVA AMÉRICA,5214705,0,BRANCA,1,2
GO,NOVA AMÉRICA,5214705,0,PARDA,1,2
GO,NOVA AURORA,5214804,0,BRANCA,2,2
GO,NOVA CRIXÁS,5214838,0,BRANCA,3,4
GO,NOVA CRIXÁS,5214838,0,PARDA,1,4
GO,NOVA GLÓRIA,5214861,0,BRANCA,1,3
GO,NOVA GLÓRIA,5214861,0,PARDA,2,3
GO,NOVA IGUAÇU DE GOIÁS,5214879,0,BRANCA,1,3
GO,NOVA IGUAÇU DE GOIÁS,5214879,0,PARDA,2,3
GO,NOVA ROMA,5214903,0,BRANCA,1,4
GO,NOVA ROMA,5214903,0,PARDA,2,4
GO,NOVA ROMA,5214903,0,PRETA,1,4
GO,NOVA VENEZA,5215009,0,BRANCA,2,2
GO,NOVO BRASIL,5215207,0,BRANCA,2,3
GO,NOVO BRASIL,5215207,0,PARDA,1,3
GO,NOVO GAMA,5215231,0,BRANCA,6,10
GO,NOVO GAMA,5215231,0,PARDA,4,10
GO,NOVO PLANALTO,5215256,0,BRANCA,1,2
GO,NOVO PLANALTO,5215256,0,PARDA,1,2
GO,ORIZONA,5215306,0,BRANCA,3,4
GO,ORIZONA,5215306,0,PRETA,1,4
GO,OURO VERDE DE GOIÁS,5215405,0,BRANCA,2,2
GO,OUVIDOR,5215504,0,BRANCA,3,4
GO,OUVIDOR,5215504,0,PARDA,1,4
GO,PADRE BERNARDO,5215603,0,BRANCA,2,5
GO,PADRE BERNARDO,5215603,0,PARDA,2,5
GO,PADRE BERNARDO,5215603,0,PRETA,1,5
GO,PALESTINA DE GOIÁS,5215652,0,BRANCA,2,3
GO,PALESTINA DE GOIÁS,5215652,0,PARDA,1,3
GO,PALMEIRAS DE GOIÁS,5215702,0,BRANCA,2,5
GO,PALMEIRAS DE GOIÁS,5215702,0,PARDA,3,5
GO,PALMELO,5215801,0,BRANCA,2,2
GO,PALMINÓPOLIS,5215900,0,BRANCA,3,3
GO,PANAMÁ,5216007,0,AMARELA,1,1
GO,PARANAIGUARA,5216304,0,BRANCA,4,5
GO,PARANAIGUARA,5216304,0,PARDA,1,5
GO,PARAÚNA,5216403,0,BRANCA,2,3
GO,PARAÚNA,5216403,0,PARDA,1,3
GO,PEROLÂNDIA,5216452,0,BRANCA,1,2
GO,PEROLÂNDIA,5216452,0,PARDA,1,2
GO,PETROLINA DE GOIÁS,5216809,0,BRANCA,1,2
GO,PETROLINA DE GOIÁS,5216809,0,PARDA,1,2
GO,PILAR DE GOIÁS,5216908,0,BRANCA,1,2
GO,PILAR DE GOIÁS,5216908,0,PARDA,1,2
GO,PIRACANJUBA,5217104,0,BRANCA,4,5
GO,PIRACANJUBA,5217104,0,PARDA,1,5
GO,PIRANHAS,5217203,0,BRANCA,1,4
GO,PIRANHAS,5217203,0,PARDA,3,4
GO,PIRENÓPOLIS,5217302,0,BRANCA,4,5
GO,PIRENÓPOLIS,5217302,0,PRETA,1,5
GO,PIRES DO RIO,5217401,0,BRANCA,5,7
GO,PIRES DO RIO,5217401,0,PARDA,2,7
GO,PLANALTINA,5217609,0,BRANCA,1,5
GO,PLANALTINA,5217609,0,PARDA,3,5
GO,PLANALTINA,5217609,0,PRETA,1,5
GO,PONTALINA,5217708,0,BRANCA,2,4
GO,PONTALINA,5217708,0,PARDA,2,4
GO,PORANGATU,5218003,0,BRANCA,3,4
GO,PORANGATU,5218003,0,PRETA,1,4
GO,PORTEIRÃO,5218052,0,BRANCA,1,2
GO,PORTEIRÃO,5218052,0,PARDA,1,2
GO,PORTELÂNDIA,5218102,0,BRANCA,2,2
GO,POSSE,5218300,0,BRANCA,3,8
GO,POSSE,5218300,0,PARDA,5,8
GO,PROFESSOR JAMIL,5218391,0,BRANCA,3,5
GO,PROFESSOR JAMIL,5218391,0,PARDA,1,5
GO,PROFESSOR JAMIL,5218391,0,PRETA,1,5
GO,QUIRINÓPOLIS,5218508,0,BRANCA,2,6
GO,QUIRINÓPOLIS,5218508,0,PARDA,4,6
GO,RIALMA,5218607,0,BRANCA,1,2
GO,RIALMA,5218607,0,PARDA,1,2
GO,RIANÁPOLIS,5218706,0,BRANCA,1,3
GO,RIANÁPOLIS,5218706,0,PARDA,2,3
GO,RIO QUENTE,5218789,0,BRANCA,3,4
GO,RIO QUENTE,5218789,0,PARDA,1,4
GO,RIO VERDE,5218805,0,BRANCA,3,5
GO,RIO VERDE,5218805,0,PARDA,2,5
GO,RUBIATABA,5218904,0,BRANCA,2,4
GO,RUBIATABA,5218904,0,PARDA,2,4
GO,SANCLERLÂNDIA,5219001,0,PARDA,4,4
GO,SANTA BÁRBARA DE GOIÁS,5219100,0,PARDA,2,2
GO,SANTA CRUZ DE GOIÁS,5219209,0,BRANCA,1,2
GO,SANTA CRUZ DE GOIÁS,5219209,0,PARDA,1,2
GO,SANTA FÉ DE GOIÁS,5219258,0,BRANCA,2,2
GO,SANTA HELENA DE GOIÁS,5219308,0,BRANCA,1,2
GO,SANTA HELENA DE GOIÁS,5219308,0,PARDA,1,2
GO,SANTA ISABEL,5219357,0,BRANCA,2,2
GO,SANTA RITA DO ARAGUAIA,5219407,0,BRANCA,2,4
GO,SANTA RITA DO ARAGUAIA,5219407,0,PARDA,2,4
GO,SANTA RITA DO NOVO DESTINO,5219456,0,PARDA,2,2
GO,SANTA ROSA DE GOIÁS,5219506,0,PARDA,2,2
GO,SANTA TEREZA DE GOIÁS,5219605,0,BRANCA,1,2
GO,SANTA TEREZA DE GOIÁS,5219605,0,PARDA,1,2
GO,SANTA TEREZINHA DE GOIÁS,5219704,0,BRANCA,2,4
GO,SANTA TEREZINHA DE GOIÁS,5219704,0,PARDA,2,4
GO,SANTO ANTÔNIO DA BARRA,5219712,0,BRANCA,2,3
GO,SANTO ANTÔNIO DA BARRA,5219712,0,PARDA,1,3
GO,SANTO ANTÔNIO DE GOIÁS,5219738,0,PARDA,3,3
GO,SANTO ANTÔNIO DO DESCOBERTO,5219753,0,BRANCA,3,7
GO,SANTO ANTÔNIO DO DESCOBERTO,5219753,0,PARDA,4,7
GO,SÃO DOMINGOS,5219803,0,BRANCA,1,3
GO,SÃO DOMINGOS,5219803,0,INDÍGENA,1,3
GO,SÃO DOMINGOS,5219803,0,PARDA,1,3
GO,SÃO FRANCISCO DE GOIÁS,5219902,0,PARDA,2,2
GO,SÃO JOÃO D'ALIANÇA,5220009,0,BRANCA,2,4
GO,SÃO JOÃO D'ALIANÇA,5220009,0,PARDA,2,4
GO,SÃO JOÃO DA PARAÚNA,5220058,0,PARDA,2,3
GO,SÃO JOÃO DA PARAÚNA,5220058,0,PRETA,1,3
GO,SÃO LUÍS DE MONTES BELOS,5220108,0,BRANCA,2,4
GO,SÃO LUÍS DE MONTES BELOS,5220108,0,PARDA,2,4
GO,SÃO LUIZ DO NORTE,5220157,0,BRANCA,1,2
GO,SÃO LUIZ DO NORTE,5220157,0,PARDA,1,2
GO,SÃO MIGUEL DO ARAGUAIA,5220207,0,BRANCA,2,3
GO,SÃO MIGUEL DO ARAGUAIA,5220207,0,PARDA,1,3
GO,SÃO MIGUEL DO PASSA QUATRO,5220264,0,BRANCA,2,3
GO,SÃO MIGUEL DO PASSA QUATRO,5220264,0,PARDA,1,3
GO,SÃO PATRÍCIO,5220280,0,BRANCA,1,3
GO,SÃO PATRÍCIO,5220280,0,PARDA,2,3
GO,SÃO SIMÃO,5220405,0,BRANCA,3,5
GO,SÃO SIMÃO,5220405,0,PARDA,2,5
GO,SENADOR CANEDO,5220454,0,BRANCA,2,4
GO,SENADOR CANEDO,5220454,0,PARDA,2,4
GO,SERRANÓPOLIS,5220504,0,BRANCA,2,2
GO,SILVÂNIA,5220603,0,BRANCA,3,4
GO,SILVÂNIA,5220603,0,PARDA,1,4
GO,SIMOLÂNDIA,5220686,0,BRANCA,1,4
GO,SIMOLÂNDIA,5220686,0,PARDA,3,4
GO,SÍTIO D'ABADIA,5220702,0,PARDA,1,2
GO,SÍTIO D'ABADIA,5220702,0,SEM INFORMAÇÃO,1,2
GO,TAQUARAL DE GOIÁS,5221007,0,BRANCA,3,5
GO,TAQUARAL DE GOIÁS,5221007,0,PARDA,2,5
GO,TERESINA DE GOIÁS,5221080,0,AMARELA,1,3
GO,TERESINA DE GOIÁS,5221080,0,PARDA,1,3
GO,TERESINA DE GOIÁS,5221080,0,PRETA,1,3
GO,TEREZÓPOLIS DE GOIÁS,5221197,0,PARDA,3,3
GO,TRÊS RANCHOS,5221304,0,BRANCA,2,2
GO,TRINDADE,5221403,0,BRANCA,3,4
GO,TRINDADE,5221403,0,PARDA,1,4
GO,TROMBAS,5221452,0,BRANCA,1,2
GO,TROMBAS,5221452,0,PARDA,1,2
GO,TURVÂNIA,5221502,0,BRANCA,1,2
GO,TURVÂNIA,5221502,0,PARDA,1,2
GO,TURVELÂNDIA,5221551,0,BRANCA,3,4
GO,TURVELÂNDIA,5221551,0,PARDA,1,4
GO,UIRAPURU,5221577,0,BRANCA,1,2
GO,UIRAPURU,5221577,0,PARDA,1,2
GO,URUAÇU,5221601,0,BRANCA,3,4
GO,URUAÇU,5221601,0,PARDA,1,4
GO,URUANA,5221700,0,BRANCA,4,4
GO,URUTAÍ,5221809,0,BRANCA,1,2
GO,URUTAÍ,5221809,0,PARDA,1,2
GO,VALPARAÍSO DE GOIÁS,5221858,0,BRANCA,4,8
GO,VALPARAÍSO DE GOIÁS,5221858,0,PARDA,2,8
GO,VALPARAÍSO DE GOIÁS,5221858,0,PRETA,2,8
GO,VARJÃO,5221908,0,BRANCA,3,3
GO,VIANÓPOLIS,5222005,0,BRANCA,2,3
GO,VIANÓPOLIS,5222005,0,PARDA,1,3
GO,VICENTINÓPOLIS,5222054,0,BRANCA,1,2
GO,VICENTINÓPOLIS,5222054,0,PARDA,1,2
GO,VILA BOA,5222203,0,BRANCA,1,6
GO,VILA BOA,5222203,0,PARDA,4,6
GO,VILA BOA,5222203,0,PRETA,1,6
GO,VILA PROPÍCIO,5222302,0,BRANCA,1,3
GO,VILA PROPÍCIO,5222302,0,PARDA,2,3
MA,AÇAILÂNDIA,2100055,0,BRANCA,1,6
MA,AÇAILÂNDIA,2100055,0,PARDA,4,6
MA,AÇAILÂNDIA,2100055,0,PRETA,1,6
MA,AFONSO CUNHA,2100105,0,BRANCA,2,3
MA,AFONSO CUNHA,2100105,0,PARDA,1,3
MA,ÁGUA DOCE DO MARANHÃO,2100154,0,BRANCA,1,3
MA,ÁGUA DOCE DO MARANHÃO,2100154,0,PARDA,2,3
MA,ALCÂNTARA,2100204,0,BRANCA,1,4
MA,ALCÂNTARA,2100204,0,PARDA,3,4
MA,ALDEIAS ALTAS,2100303,0,BRANCA,1,4
MA,ALDEIAS ALTAS,2100303,0,PARDA,2,4
MA,ALDEIAS ALTAS,2100303,0,PRETA,1,4
MA,ALTAMIRA DO MARANHÃO,2100402,0,BRANCA,2,3
MA,ALTAMIRA DO MARANHÃO,2100402,0,PARDA,1,3
MA,ALTO ALEGRE DO MARANHÃO,2100436,0,PARDA,4,5
MA,ALTO ALEGRE DO MARANHÃO,2100436,0,PRETA,1,5
MA,ALTO ALEGRE DO PINDARÉ,2100477,0,BRANCA,2,3
MA,ALTO ALEGRE DO PINDARÉ,2100477,0,PARDA,1,3
MA,ALTO PARNAÍBA,2100501,0,PARDA,5,5
MA,AMAPÁ DO MARANHÃO,2100550,0,BRANCA,2,5
MA,AMAPÁ DO MARANHÃO,2100550,0,PARDA,3,5
MA,AMARANTE DO MARANHÃO,2100600,0,BRANCA,2,3
MA,AMARANTE DO MARANHÃO,2100600,0,PARDA,1,3
MA,ANAJATUBA,2100709,0,BRANCA,2,5
MA,ANAJATUBA,2100709,0,PARDA,3,5
MA,ANAPURUS,2100808,0,BRANCA,1,3
MA,ANAPURUS,2100808,0,PARDA,2,3
MA,APICUM-AÇU,2100832,0,BRANCA,1,5
MA,APICUM-AÇU,2100832,0,PARDA,4,5
MA,ARAGUANÃ,2100873,0,BRANCA,1,2
MA,ARAGUANÃ,2100873,0,PARDA,1,2
MA,ARAIOSES,2100907,0,BRANCA,5,11
MA,ARAIOSES,2100907,0,PARDA,5,11
MA,ARAIOSES,2100907,0,PRETA,1,11
MA,ARAME,2100956,0,BRANCA,2,3
MA,ARAME,2100956,0,PARDA,1,3
MA,ARARI,2101004,0,BRANCA,2,3
MA,ARARI,2101004,0,PARDA,1,3
MA,AXIXÁ,2101103,0,BRANCA,1,5
MA,AXIXÁ,2101103,0,PARDA,4,5
MA,BACABAL,2101202,0,BRANCA,3,7
MA,BACABAL,2101202,0,PARDA,2,7
MA,BACABAL,2101202,0,PRETA,2,7
MA,BACABEIRA,2101251,0,PARDA,2,2
MA,BACURI,2101301,0,PARDA,2,3
MA,BACURI,2101301,0,PRETA,1,3
MA,BACURITUBA,2101350,0,PARDA,3,4
MA,BACURITUBA,2101350,0,PRETA,1,4
MA,BALSAS,2101400,0,BRANCA,2,2
