sigla_uf,nome_municipio,codigo_ibge,descricao_sexo,capital,n,candidaturas
MG,BARÃO DE COCAIS,3105400,MASCULINO,0,3,3
MG,BARÃO DE MONTE ALTO,3105509,MASCULINO,0,2,2
MG,BARBACENA,3105608,FEMININO,0,1,1
MG,BARBACENA,3105608,MASCULINO,0,8,8
MG,BARRA LONGA,3105707,MASCULINO,0,2,2
MG,BARROSO,3105905,MASCULINO,0,3,3
MG,BELA VISTA DE MINAS,3106002,FEMININO,0,1,1
MG,BELA VISTA DE MINAS,3106002,MASCULINO,0,3,3
MG,BELMIRO BRAGA,3106101,MASCULINO,0,3,3
MG,BELO HORIZONTE,3106200,FEMININO,1,3,3
MG,BELO HORIZONTE,3106200,MASCULINO,1,13,13
MG,BELO ORIENTE,3106309,MASCULINO,0,3,3
MG,BELO VALE,3106408,MASCULINO,0,2,2
MG,BERILO,3106507,FEMININO,0,1,1
MG,BERILO,3106507,MASCULINO,0,1,1
MG,BERIZAL,3106655,FEMININO,0,1,1
MG,BERIZAL,3106655,MASCULINO,0,1,1
MG,BERTÓPOLIS,3106606,MASCULINO,0,2,2
MG,BETIM,3106705,FEMININO,0,2,2
MG,BETIM,3106705,MASCULINO,0,6,6
MG,BIAS FORTES,3106804,FEMININO,0,1,1
MG,BIAS FORTES,3106804,MASCULINO,0,1,1
MG,BICAS,3106903,MASCULINO,0,2,2
MG,BIQUINHAS,3107000,MASCULINO,0,2,2
MG,BOA ESPERANÇA,3107109,MASCULINO,0,3,3
MG,BOCAINA DE MINAS,3107208,FEMININO,0,1,1
MG,BOCAINA DE MINAS,3107208,MASCULINO,0,3,3
MG,BOCAIÚVA,3107307,FEMININO,0,1,1
MG,BOCAIÚVA,3107307,MASCULINO,0,3,3
MG,BOM DESPACHO,3107406,FEMININO,0,1,1
MG,BOM DESPACHO,3107406,MASCULINO,0,3,3
MG,BOM JARDIM DE MINAS,3107505,MASCULINO,0,2,2
MG,BOM JESUS DA PENHA,3107604,MASCULINO,0,2,2
MG,BOM JESUS DO AMPARO,3107703,MASCULINO,0,2,2
MG,BOM JESUS DO GALHO,3107802,MASCULINO,0,4,4
MG,BOM REPOUSO,3107901,MASCULINO,0,2,2
MG,BOM SUCESSO,3108008,FEMININO,0,1,1
MG,BOM SUCESSO,3108008,MASCULINO,0,2,2
MG,BONFIM,3108107,MASCULINO,0,3,3
MG,BONFINÓPOLIS DE MINAS,3108206,FEMININO,0,2,2
MG,BONFINÓPOLIS DE MINAS,3108206,MASCULINO,0,2,2
MG,BONITO DE MINAS,3108255,FEMININO,0,1,1
MG,BONITO DE MINAS,3108255,MASCULINO,0,1,1
MG,BORDA DA MATA,3108305,MASCULINO,0,5,5
MG,BOTELHOS,3108404,MASCULINO,0,3,3
MG,BOTUMIRIM,3108503,FEMININO,0,1,1
MG,BOTUMIRIM,3108503,MASCULINO,0,3,3
MG,BRÁS PIRES,3108701,MASCULINO,0,2,2
MG,BRASILÂNDIA DE MINAS,3108552,FEMININO,0,1,1
MG,BRASILÂNDIA DE MINAS,3108552,MASCULINO,0,3,3
MG,BRASÍLIA DE MINAS,3108602,MASCULINO,0,6,6
MG,BRAÚNAS,3108800,MASCULINO,0,2,2
MG,BRAZÓPOLIS,3108909,MASCULINO,0,3,3
MG,BRUMADINHO,3109006,MASCULINO,0,6,6
MG,BUENO BRANDÃO,3109105,FEMININO,0,1,1
MG,BUENO BRANDÃO,3109105,MASCULINO,0,1,1
MG,BUENÓPOLIS,3109204,MASCULINO,0,4,4
MG,BUGRE,3109253,MASCULINO,0,3,3
MG,BURITIS,3109303,FEMININO,0,1,1
MG,BURITIS,3109303,MASCULINO,0,2,2
MG,BURITIZEIRO,3109402,FEMININO,0,1,1
MG,BURITIZEIRO,3109402,MASCULINO,0,9,9
MG,CABECEIRA GRANDE,3109451,FEMININO,0,1,1
MG,CABECEIRA GRANDE,3109451,MASCULINO,0,2,2
MG,CABO VERDE,3109501,MASCULINO,0,2,2
MG,CACHOEIRA DA PRATA,3109600,FEMININO,0,1,1
MG,CACHOEIRA DA PRATA,3109600,MASCULINO,0,2,2
MG,CACHOEIRA DE MINAS,3109709,MASCULINO,0,3,3
MG,CACHOEIRA DE PAJEÚ,3102704,FEMININO,0,1,1
MG,CACHOEIRA DE PAJEÚ,3102704,MASCULINO,0,1,1
MG,CACHOEIRA DOURADA,3109808,FEMININO,0,1,1
MG,CACHOEIRA DOURADA,3109808,MASCULINO,0,2,2
MG,CAETANÓPOLIS,3109907,MASCULINO,0,3,3
MG,CAETÉ,3110004,FEMININO,0,1,1
MG,CAETÉ,3110004,MASCULINO,0,4,4
MG,CAIANA,3110103,MASCULINO,0,2,2
MG,CAJURI,3110202,MASCULINO,0,2,2
MG,CALDAS,3110301,FEMININO,0,1,1
MG,CALDAS,3110301,MASCULINO,0,2,2
MG,CAMACHO,3110400,MASCULINO,0,2,2
MG,CAMANDUCAIA,3110509,MASCULINO,0,4,4
MG,CAMBUÍ,3110608,MASCULINO,0,4,4
MG,CAMBUQUIRA,3110707,MASCULINO,0,5,5
MG,CAMPANÁRIO,3110806,MASCULINO,0,2,2
MG,CAMPANHA,3110905,MASCULINO,0,3,3
MG,CAMPESTRE,3111002,MASCULINO,0,2,2
MG,CAMPINA VERDE,3111101,FEMININO,0,1,1
MG,CAMPINA VERDE,3111101,MASCULINO,0,4,4
MG,CAMPO AZUL,3111150,MASCULINO,0,2,2
MG,CAMPO BELO,3111200,MASCULINO,0,5,5
MG,CAMPO DO MEIO,3111309,MASCULINO,0,4,4
MG,CAMPO FLORIDO,3111408,FEMININO,0,1,1
MG,CAMPO FLORIDO,3111408,MASCULINO,0,2,2
MG,CAMPOS ALTOS,3111507,MASCULINO,0,4,4
MG,CAMPOS GERAIS,3111606,FEMININO,0,1,1
MG,CAMPOS GERAIS,3111606,MASCULINO,0,4,4
MG,CANA VERDE,3111903,MASCULINO,0,4,4
MG,CANAÃ,3111705,MASCULINO,0,3,3
MG,CANÁPOLIS,3111804,MASCULINO,0,4,4
MG,CANDEIAS,3112000,MASCULINO,0,2,2
MG,CANTAGALO,3112059,FEMININO,0,1,1
MG,CANTAGALO,3112059,MASCULINO,0,3,3
MG,CAPARAÓ,3112109,MASCULINO,0,3,3
MG,CAPELA NOVA,3112208,MASCULINO,0,3,3
MG,CAPELINHA,3112307,MASCULINO,0,4,4
MG,CAPETINGA,3112406,MASCULINO,0,4,4
MG,CAPIM BRANCO,3112505,FEMININO,0,1,1
MG,CAPIM BRANCO,3112505,MASCULINO,0,3,3
MG,CAPINÓPOLIS,3112604,FEMININO,0,1,1
MG,CAPINÓPOLIS,3112604,MASCULINO,0,2,2
MG,CAPITÃO ANDRADE,3112653,MASCULINO,0,4,4
MG,CAPITÃO ENÉAS,3112703,FEMININO,0,1,1
MG,CAPITÃO ENÉAS,3112703,MASCULINO,0,3,3
MG,CAPITÓLIO,3112802,MASCULINO,0,2,2
MG,CAPUTIRA,3112901,MASCULINO,0,4,4
MG,CARAÍ,3113008,MASCULINO,0,2,2
MG,CARANAÍBA,3113107,MASCULINO,0,2,2
MG,CARANDAÍ,3113206,MASCULINO,0,2,2
MG,CARANGOLA,3113305,MASCULINO,0,5,5
MG,CARATINGA,3113404,MASCULINO,0,4,4
MG,CARBONITA,3113503,MASCULINO,0,4,4
MG,CAREAÇU,3113602,MASCULINO,0,2,2
MG,CARLOS CHAGAS,3113701,MASCULINO,0,4,4
MG,CARMÉSIA,3113800,FEMININO,0,1,1
MG,CARMÉSIA,3113800,MASCULINO,0,1,1
MG,CARMO DA CACHOEIRA,3113909,FEMININO,0,1,1
MG,CARMO DA CACHOEIRA,3113909,MASCULINO,0,2,2
MG,CARMO DA MATA,3114006,MASCULINO,0,3,3
MG,CARMO DE MINAS,3114105,MASCULINO,0,3,3
MG,CARMO DO CAJURU,3114204,MASCULINO,0,1,1
MG,CARMO DO PARANAÍBA,3114303,MASCULINO,0,4,4
MG,CARMO DO RIO CLARO,3114402,FEMININO,0,1,1
MG,CARMO DO RIO CLARO,3114402,MASCULINO,0,6,6
MG,CARMÓPOLIS DE MINAS,3114501,MASCULINO,0,4,4
MG,CARNEIRINHO,3114550,MASCULINO,0,2,2
MG,CARRANCAS,3114600,FEMININO,0,1,1
MG,CARRANCAS,3114600,MASCULINO,0,1,1
MG,CARVALHÓPOLIS,3114709,MASCULINO,0,2,2
MG,CARVALHOS,3114808,MASCULINO,0,3,3
MG,CASA GRANDE,3114907,MASCULINO,0,2,2
MG,CASCALHO RICO,3115003,MASCULINO,0,2,2
MG,CÁSSIA,3115102,MASCULINO,0,7,7
MG,CATAGUASES,3115300,FEMININO,0,1,1
MG,CATAGUASES,3115300,MASCULINO,0,7,7
MG,CATAS ALTAS,3115359,MASCULINO,0,2,2
MG,CATAS ALTAS DA NORUEGA,3115409,MASCULINO,0,3,3
MG,CATUJI,3115458,FEMININO,0,1,1
MG,CATUJI,3115458,MASCULINO,0,3,3
MG,CATUTI,3115474,MASCULINO,0,2,2
MG,CAXAMBU,3115508,MASCULINO,0,3,3
MG,CEDRO DO ABAETÉ,3115607,FEMININO,0,1,1
MG,CEDRO DO ABAETÉ,3115607,MASCULINO,0,1,1
MG,CENTRAL DE MINAS,3115706,MASCULINO,0,2,2
MG,CENTRALINA,3115805,MASCULINO,0,2,2
MG,CHÁCARA,3115904,MASCULINO,0,3,3
MG,CHALÉ,3116001,MASCULINO,0,2,2
MG,CHAPADA DO NORTE,3116100,MASCULINO,0,2,2
MG,CHAPADA GAÚCHA,3116159,MASCULINO,0,4,4
MG,CHIADOR,3116209,MASCULINO,0,4,4
MG,CIPOTÂNEA,3116308,MASCULINO,0,2,2
MG,CLARAVAL,3116407,MASCULINO,0,2,2
MG,CLARO DOS POÇÕES,3116506,FEMININO,0,1,1
MG,CLARO DOS POÇÕES,3116506,MASCULINO,0,1,1
MG,CLÁUDIO,3116605,MASCULINO,0,4,4
MG,COIMBRA,3116704,MASCULINO,0,4,4
MG,COLUNA,3116803,FEMININO,0,1,1
MG,COLUNA,3116803,MASCULINO,0,1,1
MG,COMENDADOR GOMES,3116902,MASCULINO,0,2,2
MG,COMERCINHO,3117009,FEMININO,0,1,1
MG,COMERCINHO,3117009,MASCULINO,0,4,4
MG,CONCEIÇÃO DA APARECIDA,3117108,MASCULINO,0,3,3
MG,CONCEIÇÃO DA BARRA DE MINAS,3115201,MASCULINO,0,2,2
MG,CONCEIÇÃO DAS ALAGOAS,3117306,FEMININO,0,1,1
MG,CONCEIÇÃO DAS ALAGOAS,3117306,MASCULINO,0,1,1
MG,CONCEIÇÃO DAS PEDRAS,3117207,MASCULINO,0,2,2
MG,CONCEIÇÃO DE IPANEMA,3117405,MASCULINO,0,2,2
MG,CONCEIÇÃO DO MATO DENTRO,3117504,MASCULINO,0,2,2
MG,CONCEIÇÃO DO PARÁ,3117603,MASCULINO,0,5,5
MG,CONCEIÇÃO DO RIO VERDE,3117702,FEMININO,0,1,1
MG,CONCEIÇÃO DO RIO VERDE,3117702,MASCULINO,0,2,2
MG,CONCEIÇÃO DOS OUROS,3117801,MASCULINO,0,2,2
MG,CÔNEGO MARINHO,3117836,MASCULINO,0,3,3
MG,CONFINS,3117876,MASCULINO,0,5,5
MG,CONGONHAL,3117900,MASCULINO,0,2,2
MG,CONGONHAS,3118007,MASCULINO,0,7,7
MG,CONGONHAS DO NORTE,3118106,MASCULINO,0,2,2
MG,CONQUISTA,3118205,FEMININO,0,1,1
MG,CONQUISTA,3118205,MASCULINO,0,2,2
MG,CONSELHEIRO LAFAIETE,3118304,FEMININO,0,1,1
MG,CONSELHEIRO LAFAIETE,3118304,MASCULINO,0,7,7
MG,CONSELHEIRO PENA,3118403,FEMININO,0,1,1
MG,CONSELHEIRO PENA,3118403,MASCULINO,0,3,3
MG,CONSOLAÇÃO,3118502,MASCULINO,0,1,1
MG,CONTAGEM,3118601,FEMININO,0,4,4
MG,CONTAGEM,3118601,MASCULINO,0,12,12
MG,COQUEIRAL,3118700,MASCULINO,0,2,2
MG,CORAÇÃO DE JESUS,3118809,FEMININO,0,2,2
MG,CORAÇÃO DE JESUS,3118809,MASCULINO,0,3,3
MG,CORDISBURGO,3118908,MASCULINO,0,3,3
MG,CORDISLÂNDIA,3119005,FEMININO,0,1,1
MG,CORDISLÂNDIA,3119005,MASCULINO,0,2,2
MG,CORINTO,3119104,FEMININO,0,1,1
MG,CORINTO,3119104,MASCULINO,0,3,3
MG,COROACI,3119203,MASCULINO,0,4,4
MG,COROMANDEL,3119302,MASCULINO,0,3,3
MG,CORONEL FABRICIANO,3119401,FEMININO,0,1,1
MG,CORONEL FABRICIANO,3119401,MASCULINO,0,5,5
MG,CORONEL MURTA,3119500,FEMININO,0,1,1
MG,CORONEL MURTA,3119500,MASCULINO,0,2,2
MG,CORONEL PACHECO,3119609,FEMININO,0,1,1
MG,CORONEL PACHECO,3119609,MASCULINO,0,5,5
MG,CORONEL XAVIER CHAVES,3119708,MASCULINO,0,1,1
MG,CÓRREGO DANTA,3119807,MASCULINO,0,2,2
MG,CÓRREGO DO BOM JESUS,3119906,FEMININO,0,1,1
MG,CÓRREGO DO BOM JESUS,3119906,MASCULINO,0,1,1
MG,CÓRREGO FUNDO,3119955,FEMININO,0,1,1
MG,CÓRREGO FUNDO,3119955,MASCULINO,0,2,2
MG,CÓRREGO NOVO,3120003,MASCULINO,0,2,2
MG,COUTO DE MAGALHÃES DE MINAS,3120102,MASCULINO,0,3,3
MG,CRISÓLITA,3120151,MASCULINO,0,2,2
MG,CRISTAIS,3120201,MASCULINO,0,2,2
MG,CRISTÁLIA,3120300,MASCULINO,0,3,3
MG,CRISTIANO OTONI,3120409,MASCULINO,0,3,3
MG,CRISTINA,3120508,MASCULINO,0,3,3
MG,CRUCILÂNDIA,3120607,MASCULINO,0,2,2
MG,CRUZEIRO DA FORTALEZA,3120706,MASCULINO,0,2,2
MG,CRUZÍLIA,3120805,FEMININO,0,1,1
MG,CRUZÍLIA,3120805,MASCULINO,0,2,2
MG,CUPARAQUE,3120839,MASCULINO,0,2,2
MG,CURRAL DE DENTRO,3120870,MASCULINO,0,2,2
MG,CURVELO,3120904,MASCULINO,0,4,4
MG,DATAS,3121001,MASCULINO,0,3,3
MG,DELFIM MOREIRA,3121100,FEMININO,0,1,1
MG,DELFIM MOREIRA,3121100,MASCULINO,0,2,2
MG,DELFINÓPOLIS,3121209,FEMININO,0,1,1
MG,DELFINÓPOLIS,3121209,MASCULINO,0,2,2
MG,DELTA,3121258,MASCULINO,0,1,1
MG,DESCOBERTO,3121308,MASCULINO,0,2,2
MG,DESTERRO DE ENTRE RIOS,3121407,MASCULINO,0,5,5
MG,DESTERRO DO MELO,3121506,FEMININO,0,1,1
MG,DESTERRO DO MELO,3121506,MASCULINO,0,1,1
MG,DIAMANTINA,3121605,FEMININO,0,1,1
MG,DIAMANTINA,3121605,MASCULINO,0,1,1
MG,DIOGO DE VASCONCELOS,3121704,MASCULINO,0,1,1
MG,DIONÍSIO,3121803,MASCULINO,0,2,2
MG,DIVINÉSIA,3121902,FEMININO,0,1,1
MG,DIVINÉSIA,3121902,MASCULINO,0,2,2
MG,DIVINO,3122009,MASCULINO,0,2,2
MG,DIVINO DAS LARANJEIRAS,3122108,MASCULINO,0,2,2
MG,DIVINOLÂNDIA DE MINAS,3122207,MASCULINO,0,3,3
MG,DIVINÓPOLIS,3122306,FEMININO,0,3,3
MG,DIVINÓPOLIS,3122306,MASCULINO,0,6,6
MG,DIVISA ALEGRE,3122355,FEMININO,0,1,1
MG,DIVISA ALEGRE,3122355,MASCULINO,0,1,1
MG,DIVISA NOVA,3122405,MASCULINO,0,2,2
MG,DIVISÓPOLIS,3122454,MASCULINO,0,4,4
MG,DOM BOSCO,3122470,FEMININO,0,1,1
MG,DOM BOSCO,3122470,MASCULINO,0,3,3
MG,DOM CAVATI,3122504,MASCULINO,0,2,2
MG,DOM JOAQUIM,3122603,MASCULINO,0,4,4
MG,DOM SILVÉRIO,3122702,MASCULINO,0,3,3
MG,DOM VIÇOSO,3122801,MASCULINO,0,3,3
MG,DONA EUSÉBIA,3122900,MASCULINO,0,3,3
MG,DORES DE CAMPOS,3123007,MASCULINO,0,3,3
MG,DORES DE GUANHÃES,3123106,MASCULINO,0,2,2
MG,DORES DO INDAIÁ,3123205,MASCULINO,0,3,3
MG,DORES DO TURVO,3123304,MASCULINO,0,2,2
MG,DORESÓPOLIS,3123403,MASCULINO,0,3,3
MG,DOURADOQUARA,3123502,MASCULINO,0,2,2
MG,DURANDÉ,3123528,MASCULINO,0,2,2
MG,ELÓI MENDES,3123601,FEMININO,0,1,1
MG,ELÓI MENDES,3123601,MASCULINO,0,3,3
MG,ENGENHEIRO CALDAS,3123700,MASCULINO,0,2,2
MG,ENGENHEIRO NAVARRO,3123809,MASCULINO,0,3,3
MG,ENTRE FOLHAS,3123858,MASCULINO,0,3,3
MG,ENTRE RIOS DE MINAS,3123908,FEMININO,0,1,1
MG,ENTRE RIOS DE MINAS,3123908,MASCULINO,0,3,3
MG,ERVÁLIA,3124005,MASCULINO,0,2,2
MG,ESMERALDAS,3124104,FEMININO,0,1,1
MG,ESMERALDAS,3124104,MASCULINO,0,9,9
MG,ESPERA FELIZ,3124203,FEMININO,0,1,1
MG,ESPERA FELIZ,3124203,MASCULINO,0,3,3
MG,ESPINOSA,3124302,FEMININO,0,1,1
MG,ESPINOSA,3124302,MASCULINO,0,4,4
MG,ESPÍRITO SANTO DO DOURADO,3124401,FEMININO,0,1,1
MG,ESPÍRITO SANTO DO DOURADO,3124401,MASCULINO,0,1,1
MG,ESTIVA,3124500,MASCULINO,0,2,2
MG,ESTRELA DALVA,3124609,MASCULINO,0,2,2
MG,ESTRELA DO INDAIÁ,3124708,MASCULINO,0,2,2
MG,ESTRELA DO SUL,3124807,FEMININO,0,1,1
MG,ESTRELA DO SUL,3124807,MASCULINO,0,1,1
MG,EUGENÓPOLIS,3124906,MASCULINO,0,2,2
MG,EWBANK DA CÂMARA,3125002,FEMININO,0,1,1
MG,EWBANK DA CÂMARA,3125002,MASCULINO,0,2,2
MG,EXTREMA,3125101,MASCULINO,0,3,3
MG,FAMA,3125200,MASCULINO,0,2,2
MG,FARIA LEMOS,3125309,FEMININO,0,1,1
MG,FARIA LEMOS,3125309,MASCULINO,0,1,1
MG,FELÍCIO DOS SANTOS,3125408,MASCULINO,0,2,2
MG,FELISBURGO,3125606,MASCULINO,0,4,4
MG,FELIXLÂNDIA,3125705,MASCULINO,0,4,4
MG,FERNANDES TOURINHO,3125804,MASCULINO,0,2,2
MG,FERROS,3125903,MASCULINO,0,4,4
MG,FERVEDOURO,3125952,FEMININO,0,1,1
MG,FERVEDOURO,3125952,MASCULINO,0,2,2
MG,FLORESTAL,3126000,MASCULINO,0,2,2
MG,FORMIGA,3126109,MASCULINO,0,2,2
MG,FORMOSO,3126208,MASCULINO,0,2,2
MG,FORTALEZA DE MINAS,3126307,MASCULINO,0,2,2
MG,FORTUNA DE MINAS,3126406,MASCULINO,0,2,2
MG,FRANCISCO BADARÓ,3126505,MASCULINO,0,2,2
MG,FRANCISCO DUMONT,3126604,MASCULINO,0,3,3
MG,FRANCISCO SÁ,3126703,MASCULINO,0,3,3
MG,FRANCISCÓPOLIS,3126752,MASCULINO,0,2,2
MG,FREI GASPAR,3126802,MASCULINO,0,2,2
MG,FREI INOCÊNCIO,3126901,MASCULINO,0,5,5
MG,FREI LAGONEGRO,3126950,MASCULINO,0,2,2
MG,FRONTEIRA,3127008,FEMININO,0,1,1
MG,FRONTEIRA,3127008,MASCULINO,0,2,2
MG,FRONTEIRA DOS VALES,3127057,MASCULINO,0,2,2
MG,FRUTA DE LEITE,3127073,MASCULINO,0,3,3
MG,FRUTAL,3127107,FEMININO,0,1,1
MG,FRUTAL,3127107,MASCULINO,0,6,6
MG,FUNILÂNDIA,3127206,MASCULINO,0,4,4
MG,GALILÉIA,3127305,MASCULINO,0,3,3
MG,GAMELEIRAS,3127339,MASCULINO,0,2,2
MG,GLAUCILÂNDIA,3127354,MASCULINO,0,3,3
MG,GOIABEIRA,3127370,MASCULINO,0,2,2
MG,GOIANÁ,3127388,FEMININO,0,1,1
MG,GOIANÁ,3127388,MASCULINO,0,2,2
MG,GONÇALVES,3127404,MASCULINO,0,3,3
MG,GONZAGA,3127503,FEMININO,0,1,1
MG,GONZAGA,3127503,MASCULINO,0,1,1
MG,GOUVEIA,3127602,FEMININO,0,1,1
MG,GOUVEIA,3127602,MASCULINO,0,1,1
MG,GOVERNADOR VALADARES,3127701,FEMININO,0,1,1
MG,GOVERNADOR VALADARES,3127701,MASCULINO,0,11,11
MG,GRÃO MOGOL,3127800,MASCULINO,0,2,2
MG,GRUPIARA,3127909,MASCULINO,0,2,2
MG,GUANHÃES,3128006,FEMININO,0,1,1
MG,GUANHÃES,3128006,MASCULINO,0,2,2
MG,GUAPÉ,3128105,MASCULINO,0,2,2
MG,GUARACIABA,3128204,MASCULINO,0,3,3
MG,GUARACIAMA,3128253,FEMININO,0,1,1
MG,GUARACIAMA,3128253,MASCULINO,0,2,2
MG,GUARANÉSIA,3128303,MASCULINO,0,2,2
MG,GUARANI,3128402,MASCULINO,0,4,4
MG,GUARARÁ,3128501,MASCULINO,0,2,2
MG,GUARDA-MOR,3128600,MASCULINO,0,3,3
MG,GUAXUPÉ,3128709,FEMININO,0,1,1
MG,GUAXUPÉ,3128709,MASCULINO,0,4,4
MG,GUIDOVAL,3128808,FEMININO,0,1,1
MG,GUIDOVAL,3128808,MASCULINO,0,2,2
MG,GUIMARÂNIA,3128907,MASCULINO,0,3,3
MG,GUIRICEMA,3129004,MASCULINO,0,2,2
MG,GURINHATÃ,3129103,FEMININO,0,1,1
MG,GURINHATÃ,3129103,MASCULINO,0,2,2
MG,HELIODORA,3129202,MASCULINO,0,3,3
MG,IAPU,3129301,MASCULINO,0,4,4
MG,IBERTIOGA,3129400,MASCULINO,0,4,4
MG,IBIÁ,3129509,FEMININO,0,1,1
MG,IBIÁ,3129509,MASCULINO,0,4,4
MG,IBIAÍ,3129608,FEMININO,0,1,1
MG,IBIAÍ,3129608,MASCULINO,0,4,4
MG,IBIRACATU,3129657,MASCULINO,0,5,5
MG,IBIRACI,3129707,FEMININO,0,1,1
MG,IBIRACI,3129707,MASCULINO,0,5,5
MG,IBIRITÉ,3129806,MASCULINO,0,6,6
MG,IBITIÚRA DE MINAS,3129905,MASCULINO,0,1,1
MG,IBITURUNA,3130002,MASCULINO,0,2,2
MG,ICARAÍ DE MINAS,3130051,MASCULINO,0,2,2
MG,IGARAPÉ,3130101,MASCULINO,0,4,4
MG,IGARATINGA,3130200,MASCULINO,0,3,3
MG,IGUATAMA,3130309,FEMININO,0,1,1
MG,IGUATAMA,3130309,MASCULINO,0,2,2
MG,IJACI,3130408,MASCULINO,0,4,4
MG,ILICÍNEA,3130507,FEMININO,0,1,1
MG,ILICÍNEA,3130507,MASCULINO,0,3,3
MG,IMBÉ DE MINAS,3130556,FEMININO,0,1,1
MG,IMBÉ DE MINAS,3130556,MASCULINO,0,3,3
MG,INCONFIDENTES,3130606,FEMININO,0,2,2
MG,INCONFIDENTES,3130606,MASCULINO,0,3,3
MG,INDAIABIRA,3130655,MASCULINO,0,2,2
MG,INDIANÓPOLIS,3130705,FEMININO,0,1,1
MG,INDIANÓPOLIS,3130705,MASCULINO,0,2,2
MG,INGAÍ,3130804,FEMININO,0,1,1
MG,INGAÍ,3130804,MASCULINO,0,1,1
MG,INHAPIM,3130903,MASCULINO,0,3,3
MG,INHAÚMA,3131000,MASCULINO,0,2,2
MG,INIMUTABA,3131109,MASCULINO,0,2,2
MG,IPABA,3131158,MASCULINO,0,2,2
MG,IPANEMA,3131208,MASCULINO,0,4,4
MG,IPATINGA,3131307,MASCULINO,0,9,9
MG,IPIAÇU,3131406,MASCULINO,0,3,3
MG,IPUIÚNA,3131505,MASCULINO,0,2,2
MG,IRAÍ DE MINAS,3131604,MASCULINO,0,2,2
MG,ITABIRA,3131703,MASCULINO,0,6,6
MG,ITABIRINHA,3131802,FEMININO,0,1,1
MG,ITABIRINHA,3131802,MASCULINO,0,1,1
MG,ITABIRITO,3131901,FEMININO,0,1,1
MG,ITABIRITO,3131901,MASCULINO,0,3,3
MG,ITACAMBIRA,3132008,MASCULINO,0,3,3
MG,ITACARAMBI,3132107,FEMININO,0,1,1
MG,ITACARAMBI,3132107,MASCULINO,0,3,3
MG,ITAGUARA,3132206,MASCULINO,0,2,2
MG,ITAIPÉ,3132305,MASCULINO,0,3,3
MG,ITAJUBÁ,3132404,MASCULINO,0,6,6
MG,ITAMARANDIBA,3132503,FEMININO,0,1,1
MG,ITAMARANDIBA,3132503,MASCULINO,0,2,2
MG,ITAMARATI DE MINAS,3132602,MASCULINO,0,2,2
MG,ITAMBACURI,3132701,FEMININO,0,1,1
MG,ITAMBACURI,3132701,MASCULINO,0,4,4
MG,ITAMBÉ DO MATO DENTRO,3132800,FEMININO,0,1,1
MG,ITAMBÉ DO MATO DENTRO,3132800,MASCULINO,0,1,1
MG,ITAMOGI,3132909,MASCULINO,0,2,2
MG,ITAMONTE,3133006,MASCULINO,0,2,2
MG,ITANHANDU,3133105,MASCULINO,0,4,4
MG,ITANHOMI,3133204,FEMININO,0,1,1
MG,ITANHOMI,3133204,MASCULINO,0,1,1
MG,ITAOBIM,3133303,FEMININO,0,1,1
MG,ITAOBIM,3133303,MASCULINO,0,3,3
MG,ITAPAGIPE,3133402,MASCULINO,0,3,3
MG,ITAPECERICA,3133501,MASCULINO,0,2,2
MG,ITAPEVA,3133600,MASCULINO,0,2,2
MG,ITATIAIUÇU,3133709,FEMININO,0,1,1
MG,ITATIAIUÇU,3133709,MASCULINO,0,2,2
MG,ITAÚ DE MINAS,3133758,MASCULINO,0,3,3
MG,ITAÚNA,3133808,FEMININO,0,1,1
MG,ITAÚNA,3133808,MASCULINO,0,5,5
MG,ITAVERAVA,3133907,MASCULINO,0,3,3
MG,ITINGA,3134004,MASCULINO,0,1,1
MG,ITUETA,3134103,MASCULINO,0,3,3
MG,ITUIUTABA,3134202,FEMININO,0,3,3
MG,ITUIUTABA,3134202,MASCULINO,0,3,3
MG,ITUMIRIM,3134301,FEMININO,0,1,1
MG,ITUMIRIM,3134301,MASCULINO,0,3,3
MG,ITURAMA,3134400,FEMININO,0,1,1
MG,ITURAMA,3134400,MASCULINO,0,3,3
MG,ITUTINGA,3134509,MASCULINO,0,3,3
MG,JABOTICATUBAS,3134608,MASCULINO,0,4,4
MG,JACINTO,3134707,MASCULINO,0,2,2
MG,JACUÍ,3134806,FEMININO,0,1,1
MG,JACUÍ,3134806,MASCULINO,0,3,3
MG,JACUTINGA,3134905,MASCULINO,0,3,3
MG,JAGUARAÇU,3135001,MASCULINO,0,2,2
MG,JAÍBA,3135050,MASCULINO,0,6,6
MG,JAMPRUCA,3135076,FEMININO,0,1,1
MG,JAMPRUCA,3135076,MASCULINO,0,1,1
MG,JANAÚBA,3135100,MASCULINO,0,8,8
MG,JANUÁRIA,3135209,FEMININO,0,1,1
MG,JANUÁRIA,3135209,MASCULINO,0,8,8
MG,JAPARAÍBA,3135308,MASCULINO,0,2,2
MG,JAPONVAR,3135357,MASCULINO,0,3,3
MG,JECEABA,3135407,MASCULINO,0,3,3
MG,JENIPAPO DE MINAS,3135456,MASCULINO,0,2,2
MG,JEQUERI,3135506,MASCULINO,0,3,3
MG,JEQUITAÍ,3135605,MASCULINO,0,4,4
MG,JEQUITIBÁ,3135704,FEMININO,0,2,2
MG,JEQUITIBÁ,3135704,MASCULINO,0,2,2
MG,JEQUITINHONHA,3135803,MASCULINO,0,4,4
MG,JESUÂNIA,3135902,MASCULINO,0,2,2
