sigla_uf,nome_municipio,codigo_ibge,descricao_sexo,capital,n,candidaturas
PA,BELTERRA,1501451,MASCULINO,0,5,5
PA,BENEVIDES,1501501,FEMININO,0,1,1
PA,BENEVIDES,1501501,MASCULINO,0,5,5
PA,BOM JESUS DO TOCANTINS,1501576,MASCULINO,0,2,2
PA,BONITO,1501600,MASCULINO,0,4,4
PA,BRAGANÇA,1501709,MASCULINO,0,9,9
PA,BRASIL NOVO,1501725,MASCULINO,0,5,5
PA,BREJO GRANDE DO ARAGUAIA,1501758,MASCULINO,0,2,2
PA,BREU BRANCO,1501782,FEMININO,0,1,1
PA,BREU BRANCO,1501782,MASCULINO,0,3,3
PA,BREVES,1501808,FEMININO,0,1,1
PA,BREVES,1501808,MASCULINO,0,4,4
PA,BUJARU,1501907,FEMININO,0,1,1
PA,BUJARU,1501907,MASCULINO,0,4,4
PA,CACHOEIRA DO ARARI,1502004,MASCULINO,0,8,8
PA,CACHOEIRA DO PIRIÁ,1501956,MASCULINO,0,2,2
PA,CAMETÁ,1502103,MASCULINO,0,4,4
PA,CANAÃ DOS CARAJÁS,1502152,FEMININO,0,1,1
PA,CANAÃ DOS CARAJÁS,1502152,MASCULINO,0,4,4
PA,CAPANEMA,1502202,MASCULINO,0,4,4
PA,CAPITÃO POÇO,1502301,MASCULINO,0,3,3
PA,CASTANHAL,1502400,FEMININO,0,1,1
PA,CASTANHAL,1502400,MASCULINO,0,7,7
PA,CHAVES,1502509,FEMININO,0,1,1
PA,CHAVES,1502509,MASCULINO,0,4,4
PA,COLARES,1502608,FEMININO,0,1,1
PA,COLARES,1502608,MASCULINO,0,1,1
PA,CONCEIÇÃO DO ARAGUAIA,1502707,MASCULINO,0,4,4
PA,CONCÓRDIA DO PARÁ,1502756,MASCULINO,0,4,4
PA,CUMARU DO NORTE,1502764,FEMININO,0,1,1
PA,CUMARU DO NORTE,1502764,MASCULINO,0,4,4
PA,CURIONÓPOLIS,1502772,FEMININO,0,1,1
PA,CURIONÓPOLIS,1502772,MASCULINO,0,5,5
PA,CURRALINHO,1502806,FEMININO,0,3,3
PA,CURRALINHO,1502806,MASCULINO,0,4,4
PA,CURUÁ,1502855,FEMININO,0,1,1
PA,CURUÁ,1502855,MASCULINO,0,5,5
PA,CURUÇÁ,1502905,MASCULINO,0,3,3
PA,DOM ELISEU,1502939,FEMININO,0,1,1
PA,DOM ELISEU,1502939,MASCULINO,0,6,6
PA,ELDORADO DOS CARAJÁS,1502954,FEMININO,0,1,1
PA,ELDORADO DOS CARAJÁS,1502954,MASCULINO,0,5,5
PA,FARO,1503002,FEMININO,0,2,2
PA,FARO,1503002,MASCULINO,0,1,1
PA,FLORESTA DO ARAGUAIA,1503044,FEMININO,0,1,1
PA,FLORESTA DO ARAGUAIA,1503044,MASCULINO,0,2,2
PA,GARRAFÃO DO NORTE,1503077,FEMININO,0,1,1
PA,GARRAFÃO DO NORTE,1503077,MASCULINO,0,1,1
PA,GOIANÉSIA DO PARÁ,1503093,MASCULINO,0,5,5
PA,GURUPÁ,1503101,MASCULINO,0,3,3
PA,IGARAPÉ-AÇU,1503200,FEMININO,0,1,1
PA,IGARAPÉ-AÇU,1503200,MASCULINO,0,6,6
PA,IGARAPÉ-MIRI,1503309,MASCULINO,0,7,7
PA,INHANGAPI,1503408,MASCULINO,0,5,5
PA,IPIXUNA DO PARÁ,1503457,FEMININO,0,1,1
PA,IPIXUNA DO PARÁ,1503457,MASCULINO,0,2,2
PA,IRITUIA,1503507,FEMININO,0,1,1
PA,IRITUIA,1503507,MASCULINO,0,3,3
PA,ITAITUBA,1503606,MASCULINO,0,3,3
PA,ITUPIRANGA,1503705,FEMININO,0,1,1
PA,ITUPIRANGA,1503705,MASCULINO,0,4,4
PA,JACAREACANGA,1503754,MASCULINO,0,4,4
PA,JACUNDÁ,1503804,FEMININO,0,1,1
PA,JACUNDÁ,1503804,MASCULINO,0,3,3
PA,JURUTI,1503903,FEMININO,0,1,1
PA,JURUTI,1503903,MASCULINO,0,3,3
PA,LIMOEIRO DO AJURU,1504000,MASCULINO,0,4,4
PA,MÃE DO RIO,1504059,MASCULINO,0,7,7
PA,MAGALHÃES BARATA,1504109,FEMININO,0,3,3
PA,MAGALHÃES BARATA,1504109,MASCULINO,0,5,5
PA,MARABÁ,1504208,FEMININO,0,1,1
PA,MARABÁ,1504208,MASCULINO,0,4,4
PA,MARACANÃ,1504307,FEMININO,0,1,1
PA,MARACANÃ,1504307,MASCULINO,0,4,4
PA,MARAPANIM,1504406,FEMININO,0,1,1
PA,MARAPANIM,1504406,MASCULINO,0,3,3
PA,MARITUBA,1504422,FEMININO,0,1,1
PA,MARITUBA,1504422,MASCULINO,0,6,6
PA,MEDICILÂNDIA,1504455,MASCULINO,0,4,4
PA,MELGAÇO,1504505,MASCULINO,0,2,2
PA,MOCAJUBA,1504604,MASCULINO,0,4,4
PA,MOJU,1504703,FEMININO,0,2,2
PA,MOJU,1504703,MASCULINO,0,3,3
PA,MOJUÍ DOS CAMPOS,1504752,MASCULINO,0,3,3
PA,MONTE ALEGRE,1504802,FEMININO,0,1,1
PA,MONTE ALEGRE,1504802,MASCULINO,0,6,6
PA,MUANÁ,1504901,FEMININO,0,1,1
PA,MUANÁ,1504901,MASCULINO,0,3,3
PA,NOVA ESPERANÇA DO PIRIÁ,1504950,FEMININO,0,1,1
PA,NOVA ESPERANÇA DO PIRIÁ,1504950,MASCULINO,0,2,2
PA,NOVA IPIXUNA,1504976,FEMININO,0,1,1
PA,NOVA IPIXUNA,1504976,MASCULINO,0,1,1
PA,NOVA TIMBOTEUA,1505007,FEMININO,0,2,2
PA,NOVO PROGRESSO,1505031,MASCULINO,0,4,4
PA,NOVO REPARTIMENTO,1505064,MASCULINO,0,5,5
PA,ÓBIDOS,1505106,FEMININO,0,2,2
PA,ÓBIDOS,1505106,MASCULINO,0,5,5
PA,OEIRAS DO PARÁ,1505205,FEMININO,0,1,1
PA,OEIRAS DO PARÁ,1505205,MASCULINO,0,5,5
PA,ORIXIMINÁ,1505304,MASCULINO,0,6,6
PA,OURÉM,1505403,MASCULINO,0,4,4
PA,OURILÂNDIA DO NORTE,1505437,MASCULINO,0,8,8
PA,PACAJÁ,1505486,MASCULINO,0,3,3
PA,PALESTINA DO PARÁ,1505494,MASCULINO,0,2,2
PA,PARAGOMINAS,1505502,MASCULINO,0,3,3
PA,PARAUAPEBAS,1505536,MASCULINO,0,10,10
PA,PAU D'ARCO,1505551,MASCULINO,0,3,3
PA,PEIXE-BOI,1505601,FEMININO,0,1,1
PA,PEIXE-BOI,1505601,MASCULINO,0,2,2
PA,PIÇARRA,1505635,FEMININO,0,1,1
PA,PIÇARRA,1505635,MASCULINO,0,1,1
PA,PLACAS,1505650,FEMININO,0,1,1
PA,PLACAS,1505650,MASCULINO,0,1,1
PA,PONTA DE PEDRAS,1505700,FEMININO,0,2,2
PA,PONTA DE PEDRAS,1505700,MASCULINO,0,5,5
PA,PORTEL,1505809,MASCULINO,0,8,8
PA,PORTO DE MOZ,1505908,MASCULINO,0,3,3
PA,PRAINHA,1506005,FEMININO,0,1,1
PA,PRAINHA,1506005,MASCULINO,0,6,6
PA,PRIMAVERA,1506104,FEMININO,0,2,2
PA,PRIMAVERA,1506104,MASCULINO,0,1,1
PA,QUATIPURU,1506112,FEMININO,0,1,1
PA,QUATIPURU,1506112,MASCULINO,0,2,2
PA,REDENÇÃO,1506138,MASCULINO,0,4,4
PA,RIO MARIA,1506161,FEMININO,0,1,1
PA,RIO MARIA,1506161,MASCULINO,0,1,1
PA,RONDON DO PARÁ,1506187,FEMININO,0,1,1
PA,RONDON DO PARÁ,1506187,MASCULINO,0,4,4
PA,RURÓPOLIS,1506195,MASCULINO,0,3,3
PA,SALINÓPOLIS,1506203,FEMININO,0,1,1
PA,SALINÓPOLIS,1506203,MASCULINO,0,3,3
PA,SALVATERRA,1506302,FEMININO,0,5,5
PA,SALVATERRA,1506302,MASCULINO,0,6,6
PA,SANTA BÁRBARA DO PARÁ,1506351,MASCULINO,0,5,5
PA,SANTA CRUZ DO ARARI,1506401,MASCULINO,0,3,3
PA,SANTA ISABEL DO PARÁ,1506500,FEMININO,0,1,1
PA,SANTA ISABEL DO PARÁ,1506500,MASCULINO,0,5,5
PA,SANTA LUZIA DO PARÁ,1506559,FEMININO,0,1,1
PA,SANTA LUZIA DO PARÁ,1506559,MASCULINO,0,3,3
PA,SANTA MARIA DAS BARREIRAS,1506583,MASCULINO,0,4,4
PA,SANTA MARIA DO PARÁ,1506609,FEMININO,0,1,1
PA,SANTA MARIA DO PARÁ,1506609,MASCULINO,0,2,2
PA,SANTANA DO ARAGUAIA,1506708,MASCULINO,0,5,5
PA,SANTARÉM,1506807,FEMININO,0,1,1
PA,SANTARÉM,1506807,MASCULINO,0,7,7
PA,SANTARÉM NOVO,1506906,FEMININO,0,4,4
PA,SANTARÉM NOVO,1506906,MASCULINO,0,5,5
PA,SANTO ANTÔNIO DO TAUÁ,1507003,MASCULINO,0,2,2
PA,SÃO CAETANO DE ODIVELAS,1507102,FEMININO,0,1,1
PA,SÃO CAETANO DE ODIVELAS,1507102,MASCULINO,0,4,4
PA,SÃO DOMINGOS DO ARAGUAIA,1507151,FEMININO,0,1,1
PA,SÃO DOMINGOS DO ARAGUAIA,1507151,MASCULINO,0,2,2
PA,SÃO DOMINGOS DO CAPIM,1507201,MASCULINO,0,2,2
PA,SÃO FÉLIX DO XINGU,1507300,FEMININO,0,2,2
PA,SÃO FÉLIX DO XINGU,1507300,MASCULINO,0,5,5
PA,SÃO FRANCISCO DO PARÁ,1507409,MASCULINO,0,5,5
PA,SÃO GERALDO DO ARAGUAIA,1507458,MASCULINO,0,3,3
PA,SÃO JOÃO DA PONTA,1507466,MASCULINO,0,3,3
PA,SÃO JOÃO DE PIRABAS,1507474,FEMININO,0,1,1
PA,SÃO JOÃO DE PIRABAS,1507474,MASCULINO,0,2,2
PA,SÃO JOÃO DO ARAGUAIA,1507508,FEMININO,0,2,2
PA,SÃO MIGUEL DO GUAMÁ,1507607,MASCULINO,0,2,2
PA,SÃO SEBASTIÃO DA BOA VISTA,1507706,FEMININO,0,1,1
PA,SÃO SEBASTIÃO DA BOA VISTA,1507706,MASCULINO,0,3,3
PA,SAPUCAIA,1507755,MASCULINO,0,2,2
PA,SENADOR JOSÉ PORFÍRIO,1507805,MASCULINO,0,3,3
PA,SOURE,1507904,MASCULINO,0,3,3
PA,TAILÂNDIA,1507953,MASCULINO,0,2,2
PA,TERRA ALTA,1507961,FEMININO,0,1,1
PA,TERRA ALTA,1507961,MASCULINO,0,3,3
PA,TERRA SANTA,1507979,MASCULINO,0,3,3
PA,TOMÉ-AÇU,1508001,FEMININO,0,1,1
PA,TOMÉ-AÇU,1508001,MASCULINO,0,4,4
PA,TRACUATEUA,1508035,FEMININO,0,1,1
PA,TRACUATEUA,1508035,MASCULINO,0,6,6
PA,TRAIRÃO,1508050,MASCULINO,0,2,2
PA,TUCUMÃ,1508084,MASCULINO,0,8,8
PA,TUCURUÍ,1508100,FEMININO,0,2,2
PA,TUCURUÍ,1508100,MASCULINO,0,8,8
PA,ULIANÓPOLIS,1508126,FEMININO,0,2,2
PA,ULIANÓPOLIS,1508126,MASCULINO,0,1,1
PA,URUARÁ,1508159,MASCULINO,0,3,3
PA,VIGIA,1508209,FEMININO,0,1,1
PA,VIGIA,1508209,MASCULINO,0,4,4
PA,VISEU,1508308,FEMININO,0,1,1
PA,VISEU,1508308,MASCULINO,0,1,1
PA,VITÓRIA DO XINGU,1508357,FEMININO,0,1,1
PA,VITÓRIA DO XINGU,1508357,MASCULINO,0,4,4
PA,XINGUARA,1508407,MASCULINO,0,3,3
PB,ÁGUA BRANCA,2500106,MASCULINO,0,3,3
PB,AGUIAR,2500205,MASCULINO,0,2,2
PB,ALAGOA GRANDE,2500304,FEMININO,0,1,1
PB,ALAGOA GRANDE,2500304,MASCULINO,0,2,2
PB,ALAGOA NOVA,2500403,MASCULINO,0,4,4
PB,ALAGOINHA,2500502,FEMININO,0,2,2
PB,ALCANTIL,2500536,MASCULINO,0,2,2
PB,ALGODÃO DE JANDAÍRA,2500577,MASCULINO,0,2,2
PB,ALHANDRA,2500601,FEMININO,0,1,1
PB,ALHANDRA,2500601,MASCULINO,0,2,2
PB,AMPARO,2500734,MASCULINO,0,2,2
PB,APARECIDA,2500775,MASCULINO,0,2,2
PB,ARAÇAGI,2500809,FEMININO,0,1,1
PB,ARAÇAGI,2500809,MASCULINO,0,2,2
PB,ARARA,2500908,MASCULINO,0,2,2
PB,ARARUNA,2501005,MASCULINO,0,2,2
PB,AREIA,2501104,FEMININO,0,2,2
PB,AREIA,2501104,MASCULINO,0,3,3
PB,AREIA DE BARAÚNAS,2501153,MASCULINO,0,2,2
PB,AREIAL,2501203,FEMININO,0,1,1
PB,AREIAL,2501203,MASCULINO,0,2,2
PB,AROEIRAS,2501302,MASCULINO,0,5,5
PB,ASSUNÇÃO,2501351,MASCULINO,0,2,2
PB,BAÍA DA TRAIÇÃO,2501401,MASCULINO,0,2,2
PB,BANANEIRAS,2501500,MASCULINO,0,3,3
PB,BARAÚNA,2501534,MASCULINO,0,2,2
PB,BARRA DE SANTA ROSA,2501609,MASCULINO,0,3,3
PB,BARRA DE SANTANA,2501575,FEMININO,0,1,1
PB,BARRA DE SANTANA,2501575,MASCULINO,0,2,2
PB,BARRA DE SÃO MIGUEL,2501708,FEMININO,0,1,1
PB,BARRA DE SÃO MIGUEL,2501708,MASCULINO,0,1,1
PB,BAYEUX,2501807,FEMININO,0,2,2
PB,BAYEUX,2501807,MASCULINO,0,6,6
PB,BELÉM,2501906,FEMININO,0,2,2
PB,BELÉM,2501906,MASCULINO,0,3,3
PB,BELÉM DO BREJO DO CRUZ,2502003,FEMININO,0,1,1
PB,BELÉM DO BREJO DO CRUZ,2502003,MASCULINO,0,2,2
PB,BERNARDINO BATISTA,2502052,MASCULINO,0,2,2
PB,BOA VENTURA,2502102,FEMININO,0,1,1
PB,BOA VENTURA,2502102,MASCULINO,0,1,1
PB,BOA VISTA,2502151,FEMININO,0,1,1
PB,BOA VISTA,2502151,MASCULINO,0,2,2
PB,BOM JESUS,2502201,FEMININO,0,1,1
PB,BOM JESUS,2502201,MASCULINO,0,1,1
PB,BOM SUCESSO,2502300,MASCULINO,0,2,2
PB,BONITO DE SANTA FÉ,2502409,MASCULINO,0,3,3
PB,BOQUEIRÃO,2502508,MASCULINO,0,2,2
PB,BORBOREMA,2502706,FEMININO,0,2,2
PB,BORBOREMA,2502706,MASCULINO,0,1,1
PB,BREJO DO CRUZ,2502805,MASCULINO,0,2,2
PB,BREJO DOS SANTOS,2502904,FEMININO,0,1,1
PB,BREJO DOS SANTOS,2502904,MASCULINO,0,4,4
PB,CAAPORÃ,2503001,MASCULINO,0,3,3
PB,CABACEIRAS,2503100,MASCULINO,0,2,2
PB,CABEDELO,2503209,FEMININO,0,1,1
PB,CABEDELO,2503209,MASCULINO,0,6,6
PB,CACHOEIRA DOS ÍNDIOS,2503308,MASCULINO,0,2,2
PB,CACIMBA DE AREIA,2503407,MASCULINO,0,2,2
PB,CACIMBA DE DENTRO,2503506,MASCULINO,0,2,2
PB,CACIMBAS,2503555,MASCULINO,0,3,3
PB,CAIÇARA,2503605,MASCULINO,0,2,2
PB,CAJAZEIRAS,2503704,FEMININO,0,1,1
PB,CAJAZEIRAS,2503704,MASCULINO,0,3,3
PB,CAJAZEIRINHAS,2503753,MASCULINO,0,2,2
PB,CALDAS BRANDÃO,2503803,FEMININO,0,1,1
PB,CALDAS BRANDÃO,2503803,MASCULINO,0,3,3
PB,CAMALAÚ,2503902,MASCULINO,0,2,2
PB,CAMPINA GRANDE,2504009,FEMININO,0,1,1
PB,CAMPINA GRANDE,2504009,MASCULINO,0,5,5
PB,CAPIM,2504033,FEMININO,0,1,1
PB,CAPIM,2504033,MASCULINO,0,1,1
PB,CARAÚBAS,2504074,MASCULINO,0,3,3
PB,CARRAPATEIRA,2504108,FEMININO,0,2,2
PB,CARRAPATEIRA,2504108,MASCULINO,0,1,1
PB,CASSERENGUE,2504157,MASCULINO,0,3,3
PB,CATINGUEIRA,2504207,MASCULINO,0,2,2
PB,CATOLÉ DO ROCHA,2504306,MASCULINO,0,2,2
PB,CATURITÉ,2504355,FEMININO,0,1,1
PB,CATURITÉ,2504355,MASCULINO,0,2,2
PB,CONCEIÇÃO,2504405,FEMININO,0,1,1
PB,CONCEIÇÃO,2504405,MASCULINO,0,1,1
PB,CONDADO,2504504,FEMININO,0,1,1
PB,CONDADO,2504504,MASCULINO,0,2,2
PB,CONDE,2504603,FEMININO,0,3,3
PB,CONDE,2504603,MASCULINO,0,4,4
PB,CONGO,2504702,MASCULINO,0,3,3
PB,COREMAS,2504801,FEMININO,0,1,1
PB,COREMAS,2504801,MASCULINO,0,1,1
PB,COXIXOLA,2504850,MASCULINO,0,2,2
PB,CRUZ DO ESPÍRITO SANTO,2504900,FEMININO,0,1,1
PB,CRUZ DO ESPÍRITO SANTO,2504900,MASCULINO,0,2,2
PB,CUBATI,2505006,MASCULINO,0,3,3
PB,CUITÉ,2505105,FEMININO,0,1,1
PB,CUITÉ,2505105,MASCULINO,0,2,2
PB,CUITÉ DE MAMANGUAPE,2505238,MASCULINO,0,2,2
PB,CUITEGI,2505204,MASCULINO,0,2,2
PB,CURRAL DE CIMA,2505279,MASCULINO,0,2,2
PB,CURRAL VELHO,2505303,MASCULINO,0,2,2
PB,DAMIÃO,2505352,FEMININO,0,3,3
PB,DAMIÃO,2505352,MASCULINO,0,1,1
PB,DESTERRO,2505402,FEMININO,0,1,1
PB,DESTERRO,2505402,MASCULINO,0,1,1
PB,DIAMANTE,2505600,FEMININO,0,2,2
PB,DIAMANTE,2505600,MASCULINO,0,1,1
PB,DONA INÊS,2505709,MASCULINO,0,3,3
PB,DUAS ESTRADAS,2505808,FEMININO,0,1,1
PB,DUAS ESTRADAS,2505808,MASCULINO,0,2,2
PB,EMAS,2505907,FEMININO,0,2,2
PB,ESPERANÇA,2506004,MASCULINO,0,4,4
PB,FAGUNDES,2506103,FEMININO,0,1,1
PB,FAGUNDES,2506103,MASCULINO,0,2,2
PB,FREI MARTINHO,2506202,MASCULINO,0,2,2
PB,GADO BRAVO,2506251,MASCULINO,0,3,3
PB,GUARABIRA,2506301,MASCULINO,0,3,3
PB,GURINHÉM,2506400,MASCULINO,0,4,4
PB,GURJÃO,2506509,FEMININO,0,1,1
PB,GURJÃO,2506509,MASCULINO,0,3,3
PB,IBIARA,2506608,FEMININO,0,1,1
PB,IBIARA,2506608,MASCULINO,0,1,1
PB,IGARACY,2502607,MASCULINO,0,3,3
PB,IMACULADA,2506707,FEMININO,0,1,1
PB,IMACULADA,2506707,MASCULINO,0,1,1
PB,INGÁ,2506806,MASCULINO,0,4,4
PB,ITABAIANA,2506905,MASCULINO,0,4,4
PB,ITAPORANGA,2507002,FEMININO,0,2,2
PB,ITAPORANGA,2507002,MASCULINO,0,4,4
PB,ITAPOROROCA,2507101,FEMININO,0,2,2
PB,ITATUBA,2507200,MASCULINO,0,2,2
PB,JACARAÚ,2507309,MASCULINO,0,3,3
PB,JERICÓ,2507408,MASCULINO,0,2,2
PB,JOÃO PESSOA,2507507,FEMININO,1,2,2
PB,JOÃO PESSOA,2507507,MASCULINO,1,13,13
PB,JUAREZ TÁVORA,2507606,MASCULINO,0,4,4
PB,JUAZEIRINHO,2507705,MASCULINO,0,3,3
PB,JUNCO DO SERIDÓ,2507804,MASCULINO,0,2,2
PB,JURIPIRANGA,2507903,MASCULINO,0,3,3
PB,JURU,2508000,FEMININO,0,1,1
PB,JURU,2508000,MASCULINO,0,4,4
PB,LAGOA,2508109,FEMININO,0,1,1
PB,LAGOA,2508109,MASCULINO,0,2,2
PB,LAGOA DE DENTRO,2508208,MASCULINO,0,2,2
PB,LAGOA SECA,2508307,MASCULINO,0,2,2
PB,LASTRO,2508406,MASCULINO,0,3,3
PB,LIVRAMENTO,2508505,MASCULINO,0,4,4
PB,LOGRADOURO,2508554,MASCULINO,0,2,2
PB,LUCENA,2508604,FEMININO,0,1,1
PB,LUCENA,2508604,MASCULINO,0,5,5
PB,MÃE D'ÁGUA,2508703,FEMININO,0,1,1
PB,MÃE D'ÁGUA,2508703,MASCULINO,0,2,2
PB,MALTA,2508802,FEMININO,0,1,1
PB,MALTA,2508802,MASCULINO,0,1,1
PB,MAMANGUAPE,2508901,FEMININO,0,1,1
PB,MAMANGUAPE,2508901,MASCULINO,0,1,1
PB,MANAÍRA,2509008,MASCULINO,0,2,2
PB,MARCAÇÃO,2509057,FEMININO,0,1,1
PB,MARCAÇÃO,2509057,MASCULINO,0,1,1
PB,MARI,2509107,MASCULINO,0,6,6
PB,MARIZÓPOLIS,2509156,MASCULINO,0,2,2
PB,MASSARANDUBA,2509206,MASCULINO,0,3,3
PB,MATARACA,2509305,MASCULINO,0,3,3
PB,MATINHAS,2509339,MASCULINO,0,3,3
PB,MATO GROSSO,2509370,MASCULINO,0,2,2
PB,MATURÉIA,2509396,MASCULINO,0,2,2
PB,MOGEIRO,2509404,FEMININO,0,1,1
PB,MOGEIRO,2509404,MASCULINO,0,1,1
PB,MONTADAS,2509503,MASCULINO,0,2,2
PB,MONTE HOREBE,2509602,MASCULINO,0,2,2
PB,MONTEIRO,2509701,FEMININO,0,2,2
PB,MULUNGU,2509800,MASCULINO,0,2,2
PB,NATUBA,2509909,FEMININO,0,1,1
PB,NATUBA,2509909,MASCULINO,0,2,2
PB,NAZAREZINHO,2510006,MASCULINO,0,2,2
PB,NOVA FLORESTA,2510105,MASCULINO,0,2,2
PB,NOVA OLINDA,2510204,MASCULINO,0,3,3
PB,NOVA PALMEIRA,2510303,MASCULINO,0,2,2
PB,OLHO D'ÁGUA,2510402,FEMININO,0,1,1
PB,OLHO D'ÁGUA,2510402,MASCULINO,0,3,3
PB,OLIVEDOS,2510501,MASCULINO,0,2,2
PB,OURO VELHO,2510600,FEMININO,0,1,1
PB,OURO VELHO,2510600,MASCULINO,0,1,1
PB,PARARI,2510659,MASCULINO,0,2,2
PB,PASSAGEM,2510709,MASCULINO,0,2,2
PB,PATOS,2510808,MASCULINO,0,4,4
PB,PAULISTA,2510907,FEMININO,0,1,1
PB,PAULISTA,2510907,MASCULINO,0,2,2
PB,PEDRA BRANCA,2511004,MASCULINO,0,2,2
PB,PEDRA LAVRADA,2511103,FEMININO,0,1,1
PB,PEDRA LAVRADA,2511103,MASCULINO,0,3,3
PB,PEDRAS DE FOGO,2511202,MASCULINO,0,3,3
PB,PEDRO RÉGIS,2512721,FEMININO,0,1,1
PB,PEDRO RÉGIS,2512721,MASCULINO,0,1,1
PB,PIANCÓ,2511301,FEMININO,0,2,2
PB,PIANCÓ,2511301,MASCULINO,0,2,2
PB,PICUÍ,2511400,FEMININO,0,1,1
PB,PICUÍ,2511400,MASCULINO,0,1,1
PB,PILAR,2511509,MASCULINO,0,3,3
PB,PILÕES,2511608,FEMININO,0,1,1
PB,PILÕES,2511608,MASCULINO,0,1,1
PB,PILÕEZINHOS,2511707,FEMININO,0,1,1
PB,PILÕEZINHOS,2511707,MASCULINO,0,1,1
PB,PIRPIRITUBA,2511806,MASCULINO,0,2,2
PB,PITIMBU,2511905,MASCULINO,0,3,3
PB,POCINHOS,2512002,FEMININO,0,1,1
PB,POCINHOS,2512002,MASCULINO,0,2,2
PB,POÇO DANTAS,2512036,MASCULINO,0,2,2
PB,POÇO DE JOSÉ DE MOURA,2512077,MASCULINO,0,2,2
PB,POMBAL,2512101,FEMININO,0,1,1
PB,POMBAL,2512101,MASCULINO,0,2,2
PB,PRATA,2512200,MASCULINO,0,3,3
PB,PRINCESA ISABEL,2512309,MASCULINO,0,3,3
PB,PUXINANÃ,2512408,FEMININO,0,1,1
PB,PUXINANÃ,2512408,MASCULINO,0,3,3
PB,QUEIMADAS,2512507,FEMININO,0,1,1
PB,QUEIMADAS,2512507,MASCULINO,0,4,4
PB,QUIXABA,2512606,FEMININO,0,1,1
PB,QUIXABA,2512606,MASCULINO,0,1,1
PB,REMÍGIO,2512705,MASCULINO,0,4,4
PB,RIACHÃO,2512747,FEMININO,0,1,1
PB,RIACHÃO,2512747,MASCULINO,0,1,1
PB,RIACHÃO DO BACAMARTE,2512754,MASCULINO,0,2,2
PB,RIACHÃO DO POÇO,2512762,FEMININO,0,2,2
PB,RIACHÃO DO POÇO,2512762,MASCULINO,0,1,1
PB,RIACHO DE SANTO ANTÔNIO,2512788,MASCULINO,0,3,3
PB,RIACHO DOS CAVALOS,2512804,MASCULINO,0,2,2
PB,RIO TINTO,2512903,FEMININO,0,1,1
PB,RIO TINTO,2512903,MASCULINO,0,5,5
PB,SALGADINHO,2513000,FEMININO,0,1,1
PB,SALGADINHO,2513000,MASCULINO,0,1,1
PB,SALGADO DE SÃO FÉLIX,2513109,MASCULINO,0,2,2
PB,SANTA CECÍLIA,2513158,MASCULINO,0,3,3
PB,SANTA CRUZ,2513208,MASCULINO,0,2,2
PB,SANTA HELENA,2513307,FEMININO,0,2,2
PB,SANTA HELENA,2513307,MASCULINO,0,1,1
PB,SANTA INÊS,2513356,MASCULINO,0,2,2
PB,SANTA LUZIA,2513406,MASCULINO,0,3,3
PB,SANTA RITA,2513703,FEMININO,0,2,2
PB,SANTA RITA,2513703,MASCULINO,0,8,8
PB,SANTA TERESINHA,2513802,FEMININO,0,1,1
PB,SANTA TERESINHA,2513802,MASCULINO,0,1,1
PB,SANTANA DE MANGUEIRA,2513505,FEMININO,0,1,1
PB,SANTANA DE MANGUEIRA,2513505,MASCULINO,0,1,1
PB,SANTANA DOS GARROTES,2513604,MASCULINO,0,2,2
PB,SANTARÉM,2513653,MASCULINO,0,3,3
PB,SANTO ANDRÉ,2513851,MASCULINO,0,3,3
PB,SÃO BENTINHO,2513927,FEMININO,0,1,1
PB,SÃO BENTINHO,2513927,MASCULINO,0,1,1
PB,SÃO BENTO,2513901,MASCULINO,0,3,3
PB,SÃO DOMINGOS DE POMBAL,2513968,FEMININO,0,1,1
PB,SÃO DOMINGOS DE POMBAL,2513968,MASCULINO,0,1,1
PB,SÃO DOMINGOS DO CARIRI,2513943,MASCULINO,0,2,2
PB,SÃO FRANCISCO,2513984,MASCULINO,0,2,2
PB,SÃO JOÃO DO CARIRI,2514008,MASCULINO,0,2,2
PB,SÃO JOÃO DO RIO DO PEIXE,2500700,MASCULINO,0,2,2
PB,SÃO JOÃO DO TIGRE,2514107,MASCULINO,0,2,2
PB,SÃO JOSÉ DA LAGOA TAPADA,2514206,MASCULINO,0,3,3
PB,SÃO JOSÉ DE CAIANA,2514305,MASCULINO,0,2,2
PB,SÃO JOSÉ DE ESPINHARAS,2514404,MASCULINO,0,2,2
PB,SÃO JOSÉ DE PIRANHAS,2514503,FEMININO,0,1,1
PB,SÃO JOSÉ DE PIRANHAS,2514503,MASCULINO,0,3,3
PB,SÃO JOSÉ DE PRINCESA,2514552,MASCULINO,0,3,3
PB,SÃO JOSÉ DO BONFIM,2514602,MASCULINO,0,3,3
PB,SÃO JOSÉ DO BREJO DO CRUZ,2514651,FEMININO,0,2,2
PB,SÃO JOSÉ DO SABUGI,2514701,MASCULINO,0,1,1
PB,SÃO JOSÉ DOS CORDEIROS,2514800,MASCULINO,0,2,2
PB,SÃO JOSÉ DOS RAMOS,2514453,MASCULINO,0,2,2
PB,SÃO MAMEDE,2514909,MASCULINO,0,2,2
PB,SÃO MIGUEL DE TAIPU,2515005,MASCULINO,0,3,3
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,FEMININO,0,1,1
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,MASCULINO,0,1,1
