codigo_ibge,candidaturas,sigla_uf,BRANCA,PARDA,PRETA,INDÍGENA,SEM INFORMAÇÃO,AMARELA
2303303,3,CE,1,2,0,0,0,0
2303402,2,CE,2,0,0,0,0,0
2303501,4,CE,0,4,0,0,0,0
2303600,2,CE,2,0,0,0,0,0
2303659,3,CE,1,2,0,0,0,0
2303709,9,CE,3,6,0,0,0,0
2303808,4,CE,3,1,0,0,0,0
2303907,3,CE,1,2,0,0,0,0
2303931,3,CE,1,2,0,0,0,0
2303956,2,CE,1,1,0,0,0,0
2304004,2,CE,2,0,0,0,0,0
2304103,5,CE,3,2,0,0,0,0
2304202,4,CE,3,0,1,0,0,0
2304236,2,CE,0,2,0,0,0,0
2304251,3,CE,0,3,0,0,0,0
2304269,2,CE,1,1,0,0,0,0
2304277,2,CE,2,0,0,0,0,0
2304285,3,CE,1,2,0,0,0,0
2304301,2,CE,2,0,0,0,0,0
2304350,2,CE,1,1,0,0,0,0
2304400,11,CE,7,4,0,0,0,0
2304459,2,CE,1,1,0,0,0,0
2304509,2,CE,1,1,0,0,0,0
2304608,3,CE,0,3,0,0,0,0
2304657,2,CE,1,1,0,0,0,0
2304707,2,CE,1,1,0,0,0,0
2304806,2,CE,1,1,0,0,0,0
2304905,4,CE,2,2,0,0,0,0
2304954,6,CE,1,3,1,0,1,0
2305001,3,CE,1,2,0,0,0,0
2305100,2,CE,1,1,0,0,0,0
2305209,3,CE,2,1,0,0,0,0
2305233,5,CE,2,3,0,0,0,0
2305266,4,CE,1,3,0,0,0,0
2305308,2,CE,1,1,0,0,0,0
2305332,2,CE,0,2,0,0,0,0
2305357,4,CE,0,4,0,0,0,0
2305407,5,CE,3,2,0,0,0,0
2305506,9,CE,4,4,0,1,0,0
2305605,4,CE,4,0,0,0,0,0
2305654,2,CE,1,1,0,0,0,0
2305704,4,CE,2,2,0,0,0,0
2305803,4,CE,2,1,0,0,1,0
2305902,4,CE,3,1,0,0,0,0
2306009,2,CE,1,1,0,0,0,0
2306108,2,CE,0,2,0,0,0,0
2306207,2,CE,1,1,0,0,0,0
2306256,3,CE,2,1,0,0,0,0
2306306,6,CE,3,3,0,0,0,0
2306405,5,CE,4,0,0,0,1,0
2306504,3,CE,0,3,0,0,0,0
2306553,4,CE,1,3,0,0,0,0
2306603,4,CE,1,3,0,0,0,0
2306702,1,CE,1,0,0,0,0,0
2306801,2,CE,2,0,0,0,0,0
2306900,5,CE,4,1,0,0,0,0
2307007,3,CE,3,0,0,0,0,0
2307106,3,CE,2,1,0,0,0,0
2307205,2,CE,1,1,0,0,0,0
2307254,5,CE,2,3,0,0,0,0
2307304,5,CE,3,1,1,0,0,0
2307403,3,CE,2,1,0,0,0,0
2307502,2,CE,1,1,0,0,0,0
2307601,8,CE,7,1,0,0,0,0
2307635,2,CE,1,1,0,0,0,0
2307650,6,CE,3,2,1,0,0,0
2307700,6,CE,2,4,0,0,0,0
2307809,4,CE,0,4,0,0,0,0
2307908,2,CE,2,0,0,0,0,0
2308005,5,CE,3,2,0,0,0,0
2308104,4,CE,1,3,0,0,0,0
2308203,2,CE,0,2,0,0,0,0
2308302,3,CE,1,1,1,0,0,0
2308351,2,CE,2,0,0,0,0,0
2308377,3,CE,3,0,0,0,0,0
2308401,2,CE,2,0,0,0,0,0
2308500,3,CE,2,1,0,0,0,0
2308609,2,CE,0,2,0,0,0,0
2308708,5,CE,4,1,0,0,0,0
2308807,2,CE,1,1,0,0,0,0
2308906,4,CE,0,4,0,0,0,0
2309003,2,CE,0,2,0,0,0,0
2309102,2,CE,0,2,0,0,0,0
2309201,2,CE,0,2,0,0,0,0
2309300,2,CE,2,0,0,0,0,0
2309409,2,CE,1,1,0,0,0,0
2309458,3,CE,1,2,0,0,0,0
2309508,3,CE,3,0,0,0,0,0
2309607,6,CE,2,3,1,0,0,0
2309706,5,CE,3,2,0,0,0,0
2309805,3,CE,2,1,0,0,0,0
2309904,2,CE,1,1,0,0,0,0
2310001,3,CE,1,2,0,0,0,0
2310100,3,CE,2,1,0,0,0,0
2310209,6,CE,4,2,0,0,0,0
2310258,4,CE,1,3,0,0,0,0
2310308,2,CE,1,1,0,0,0,0
2310407,4,CE,0,4,0,0,0,0
2310506,5,CE,5,0,0,0,0,0
2310605,2,CE,0,2,0,0,0,0
2310704,5,CE,2,3,0,0,0,0
2310803,2,CE,1,1,0,0,0,0
2310852,6,CE,1,5,0,0,0,0
2310902,3,CE,2,1,0,0,0,0
2310951,2,CE,1,1,0,0,0,0
2311009,3,CE,2,1,0,0,0,0
2311108,2,CE,2,0,0,0,0,0
2311207,3,CE,2,1,0,0,0,0
2311231,2,CE,1,0,1,0,0,0
2311264,2,CE,1,1,0,0,0,0
2311306,5,CE,1,2,1,0,1,0
2311355,3,CE,2,1,0,0,0,0
2311405,5,CE,2,3,0,0,0,0
2311504,2,CE,1,1,0,0,0,0
2311603,3,CE,0,3,0,0,0,0
2311702,3,CE,2,1,0,0,0,0
2311801,3,CE,0,3,0,0,0,0
2311900,4,CE,3,1,0,0,0,0
2311959,2,CE,1,1,0,0,0,0
2312205,2,CE,1,1,0,0,0,0
2312007,3,CE,1,2,0,0,0,0
2312106,3,CE,1,2,0,0,0,0
2312304,4,CE,3,1,0,0,0,0
2312403,6,CE,4,2,0,0,0,0
2312502,2,CE,2,0,0,0,0,0
2312601,5,CE,1,4,0,0,0,0
2312700,4,CE,1,2,1,0,0,0
2312809,3,CE,1,2,0,0,0,0
2312908,2,CE,2,0,0,0,0,0
2313005,3,CE,2,0,0,0,1,0
2313104,2,CE,2,0,0,0,0,0
2313203,4,CE,2,2,0,0,0,0
2313252,3,CE,2,1,0,0,0,0
2313302,6,CE,4,2,0,0,0,0
2313351,2,CE,1,1,0,0,0,0
2313401,5,CE,4,1,0,0,0,0
2313500,3,CE,3,0,0,0,0,0
2313559,4,CE,2,2,0,0,0,0
2313609,2,CE,1,1,0,0,0,0
2313708,3,CE,1,2,0,0,0,0
2313757,2,CE,0,1,0,0,0,1
2313807,3,CE,1,1,1,0,0,0
2313906,2,CE,0,2,0,0,0,0
2313955,2,CE,1,1,0,0,0,0
2314003,3,CE,1,2,0,0,0,0
2314102,5,CE,2,3,0,0,0,0
3200102,7,ES,5,2,0,0,0,0
3200169,4,ES,2,1,0,0,0,1
3200136,3,ES,3,0,0,0,0,0
3200201,7,ES,6,0,1,0,0,0
3200300,3,ES,3,0,0,0,0,0
3200359,3,ES,3,0,0,0,0,0
3200409,4,ES,3,0,1,0,0,0
3200508,7,ES,6,1,0,0,0,0
3200607,7,ES,3,4,0,0,0,0
3200706,3,ES,3,0,0,0,0,0
3200805,6,ES,3,2,1,0,0,0
3200904,3,ES,0,3,0,0,0,0
3201001,2,ES,2,0,0,0,0,0
3201100,6,ES,5,1,0,0,0,0
3201159,3,ES,3,0,0,0,0,0
3201209,13,ES,8,4,1,0,0,0
3201308,14,ES,5,8,1,0,0,0
3201407,7,ES,7,0,0,0,0,0
3201506,10,ES,7,1,2,0,0,0
3201605,6,ES,4,2,0,0,0,0
3201704,4,ES,4,0,0,0,0,0
3201803,3,ES,2,1,0,0,0,0
3201902,6,ES,5,1,0,0,0,0
3202009,3,ES,3,0,0,0,0,0
3202108,4,ES,1,3,0,0,0,0
3202207,3,ES,1,2,0,0,0,0
3202256,2,ES,2,0,0,0,0,0
3202306,3,ES,2,1,0,0,0,0
3202405,10,ES,6,3,1,0,0,0
3202454,3,ES,3,0,0,0,0,0
3202504,4,ES,3,1,0,0,0,0
3202553,4,ES,4,0,0,0,0,0
3202603,2,ES,2,0,0,0,0,0
3202652,3,ES,3,0,0,0,0,0
3202702,2,ES,2,0,0,0,0,0
3202801,4,ES,3,1,0,0,0,0
3202900,4,ES,1,3,0,0,0,0
3203007,4,ES,4,0,0,0,0,0
3203056,4,ES,1,3,0,0,0,0
3203106,2,ES,2,0,0,0,0,0
3203130,4,ES,3,1,0,0,0,0
3203163,3,ES,2,1,0,0,0,0
3203205,6,ES,4,1,1,0,0,0
3203304,2,ES,2,0,0,0,0,0
3203320,3,ES,3,0,0,0,0,0
3203346,3,ES,3,0,0,0,0,0
3203353,3,ES,2,0,1,0,0,0
3203403,5,ES,2,3,0,0,0,0
3203502,3,ES,1,2,0,0,0,0
3203601,3,ES,1,2,0,0,0,0
3203700,4,ES,3,1,0,0,0,0
3203809,4,ES,4,0,0,0,0,0
3203908,7,ES,5,2,0,0,0,0
3204005,5,ES,4,1,0,0,0,0
3204054,2,ES,2,0,0,0,0,0
3204104,6,ES,2,3,1,0,0,0
3204203,5,ES,2,3,0,0,0,0
3204252,2,ES,1,1,0,0,0,0
3204302,4,ES,3,1,0,0,0,0
3204351,4,ES,2,2,0,0,0,0
3204401,3,ES,3,0,0,0,0,0
3204500,2,ES,2,0,0,0,0,0
3204559,3,ES,2,1,0,0,0,0
3204609,5,ES,4,1,0,0,0,0
3204658,5,ES,4,1,0,0,0,0
3204708,8,ES,5,1,1,0,0,1
3204807,3,ES,3,0,0,0,0,0
3204906,10,ES,6,3,1,0,0,0
3204955,3,ES,3,0,0,0,0,0
3205002,9,ES,4,5,0,0,0,0
3205010,4,ES,2,2,0,0,0,0
3205036,6,ES,6,0,0,0,0,0
3205069,5,ES,5,0,0,0,0,0
3205101,6,ES,4,2,0,0,0,0
3205150,3,ES,1,2,0,0,0,0
3205176,6,ES,3,3,0,0,0,0
3205200,11,ES,9,2,0,0,0,0
3205309,14,ES,11,1,1,1,0,0
5200050,4,GO,0,4,0,0,0,0
5200100,4,GO,2,1,1,0,0,0
5200134,5,GO,4,1,0,0,0,0
5200159,5,GO,3,2,0,0,0,0
5200175,3,GO,1,2,0,0,0,0
5200209,2,GO,2,0,0,0,0,0
5200258,6,GO,3,3,0,0,0,0
5200308,3,GO,2,1,0,0,0,0
5200506,2,GO,2,0,0,0,0,0
5200555,5,GO,1,3,1,0,0,0
5200605,4,GO,1,2,1,0,0,0
5200803,3,GO,1,2,0,0,0,0
5200829,3,GO,0,3,0,0,0,0
5200852,2,GO,2,0,0,0,0,0
5200902,2,GO,2,0,0,0,0,0
5201108,9,GO,5,3,0,0,0,1
5201207,2,GO,1,1,0,0,0,0
5201306,5,GO,3,2,0,0,0,0
5201405,4,GO,4,0,0,0,0,0
5201454,6,GO,3,3,0,0,0,0
5201504,5,GO,4,1,0,0,0,0
5201603,1,GO,0,1,0,0,0,0
5201702,5,GO,2,3,0,0,0,0
5201801,6,GO,4,2,0,0,0,0
5202155,3,GO,2,1,0,0,0,0
5202353,3,GO,3,0,0,0,0,0
5202502,4,GO,3,1,0,0,0,0
5202601,3,GO,0,1,2,0,0,0
5202809,2,GO,1,1,0,0,0,0
5203104,2,GO,0,2,0,0,0,0
5203203,2,GO,2,0,0,0,0,0
5203302,3,GO,2,1,0,0,0,0
5203401,4,GO,2,2,0,0,0,0
5203500,3,GO,2,1,0,0,0,0
5203559,3,GO,3,0,0,0,0,0
5203575,3,GO,1,1,1,0,0,0
5203609,4,GO,2,1,0,0,1,0
5203807,2,GO,1,1,0,0,0,0
5203906,5,GO,2,3,0,0,0,0
5203939,3,GO,0,3,0,0,0,0
5203962,3,GO,3,0,0,0,0,0
5204003,2,GO,0,2,0,0,0,0
5204102,4,GO,2,2,0,0,0,0
5204201,2,GO,0,2,0,0,0,0
5204250,6,GO,2,4,0,0,0,0
5204300,4,GO,3,1,0,0,0,0
5204409,7,GO,6,1,0,0,0,0
5204508,5,GO,3,2,0,0,0,0
5204557,3,GO,2,1,0,0,0,0
5204607,2,GO,1,1,0,0,0,0
5204656,3,GO,2,1,0,0,0,0
5204706,4,GO,1,3,0,0,0,0
5204805,2,GO,1,1,0,0,0,0
5204854,3,GO,2,1,0,0,0,0
5204904,5,GO,2,2,1,0,0,0
5204953,4,GO,4,0,0,0,0,0
5205000,2,GO,1,1,0,0,0,0
5205059,2,GO,2,0,0,0,0,0
5205109,5,GO,4,1,0,0,0,0
5205208,4,GO,1,3,0,0,0,0
5205307,8,GO,3,4,1,0,0,0
5205406,2,GO,2,0,0,0,0,0
5205455,5,GO,2,3,0,0,0,0
5205471,2,GO,2,0,0,0,0,0
5205497,4,GO,2,2,0,0,0,0
5205513,6,GO,2,4,0,0,0,0
5205521,3,GO,0,2,1,0,0,0
5205703,2,GO,2,0,0,0,0,0
5205802,4,GO,1,2,1,0,0,0
5205901,2,GO,2,0,0,0,0,0
5206206,7,GO,6,0,0,0,0,1
5206305,4,GO,3,1,0,0,0,0
5206404,5,GO,2,3,0,0,0,0
5206503,2,GO,1,1,0,0,0,0
5206602,2,GO,2,0,0,0,0,0
5206701,2,GO,0,2,0,0,0,0
5206800,2,GO,0,2,0,0,0,0
5206909,1,GO,1,0,0,0,0,0
5207105,3,GO,2,1,0,0,0,0
5208301,3,GO,1,2,0,0,0,0
5207253,3,GO,1,0,0,0,0,2
5207352,3,GO,2,1,0,0,0,0
5207402,3,GO,0,2,1,0,0,0
5207501,2,GO,0,2,0,0,0,0
5207535,4,GO,1,3,0,0,0,0
5207600,3,GO,2,1,0,0,0,0
5207808,4,GO,3,1,0,0,0,0
5207907,3,GO,1,1,1,0,0,0
5208004,8,GO,3,4,1,0,0,0
5208103,2,GO,1,1,0,0,0,0
5208152,2,GO,2,0,0,0,0,0
5208400,6,GO,3,3,0,0,0,0
5208509,2,GO,1,1,0,0,0,0
5208608,5,GO,4,1,0,0,0,0
5208707,16,GO,8,7,1,0,0,0
5208806,4,GO,1,2,1,0,0,0
5208905,6,GO,2,4,0,0,0,0
5209101,5,GO,4,1,0,0,0,0
5209150,2,GO,2,0,0,0,0,0
5209200,3,GO,1,2,0,0,0,0
5209291,2,GO,1,1,0,0,0,0
5209408,2,GO,0,1,1,0,0,0
5209457,2,GO,0,2,0,0,0,0
5209606,3,GO,0,2,1,0,0,0
5209705,4,GO,3,1,0,0,0,0
5209804,3,GO,1,2,0,0,0,0
5209903,3,GO,1,2,0,0,0,0
5209937,2,GO,1,1,0,0,0,0
5209952,2,GO,2,0,0,0,0,0
5210000,3,GO,2,1,0,0,0,0
5210109,4,GO,3,0,1,0,0,0
5210158,2,GO,2,0,0,0,0,0
5210208,6,GO,3,3,0,0,0,0
5210307,2,GO,0,2,0,0,0,0
5210406,4,GO,3,1,0,0,0,0
5210562,3,GO,2,1,0,0,0,0
5210604,4,GO,1,3,0,0,0,0
5210802,2,GO,2,0,0,0,0,0
5210901,5,GO,3,2,0,0,0,0
5211008,2,GO,1,0,1,0,0,0
5211206,5,GO,2,3,0,0,0,0
5211305,3,GO,1,1,0,0,1,0
5211404,3,GO,3,0,0,0,0,0
5211503,5,GO,4,1,0,0,0,0
5211602,2,GO,1,1,0,0,0,0
5211701,3,GO,2,1,0,0,0,0
5211800,4,GO,3,1,0,0,0,0
5211909,6,GO,3,3,0,0,0,0
5212006,2,GO,0,1,1,0,0,0
5212055,4,GO,1,3,0,0,0,0
5212105,4,GO,3,1,0,0,0,0
5212204,3,GO,1,2,0,0,0,0
5212253,4,GO,4,0,0,0,0,0
5212303,3,GO,3,0,0,0,0,0
5212501,6,GO,4,2,0,0,0,0
5212600,1,GO,1,0,0,0,0,0
5212709,3,GO,1,2,0,0,0,0
5212808,3,GO,2,1,0,0,0,0
5212907,2,GO,0,2,0,0,0,0
5212956,3,GO,1,1,1,0,0,0
5213004,3,GO,1,2,0,0,0,0
5213053,3,GO,2,1,0,0,0,0
5213087,7,GO,3,4,0,0,0,0
5213103,2,GO,2,0,0,0,0,0
5213400,2,GO,1,1,0,0,0,0
5213509,3,GO,2,0,1,0,0,0
5213707,3,GO,1,1,0,0,0,1
5213756,5,GO,4,1,0,0,0,0
5213772,4,GO,1,3,0,0,0,0
5213806,6,GO,5,1,0,0,0,0
5213855,2,GO,1,1,0,0,0,0
5213905,2,GO,2,0,0,0,0,0
5214002,5,GO,2,3,0,0,0,0
5214051,3,GO,2,1,0,0,0,0
5214101,2,GO,2,0,0,0,0,0
5214408,5,GO,4,1,0,0,0,0
5214507,5,GO,2,3,0,0,0,0
5214606,5,GO,1,3,1,0,0,0
5214705,2,GO,1,1,0,0,0,0
5214804,2,GO,2,0,0,0,0,0
5214838,4,GO,3,1,0,0,0,0
5214861,3,GO,1,2,0,0,0,0
5214879,3,GO,1,2,0,0,0,0
5214903,4,GO,1,2,1,0,0,0
5215009,2,GO,2,0,0,0,0,0
5215207,3,GO,2,1,0,0,0,0
5215231,10,GO,6,4,0,0,0,0
5215256,2,GO,1,1,0,0,0,0
5215306,4,GO,3,0,1,0,0,0
5215405,2,GO,2,0,0,0,0,0
5215504,4,GO,3,1,0,0,0,0
5215603,5,GO,2,2,1,0,0,0
5215652,3,GO,2,1,0,0,0,0
5215702,5,GO,2,3,0,0,0,0
5215801,2,GO,2,0,0,0,0,0
5215900,3,GO,3,0,0,0,0,0
5216007,1,GO,0,0,0,0,0,1
5216304,5,GO,4,1,0,0,0,0
5216403,3,GO,2,1,0,0,0,0
5216452,2,GO,1,1,0,0,0,0
5216809,2,GO,1,1,0,0,0,0
5216908,2,GO,1,1,0,0,0,0
5217104,5,GO,4,1,0,0,0,0
5217203,4,GO,1,3,0,0,0,0
5217302,5,GO,4,0,1,0,0,0
5217401,7,GO,5,2,0,0,0,0
5217609,5,GO,1,3,1,0,0,0
5217708,4,GO,2,2,0,0,0,0
5218003,4,GO,3,0,1,0,0,0
5218052,2,GO,1,1,0,0,0,0
5218102,2,GO,2,0,0,0,0,0
5218300,8,GO,3,5,0,0,0,0
5218391,5,GO,3,1,1,0,0,0
5218508,6,GO,2,4,0,0,0,0
5218607,2,GO,1,1,0,0,0,0
5218706,3,GO,1,2,0,0,0,0
5218789,4,GO,3,1,0,0,0,0
5218805,5,GO,3,2,0,0,0,0
5218904,4,GO,2,2,0,0,0,0
5219001,4,GO,0,4,0,0,0,0
5219100,2,GO,0,2,0,0,0,0
5219209,2,GO,1,1,0,0,0,0
5219258,2,GO,2,0,0,0,0,0
5219308,2,GO,1,1,0,0,0,0
5219357,2,GO,2,0,0,0,0,0
5219407,4,GO,2,2,0,0,0,0
5219456,2,GO,0,2,0,0,0,0
5219506,2,GO,0,2,0,0,0,0
5219605,2,GO,1,1,0,0,0,0
5219704,4,GO,2,2,0,0,0,0
5219712,3,GO,2,1,0,0,0,0
5219738,3,GO,0,3,0,0,0,0
5219753,7,GO,3,4,0,0,0,0
5219803,3,GO,1,1,0,1,0,0
5219902,2,GO,0,2,0,0,0,0
5220009,4,GO,2,2,0,0,0,0
5220058,3,GO,0,2,1,0,0,0
5220108,4,GO,2,2,0,0,0,0
5220157,2,GO,1,1,0,0,0,0
5220207,3,GO,2,1,0,0,0,0
5220264,3,GO,2,1,0,0,0,0
5220280,3,GO,1,2,0,0,0,0
5220405,5,GO,3,2,0,0,0,0
5220454,4,GO,2,2,0,0,0,0
5220504,2,GO,2,0,0,0,0,0
5220603,4,GO,3,1,0,0,0,0
5220686,4,GO,1,3,0,0,0,0
5220702,2,GO,0,1,0,0,1,0
5221007,5,GO,3,2,0,0,0,0
5221080,3,GO,0,1,1,0,0,1
5221197,3,GO,0,3,0,0,0,0
5221304,2,GO,2,0,0,0,0,0
5221403,4,GO,3,1,0,0,0,0
5221452,2,GO,1,1,0,0,0,0
5221502,2,GO,1,1,0,0,0,0
5221551,4,GO,3,1,0,0,0,0
5221577,2,GO,1,1,0,0,0,0
5221601,4,GO,3,1,0,0,0,0
5221700,4,GO,4,0,0,0,0,0
5221809,2,GO,1,1,0,0,0,0
5221858,8,GO,4,2,2,0,0,0
5221908,3,GO,3,0,0,0,0,0
5222005,3,GO,2,1,0,0,0,0
5222054,2,GO,1,1,0,0,0,0
5222203,6,GO,1,4,1,0,0,0
5222302,3,GO,1,2,0,0,0,0
2100055,6,MA,1,4,1,0,0,0
2100105,3,MA,2,1,0,0,0,0
2100154,3,MA,1,2,0,0,0,0
2100204,4,MA,1,3,0,0,0,0
2100303,4,MA,1,2,1,0,0,0
2100402,3,MA,2,1,0,0,0,0
2100436,5,MA,0,4,1,0,0,0
2100477,3,MA,2,1,0,0,0,0
2100501,5,MA,0,5,0,0,0,0
2100550,5,MA,2,3,0,0,0,0
2100600,3,MA,2,1,0,0,0,0
2100709,5,MA,2,3,0,0,0,0
2100808,3,MA,1,2,0,0,0,0
2100832,5,MA,1,4,0,0,0,0
2100873,2,MA,1,1,0,0,0,0
2100907,11,MA,5,5,1,0,0,0
2100956,3,MA,2,1,0,0,0,0
2101004,3,MA,2,1,0,0,0,0
2101103,5,MA,1,4,0,0,0,0
2101202,7,MA,3,2,2,0,0,0
2101251,2,MA,0,2,0,0,0,0
2101301,3,MA,0,2,1,0,0,0
2101350,4,MA,0,3,1,0,0,0
2101400,2,MA,2,0,0,0,0,0
2101509,3,MA,0,2,1,0,0,0
2101608,4,MA,1,2,1,0,0,0
2101707,6,MA,2,4,0,0,0,0
2101772,3,MA,2,1,0,0,0,0
2101731,3,MA,2,1,0,0,0,0
2101806,2,MA,1,1,0,0,0,0
2101905,8,MA,2,6,0,0,0,0
2101939,2,MA,0,2,0,0,0,0
2101970,4,MA,0,4,0,0,0,0
2102002,5,MA,1,3,1,0,0,0
2102036,2,MA,0,2,0,0,0,0
2102077,4,MA,2,2,0,0,0,0
2102101,2,MA,2,0,0,0,0,0
2102150,2,MA,2,0,0,0,0,0
2102200,6,MA,0,6,0,0,0,0
2102309,2,MA,1,1,0,0,0,0
2102325,9,MA,2,7,0,0,0,0
2102358,3,MA,2,1,0,0,0,0
2102374,2,MA,1,1,0,0,0,0
2102408,3,MA,0,2,1,0,0,0
2102507,4,MA,1,3,0,0,0,0
2102556,3,MA,1,2,0,0,0,0
2102606,4,MA,0,4,0,0,0,0
2102705,3,MA,1,1,0,0,1,0
2102754,2,MA,0,2,0,0,0,0
2102804,3,MA,0,3,0,0,0,0
2102903,3,MA,2,1,0,0,0,0
2103000,8,MA,2,6,0,0,0,0
2103109,4,MA,1,2,1,0,0,0
2103125,4,MA,0,1,2,0,0,1
2103158,3,MA,0,3,0,0,0,0
2103174,4,MA,0,4,0,0,0,0
2103208,7,MA,4,3,0,0,0,0
2103257,3,MA,2,1,0,0,0,0
2103307,3,MA,1,2,0,0,0,0
2103406,6,MA,1,5,0,0,0,0
2103505,3,MA,1,2,0,0,0,0
2103554,3,MA,1,2,0,0,0,0
2103604,5,MA,3,2,0,0,0,0
2103703,4,MA,3,1,0,0,0,0
2103752,5,MA,1,4,0,0,0,0
2103802,2,MA,2,0,0,0,0,0
2103901,3,MA,0,2,1,0,0,0
2104008,4,MA,3,1,0,0,0,0
2104057,4,MA,2,2,0,0,0,0
2104073,2,MA,1,1,0,0,0,0
2104081,2,MA,1,1,0,0,0,0
2104099,2,MA,1,1,0,0,0,0
2104107,2,MA,2,0,0,0,0,0
2104206,2,MA,1,1,0,0,0,0
2104305,2,MA,2,0,0,0,0,0
2104404,2,MA,1,1,0,0,0,0
2104503,2,MA,1,1,0,0,0,0
2104552,3,MA,1,2,0,0,0,0
2104602,3,MA,0,2,1,0,0,0
2104628,3,MA,1,2,0,0,0,0
2104651,3,MA,2,1,0,0,0,0
2104677,7,MA,2,5,0,0,0,0
2104701,3,MA,1,2,0,0,0,0
2104800,5,MA,1,2,2,0,0,0
2104909,3,MA,1,2,0,0,0,0
2105005,3,MA,1,2,0,0,0,0
2105104,6,MA,2,3,1,0,0,0
2105153,2,MA,0,2,0,0,0,0
2105203,2,MA,1,1,0,0,0,0
2105302,11,MA,3,7,0,0,1,0
2105351,4,MA,2,0,2,0,0,0
2105401,5,MA,2,3,0,0,0,0
2105427,5,MA,1,4,0,0,0,0
2105450,2,MA,0,2,0,0,0,0
2105476,2,MA,0,2,0,0,0,0
2105500,6,MA,1,5,0,0,0,0
2105609,2,MA,0,1,1,0,0,0
2105658,2,MA,2,0,0,0,0,0
2105708,3,MA,1,2,0,0,0,0
2105807,2,MA,1,1,0,0,0,0
2105948,2,MA,1,1,0,0,0,0
2105906,5,MA,3,2,0,0,0,0
2105922,3,MA,0,3,0,0,0,0
2105963,3,MA,3,0,0,0,0,0
2105989,3,MA,3,0,0,0,0,0
2106003,2,MA,1,1,0,0,0,0
2106102,4,MA,1,3,0,0,0,0
2106201,2,MA,0,2,0,0,0,0
2106300,4,MA,0,4,0,0,0,0
2106326,5,MA,3,1,0,0,0,1
2106359,2,MA,2,0,0,0,0,0
2106375,3,MA,0,3,0,0,0,0
2106409,3,MA,1,1,1,0,0,0
2106508,3,MA,2,1,0,0,0,0
2106607,2,MA,0,2,0,0,0,0
2106631,4,MA,2,1,1,0,0,0
2106672,3,MA,1,2,0,0,0,0
2106706,2,MA,1,1,0,0,0,0
2106755,3,MA,1,2,0,0,0,0
2106805,3,MA,3,0,0,0,0,0
2106904,3,MA,2,1,0,0,0,0
2107001,5,MA,1,4,0,0,0,0
2107100,3,MA,0,3,0,0,0,0
2107209,3,MA,1,2,0,0,0,0
2107258,2,MA,1,1,0,0,0,0
2107308,2,MA,0,2,0,0,0,0
2107357,3,MA,2,1,0,0,0,0
2107407,2,MA,1,0,0,0,1,0
2107456,3,MA,3,0,0,0,0,0
2107506,7,MA,1,6,0,0,0,0
2107605,2,MA,1,0,1,0,0,0
2107704,3,MA,1,2,0,0,0,0
2107803,4,MA,2,2,0,0,0,0
2107902,2,MA,1,1,0,0,0,0
2108009,2,MA,2,0,0,0,0,0
2108058,4,MA,1,3,0,0,0,0
2108108,2,MA,1,1,0,0,0,0
2108207,6,MA,3,3,0,0,0,0
2108256,6,MA,1,5,0,0,0,0
2108306,4,MA,2,2,0,0,0,0
2108405,4,MA,1,2,1,0,0,0
2108454,2,MA,0,2,0,0,0,0
2108504,2,MA,2,0,0,0,0,0
2108603,5,MA,2,2,1,0,0,0
2108702,3,MA,1,2,0,0,0,0
2108801,4,MA,0,4,0,0,0,0
2108900,3,MA,0,3,0,0,0,0
2109007,3,MA,0,3,0,0,0,0
2109056,3,MA,2,0,1,0,0,0
2109106,3,MA,1,2,0,0,0,0
2109205,3,MA,2,0,1,0,0,0
2109239,2,MA,1,0,1,0,0,0
2109270,4,MA,2,2,0,0,0,0
2109304,5,MA,4,1,0,0,0,0
2109403,3,MA,2,1,0,0,0,0
2109452,4,MA,2,2,0,0,0,0
2109502,3,MA,0,3,0,0,0,0
2109551,4,MA,3,1,0,0,0,0
2109601,4,MA,4,0,0,0,0,0
2109700,2,MA,1,1,0,0,0,0
2109759,2,MA,1,1,0,0,0,0
2109809,4,MA,1,2,0,0,0,1
2109908,7,MA,1,5,1,0,0,0
2110005,5,MA,2,3,0,0,0,0
2110039,4,MA,2,2,0,0,0,0
2110104,4,MA,2,2,0,0,0,0
2110203,2,MA,1,1,0,0,0,0
2110237,3,MA,1,2,0,0,0,0
2110278,4,MA,1,3,0,0,0,0
2110302,3,MA,1,1,1,0,0,0
2110401,3,MA,2,1,0,0,0,0
2110500,6,MA,2,3,1,0,0,0
2110609,4,MA,0,4,0,0,0,0
2110658,2,MA,1,1,0,0,0,0
2110708,3,MA,3,0,0,0,0,0
2110807,2,MA,1,1,0,0,0,0
2110856,3,MA,0,3,0,0,0,0
2110906,2,MA,1,1,0,0,0,0
2111003,5,MA,3,2,0,0,0,0
2111029,3,MA,0,3,0,0,0,0
2111052,3,MA,2,1,0,0,0,0
2111078,3,MA,1,1,1,0,0,0
2111102,2,MA,0,2,0,0,0,0
2111201,6,MA,3,2,1,0,0,0
2111250,3,MA,0,3,0,0,0,0
2111300,12,MA,7,2,3,0,0,0
2111409,3,MA,1,2,0,0,0,0
2111508,4,MA,3,1,0,0,0,0
2111532,5,MA,1,3,1,0,0,0
2111573,2,MA,1,1,0,0,0,0
2111607,3,MA,1,2,0,0,0,0
2111631,2,MA,0,2,0,0,0,0
2111672,3,MA,1,2,0,0,0,0
