codigo_ibge,candidaturas,sigla_uf,BRANCA,PARDA,PRETA,INDÍGENA,SEM INFORMAÇÃO,AMARELA
2111706,4,MA,1,2,1,0,0,0
2111722,2,MA,1,1,0,0,0,0
2111748,2,MA,0,2,0,0,0,0
2111763,4,MA,0,4,0,0,0,0
2111789,2,MA,1,0,1,0,0,0
2111805,3,MA,1,2,0,0,0,0
2111904,5,MA,1,3,0,0,0,1
2111953,3,MA,2,1,0,0,0,0
2112001,3,MA,2,1,0,0,0,0
2112100,5,MA,1,4,0,0,0,0
2112209,6,MA,0,5,1,0,0,0
2112233,2,MA,2,0,0,0,0,0
2112274,4,MA,3,1,0,0,0,0
2112308,2,MA,1,1,0,0,0,0
2112407,6,MA,2,4,0,0,0,0
2112456,5,MA,2,3,0,0,0,0
2112506,9,MA,4,4,1,0,0,0
2112605,4,MA,0,4,0,0,0,0
2112704,3,MA,0,3,0,0,0,0
2112803,7,MA,1,5,1,0,0,0
2112852,3,MA,1,1,1,0,0,0
2112902,5,MA,3,1,0,0,1,0
2113009,4,MA,0,4,0,0,0,0
2114007,3,MA,2,1,0,0,0,0
3100104,2,MG,1,1,0,0,0,0
3100203,5,MG,5,0,0,0,0,0
3100302,2,MG,1,1,0,0,0,0
3100401,3,MG,1,2,0,0,0,0
3100500,3,MG,3,0,0,0,0,0
3100609,4,MG,1,3,0,0,0,0
3100708,3,MG,3,0,0,0,0,0
3100807,1,MG,1,0,0,0,0,0
3100906,6,MG,2,4,0,0,0,0
3101003,5,MG,0,5,0,0,0,0
3101102,4,MG,3,1,0,0,0,0
3101201,4,MG,3,0,1,0,0,0
3101300,1,MG,1,0,0,0,0,0
3101409,2,MG,2,0,0,0,0,0
3101508,4,MG,4,0,0,0,0,0
3101607,8,MG,7,1,0,0,0,0
3101631,4,MG,3,1,0,0,0,0
3101706,3,MG,1,2,0,0,0,0
3101805,3,MG,2,1,0,0,0,0
3101904,3,MG,2,1,0,0,0,0
3102001,2,MG,2,0,0,0,0,0
3102050,3,MG,3,0,0,0,0,0
3153509,3,MG,3,0,0,0,0,0
3102100,3,MG,3,0,0,0,0,0
3102209,2,MG,0,2,0,0,0,0
3102308,3,MG,1,2,0,0,0,0
3102407,4,MG,0,3,1,0,0,0
3102506,3,MG,3,0,0,0,0,0
3102605,3,MG,3,0,0,0,0,0
3102803,2,MG,2,0,0,0,0,0
3102852,3,MG,2,1,0,0,0,0
3102902,4,MG,3,1,0,0,0,0
3103009,3,MG,2,1,0,0,0,0
3103108,2,MG,2,0,0,0,0,0
3103207,4,MG,1,2,0,0,1,0
3103306,2,MG,1,0,0,0,1,0
3103405,4,MG,2,1,1,0,0,0
3103504,8,MG,5,3,0,0,0,0
3103603,2,MG,2,0,0,0,0,0
3103702,1,MG,0,1,0,0,0,0
3103751,3,MG,2,1,0,0,0,0
3103801,3,MG,3,0,0,0,0,0
3103900,5,MG,5,0,0,0,0,0
3104007,6,MG,3,2,1,0,0,0
3104106,3,MG,3,0,0,0,0,0
3104205,3,MG,2,1,0,0,0,0
3104304,3,MG,2,1,0,0,0,0
3104403,2,MG,2,0,0,0,0,0
3104452,3,MG,2,1,0,0,0,0
3104502,2,MG,2,0,0,0,0,0
3104601,2,MG,2,0,0,0,0,0
3104700,3,MG,1,2,0,0,0,0
3104809,3,MG,0,3,0,0,0,0
3104908,3,MG,3,0,0,0,0,0
3105004,7,MG,1,6,0,0,0,0
3105103,4,MG,4,0,0,0,0,0
3105202,2,MG,1,1,0,0,0,0
3105301,2,MG,2,0,0,0,0,0
3105400,3,MG,1,2,0,0,0,0
3105509,2,MG,1,1,0,0,0,0
3105608,9,MG,7,2,0,0,0,0
3105707,2,MG,1,1,0,0,0,0
3105905,3,MG,3,0,0,0,0,0
3106002,4,MG,3,1,0,0,0,0
3106101,3,MG,2,1,0,0,0,0
3106200,16,MG,13,2,1,0,0,0
3106309,3,MG,3,0,0,0,0,0
3106408,2,MG,2,0,0,0,0,0
3106507,2,MG,0,2,0,0,0,0
3106655,2,MG,0,2,0,0,0,0
3106606,2,MG,1,1,0,0,0,0
3106705,8,MG,7,0,1,0,0,0
3106804,2,MG,2,0,0,0,0,0
3106903,2,MG,2,0,0,0,0,0
3107000,2,MG,2,0,0,0,0,0
3107109,3,MG,1,0,2,0,0,0
3107208,4,MG,3,1,0,0,0,0
3107307,4,MG,0,4,0,0,0,0
3107406,4,MG,3,0,0,0,1,0
3107505,2,MG,2,0,0,0,0,0
3107604,2,MG,1,1,0,0,0,0
3107703,2,MG,0,2,0,0,0,0
3107802,4,MG,0,4,0,0,0,0
3107901,2,MG,2,0,0,0,0,0
3108008,3,MG,2,0,1,0,0,0
3108107,3,MG,3,0,0,0,0,0
3108206,4,MG,2,2,0,0,0,0
3108255,2,MG,0,2,0,0,0,0
3108305,5,MG,5,0,0,0,0,0
3108404,3,MG,3,0,0,0,0,0
3108503,4,MG,2,2,0,0,0,0
3108701,2,MG,2,0,0,0,0,0
3108552,4,MG,1,2,0,0,1,0
3108602,6,MG,2,4,0,0,0,0
3108800,2,MG,1,1,0,0,0,0
3108909,3,MG,3,0,0,0,0,0
3109006,6,MG,4,2,0,0,0,0
3109105,2,MG,2,0,0,0,0,0
3109204,4,MG,2,2,0,0,0,0
3109253,3,MG,1,2,0,0,0,0
3109303,3,MG,2,0,1,0,0,0
3109402,10,MG,3,7,0,0,0,0
3109451,3,MG,1,1,0,0,0,1
3109501,2,MG,2,0,0,0,0,0
3109600,3,MG,0,3,0,0,0,0
3109709,3,MG,3,0,0,0,0,0
3102704,2,MG,1,1,0,0,0,0
3109808,3,MG,3,0,0,0,0,0
3109907,3,MG,1,1,0,0,1,0
3110004,5,MG,2,3,0,0,0,0
3110103,2,MG,2,0,0,0,0,0
3110202,2,MG,2,0,0,0,0,0
3110301,3,MG,3,0,0,0,0,0
3110400,2,MG,2,0,0,0,0,0
3110509,4,MG,4,0,0,0,0,0
3110608,4,MG,4,0,0,0,0,0
3110707,5,MG,1,1,3,0,0,0
3110806,2,MG,1,1,0,0,0,0
3110905,3,MG,1,1,1,0,0,0
3111002,2,MG,2,0,0,0,0,0
3111101,5,MG,5,0,0,0,0,0
3111150,2,MG,0,2,0,0,0,0
3111200,5,MG,3,2,0,0,0,0
3111309,4,MG,2,2,0,0,0,0
3111408,3,MG,3,0,0,0,0,0
3111507,4,MG,4,0,0,0,0,0
3111606,5,MG,5,0,0,0,0,0
3111903,4,MG,4,0,0,0,0,0
3111705,3,MG,3,0,0,0,0,0
3111804,4,MG,2,2,0,0,0,0
3112000,2,MG,2,0,0,0,0,0
3112059,4,MG,1,3,0,0,0,0
3112109,3,MG,3,0,0,0,0,0
3112208,3,MG,2,1,0,0,0,0
3112307,4,MG,0,2,2,0,0,0
3112406,4,MG,3,1,0,0,0,0
3112505,4,MG,1,2,1,0,0,0
3112604,3,MG,2,1,0,0,0,0
3112653,4,MG,2,1,0,0,1,0
3112703,4,MG,2,1,1,0,0,0
3112802,2,MG,2,0,0,0,0,0
3112901,4,MG,2,1,1,0,0,0
3113008,2,MG,1,1,0,0,0,0
3113107,2,MG,0,2,0,0,0,0
3113206,2,MG,2,0,0,0,0,0
3113305,5,MG,5,0,0,0,0,0
3113404,4,MG,1,3,0,0,0,0
3113503,4,MG,1,3,0,0,0,0
3113602,2,MG,2,0,0,0,0,0
3113701,4,MG,2,2,0,0,0,0
3113800,2,MG,1,1,0,0,0,0
3113909,3,MG,2,1,0,0,0,0
3114006,3,MG,3,0,0,0,0,0
3114105,3,MG,3,0,0,0,0,0
3114204,1,MG,1,0,0,0,0,0
3114303,4,MG,3,1,0,0,0,0
3114402,7,MG,7,0,0,0,0,0
3114501,4,MG,3,0,1,0,0,0
3114550,2,MG,2,0,0,0,0,0
3114600,2,MG,2,0,0,0,0,0
3114709,2,MG,2,0,0,0,0,0
3114808,3,MG,3,0,0,0,0,0
3114907,2,MG,1,1,0,0,0,0
3115003,2,MG,2,0,0,0,0,0
3115102,7,MG,6,1,0,0,0,0
3115300,8,MG,6,2,0,0,0,0
3115359,2,MG,1,1,0,0,0,0
3115409,3,MG,0,3,0,0,0,0
3115458,4,MG,0,3,1,0,0,0
3115474,2,MG,2,0,0,0,0,0
3115508,3,MG,2,0,1,0,0,0
3115607,2,MG,1,0,1,0,0,0
3115706,2,MG,1,1,0,0,0,0
3115805,2,MG,2,0,0,0,0,0
3115904,3,MG,2,1,0,0,0,0
3116001,2,MG,2,0,0,0,0,0
3116100,2,MG,0,2,0,0,0,0
3116159,4,MG,3,1,0,0,0,0
3116209,4,MG,4,0,0,0,0,0
3116308,2,MG,2,0,0,0,0,0
3116407,2,MG,2,0,0,0,0,0
3116506,2,MG,0,2,0,0,0,0
3116605,4,MG,4,0,0,0,0,0
3116704,4,MG,4,0,0,0,0,0
3116803,2,MG,1,1,0,0,0,0
3116902,2,MG,2,0,0,0,0,0
3117009,5,MG,2,3,0,0,0,0
3117108,3,MG,2,1,0,0,0,0
3115201,2,MG,1,1,0,0,0,0
3117306,2,MG,2,0,0,0,0,0
3117207,2,MG,1,1,0,0,0,0
3117405,2,MG,2,0,0,0,0,0
3117504,2,MG,0,2,0,0,0,0
3117603,5,MG,2,3,0,0,0,0
3117702,3,MG,1,2,0,0,0,0
3117801,2,MG,2,0,0,0,0,0
3117836,3,MG,0,3,0,0,0,0
3117876,5,MG,2,3,0,0,0,0
3117900,2,MG,2,0,0,0,0,0
3118007,7,MG,5,1,1,0,0,0
3118106,2,MG,1,1,0,0,0,0
3118205,3,MG,3,0,0,0,0,0
3118304,8,MG,8,0,0,0,0,0
3118403,4,MG,1,2,0,0,1,0
3118502,1,MG,1,0,0,0,0,0
3118601,16,MG,9,5,2,0,0,0
3118700,2,MG,1,1,0,0,0,0
3118809,5,MG,2,3,0,0,0,0
3118908,3,MG,0,3,0,0,0,0
3119005,3,MG,3,0,0,0,0,0
3119104,4,MG,1,3,0,0,0,0
3119203,4,MG,2,2,0,0,0,0
3119302,3,MG,3,0,0,0,0,0
3119401,6,MG,3,2,1,0,0,0
3119500,3,MG,1,2,0,0,0,0
3119609,6,MG,4,2,0,0,0,0
3119708,1,MG,1,0,0,0,0,0
3119807,2,MG,2,0,0,0,0,0
3119906,2,MG,2,0,0,0,0,0
3119955,3,MG,2,1,0,0,0,0
3120003,2,MG,0,2,0,0,0,0
3120102,3,MG,1,2,0,0,0,0
3120151,2,MG,1,1,0,0,0,0
3120201,2,MG,2,0,0,0,0,0
3120300,3,MG,2,0,1,0,0,0
3120409,3,MG,3,0,0,0,0,0
3120508,3,MG,3,0,0,0,0,0
3120607,2,MG,2,0,0,0,0,0
3120706,2,MG,2,0,0,0,0,0
3120805,3,MG,3,0,0,0,0,0
3120839,2,MG,1,1,0,0,0,0
3120870,2,MG,0,2,0,0,0,0
3120904,4,MG,4,0,0,0,0,0
3121001,3,MG,2,0,1,0,0,0
3121100,3,MG,2,1,0,0,0,0
3121209,3,MG,3,0,0,0,0,0
3121258,1,MG,1,0,0,0,0,0
3121308,2,MG,2,0,0,0,0,0
3121407,5,MG,4,0,1,0,0,0
3121506,2,MG,2,0,0,0,0,0
3121605,2,MG,0,1,1,0,0,0
3121704,1,MG,1,0,0,0,0,0
3121803,2,MG,2,0,0,0,0,0
3121902,3,MG,3,0,0,0,0,0
3122009,2,MG,1,1,0,0,0,0
3122108,2,MG,0,1,1,0,0,0
3122207,3,MG,0,2,0,0,1,0
3122306,9,MG,8,1,0,0,0,0
3122355,2,MG,0,2,0,0,0,0
3122405,2,MG,1,0,1,0,0,0
3122454,4,MG,2,2,0,0,0,0
3122470,4,MG,0,3,0,0,1,0
3122504,2,MG,2,0,0,0,0,0
3122603,4,MG,1,3,0,0,0,0
3122702,3,MG,2,1,0,0,0,0
3122801,3,MG,3,0,0,0,0,0
3122900,3,MG,3,0,0,0,0,0
3123007,3,MG,3,0,0,0,0,0
3123106,2,MG,1,1,0,0,0,0
3123205,3,MG,3,0,0,0,0,0
3123304,2,MG,1,1,0,0,0,0
3123403,3,MG,2,1,0,0,0,0
3123502,2,MG,2,0,0,0,0,0
3123528,2,MG,2,0,0,0,0,0
3123601,4,MG,3,0,1,0,0,0
3123700,2,MG,2,0,0,0,0,0
3123809,3,MG,0,2,1,0,0,0
3123858,3,MG,2,1,0,0,0,0
3123908,4,MG,4,0,0,0,0,0
3124005,2,MG,0,0,0,0,0,2
3124104,10,MG,6,4,0,0,0,0
3124203,4,MG,2,1,1,0,0,0
3124302,5,MG,3,2,0,0,0,0
3124401,2,MG,2,0,0,0,0,0
3124500,2,MG,2,0,0,0,0,0
3124609,2,MG,2,0,0,0,0,0
3124708,2,MG,2,0,0,0,0,0
3124807,2,MG,1,1,0,0,0,0
3124906,2,MG,2,0,0,0,0,0
3125002,3,MG,1,2,0,0,0,0
3125101,3,MG,2,1,0,0,0,0
3125200,2,MG,2,0,0,0,0,0
3125309,2,MG,2,0,0,0,0,0
3125408,2,MG,2,0,0,0,0,0
3125606,4,MG,0,4,0,0,0,0
3125705,4,MG,0,4,0,0,0,0
3125804,2,MG,0,2,0,0,0,0
3125903,4,MG,3,1,0,0,0,0
3125952,3,MG,3,0,0,0,0,0
3126000,2,MG,1,1,0,0,0,0
3126109,2,MG,2,0,0,0,0,0
3126208,2,MG,2,0,0,0,0,0
3126307,2,MG,2,0,0,0,0,0
3126406,2,MG,1,1,0,0,0,0
3126505,2,MG,0,2,0,0,0,0
3126604,3,MG,2,1,0,0,0,0
3126703,3,MG,2,1,0,0,0,0
3126752,2,MG,1,1,0,0,0,0
3126802,2,MG,0,2,0,0,0,0
3126901,5,MG,2,3,0,0,0,0
3126950,2,MG,0,2,0,0,0,0
3127008,3,MG,3,0,0,0,0,0
3127057,2,MG,0,2,0,0,0,0
3127073,3,MG,1,2,0,0,0,0
3127107,7,MG,6,1,0,0,0,0
3127206,4,MG,1,3,0,0,0,0
3127305,3,MG,2,1,0,0,0,0
3127339,2,MG,0,2,0,0,0,0
3127354,3,MG,1,2,0,0,0,0
3127370,2,MG,1,1,0,0,0,0
3127388,3,MG,3,0,0,0,0,0
3127404,3,MG,3,0,0,0,0,0
3127503,2,MG,0,2,0,0,0,0
3127602,2,MG,1,1,0,0,0,0
3127701,12,MG,6,5,1,0,0,0
3127800,2,MG,0,1,1,0,0,0
3127909,2,MG,2,0,0,0,0,0
3128006,3,MG,1,2,0,0,0,0
3128105,2,MG,1,1,0,0,0,0
3128204,3,MG,2,1,0,0,0,0
3128253,3,MG,1,1,0,0,1,0
3128303,2,MG,2,0,0,0,0,0
3128402,4,MG,2,0,2,0,0,0
3128501,2,MG,2,0,0,0,0,0
3128600,3,MG,2,1,0,0,0,0
3128709,5,MG,5,0,0,0,0,0
3128808,3,MG,2,0,1,0,0,0
3128907,3,MG,2,1,0,0,0,0
3129004,2,MG,2,0,0,0,0,0
3129103,3,MG,3,0,0,0,0,0
3129202,3,MG,3,0,0,0,0,0
3129301,4,MG,2,2,0,0,0,0
3129400,4,MG,4,0,0,0,0,0
3129509,5,MG,5,0,0,0,0,0
3129608,5,MG,4,0,1,0,0,0
3129657,5,MG,0,5,0,0,0,0
3129707,6,MG,4,1,1,0,0,0
3129806,6,MG,3,3,0,0,0,0
3129905,1,MG,1,0,0,0,0,0
3130002,2,MG,2,0,0,0,0,0
3130051,2,MG,1,1,0,0,0,0
3130101,4,MG,3,1,0,0,0,0
3130200,3,MG,2,1,0,0,0,0
3130309,3,MG,3,0,0,0,0,0
3130408,4,MG,3,0,1,0,0,0
3130507,4,MG,3,1,0,0,0,0
3130556,4,MG,3,0,1,0,0,0
3130606,5,MG,5,0,0,0,0,0
3130655,2,MG,1,1,0,0,0,0
3130705,3,MG,2,1,0,0,0,0
3130804,2,MG,2,0,0,0,0,0
3130903,3,MG,2,1,0,0,0,0
3131000,2,MG,0,1,1,0,0,0
3131109,2,MG,0,2,0,0,0,0
3131158,2,MG,2,0,0,0,0,0
3131208,4,MG,2,1,1,0,0,0
3131307,9,MG,3,5,1,0,0,0
3131406,3,MG,2,1,0,0,0,0
3131505,2,MG,2,0,0,0,0,0
3131604,2,MG,2,0,0,0,0,0
3131703,6,MG,4,1,1,0,0,0
3131802,2,MG,2,0,0,0,0,0
3131901,4,MG,3,0,1,0,0,0
3132008,3,MG,1,2,0,0,0,0
3132107,4,MG,2,1,1,0,0,0
3132206,2,MG,2,0,0,0,0,0
3132305,3,MG,0,2,1,0,0,0
3132404,6,MG,5,0,1,0,0,0
3132503,3,MG,1,2,0,0,0,0
3132602,2,MG,2,0,0,0,0,0
3132701,5,MG,2,3,0,0,0,0
3132800,2,MG,1,1,0,0,0,0
3132909,2,MG,2,0,0,0,0,0
3133006,2,MG,2,0,0,0,0,0
3133105,4,MG,4,0,0,0,0,0
3133204,2,MG,1,1,0,0,0,0
3133303,4,MG,2,1,1,0,0,0
3133402,3,MG,3,0,0,0,0,0
3133501,2,MG,2,0,0,0,0,0
3133600,2,MG,2,0,0,0,0,0
3133709,3,MG,1,2,0,0,0,0
3133758,3,MG,3,0,0,0,0,0
3133808,6,MG,6,0,0,0,0,0
3133907,3,MG,1,1,1,0,0,0
3134004,1,MG,0,1,0,0,0,0
3134103,3,MG,3,0,0,0,0,0
3134202,6,MG,5,1,0,0,0,0
3134301,4,MG,2,1,1,0,0,0
3134400,4,MG,4,0,0,0,0,0
3134509,3,MG,3,0,0,0,0,0
3134608,4,MG,3,1,0,0,0,0
3134707,2,MG,1,1,0,0,0,0
3134806,4,MG,4,0,0,0,0,0
3134905,3,MG,3,0,0,0,0,0
3135001,2,MG,2,0,0,0,0,0
3135050,6,MG,0,6,0,0,0,0
3135076,2,MG,2,0,0,0,0,0
3135100,8,MG,3,3,1,0,1,0
3135209,9,MG,4,3,2,0,0,0
3135308,2,MG,1,1,0,0,0,0
3135357,3,MG,0,3,0,0,0,0
3135407,3,MG,2,1,0,0,0,0
3135456,2,MG,1,0,1,0,0,0
3135506,3,MG,1,1,1,0,0,0
3135605,4,MG,2,1,1,0,0,0
3135704,4,MG,1,3,0,0,0,0
3135803,4,MG,1,3,0,0,0,0
3135902,2,MG,2,0,0,0,0,0
3136009,2,MG,0,2,0,0,0,0
3136108,4,MG,2,2,0,0,0,0
3136207,5,MG,3,2,0,0,0,0
3136306,2,MG,1,1,0,0,0,0
3136405,2,MG,0,1,1,0,0,0
3136504,2,MG,1,1,0,0,0,0
3136520,2,MG,0,2,0,0,0,0
3136553,2,MG,2,0,0,0,0,0
3136579,2,MG,0,2,0,0,0,0
3136652,4,MG,3,1,0,0,0,0
3136702,11,MG,8,2,1,0,0,0
3136801,4,MG,0,4,0,0,0,0
3136900,3,MG,3,0,0,0,0,0
3136959,2,MG,1,1,0,0,0,0
3137007,3,MG,2,1,0,0,0,0
3137106,5,MG,5,0,0,0,0,0
3137205,6,MG,4,2,0,0,0,0
3137304,4,MG,1,3,0,0,0,0
3137403,2,MG,2,0,0,0,0,0
3137502,2,MG,2,0,0,0,0,0
3137536,2,MG,2,0,0,0,0,0
3137601,6,MG,2,2,2,0,0,0
3137700,2,MG,2,0,0,0,0,0
3137809,8,MG,4,4,0,0,0,0
3137908,2,MG,1,1,0,0,0,0
3138005,3,MG,3,0,0,0,0,0
3138104,2,MG,0,2,0,0,0,0
3138203,5,MG,5,0,0,0,0,0
3138302,2,MG,2,0,0,0,0,0
3138351,3,MG,2,1,0,0,0,0
3138401,6,MG,5,0,1,0,0,0
3138500,5,MG,5,0,0,0,0,0
3138609,4,MG,4,0,0,0,0,0
3138625,3,MG,1,2,0,0,0,0
3138658,3,MG,2,1,0,0,0,0
3138674,3,MG,3,0,0,0,0,0
3138682,3,MG,0,2,1,0,0,0
3138708,3,MG,2,0,1,0,0,0
3138807,3,MG,2,0,1,0,0,0
3138906,3,MG,1,2,0,0,0,0
3139003,4,MG,3,1,0,0,0,0
3139102,4,MG,4,0,0,0,0,0
3139201,5,MG,4,1,0,0,0,0
3139250,2,MG,0,2,0,0,0,0
3139300,6,MG,2,3,1,0,0,0
3139409,5,MG,5,0,0,0,0,0
3139508,7,MG,3,4,0,0,0,0
3139607,3,MG,3,0,0,0,0,0
3139805,2,MG,1,1,0,0,0,0
3139706,3,MG,2,1,0,0,0,0
3139904,5,MG,4,0,1,0,0,0
3140001,6,MG,5,0,1,0,0,0
3140100,2,MG,2,0,0,0,0,0
3140159,5,MG,3,2,0,0,0,0
3140209,2,MG,2,0,0,0,0,0
3140308,3,MG,2,1,0,0,0,0
3140407,2,MG,1,1,0,0,0,0
3140506,3,MG,2,1,0,0,0,0
3140530,2,MG,1,1,0,0,0,0
3140555,5,MG,1,4,0,0,0,0
3140605,2,MG,1,1,0,0,0,0
3140704,4,MG,3,1,0,0,0,0
3171501,3,MG,1,2,0,0,0,0
3140803,5,MG,4,0,1,0,0,0
3140852,2,MG,0,0,2,0,0,0
3140902,2,MG,2,0,0,0,0,0
3141009,2,MG,1,1,0,0,0,0
3141108,5,MG,2,1,0,0,2,0
3141207,2,MG,1,0,0,0,1,0
3141306,2,MG,2,0,0,0,0,0
3141405,5,MG,3,2,0,0,0,0
3141504,3,MG,0,3,0,0,0,0
3141603,2,MG,2,0,0,0,0,0
3141702,2,MG,1,1,0,0,0,0
3141801,2,MG,1,1,0,0,0,0
3141900,3,MG,3,0,0,0,0,0
3142007,2,MG,1,1,0,0,0,0
3142106,3,MG,2,1,0,0,0,0
3142205,2,MG,1,1,0,0,0,0
3142254,3,MG,2,0,0,0,1,0
3142304,3,MG,2,1,0,0,0,0
3142403,3,MG,2,0,1,0,0,0
3142502,1,MG,0,0,1,0,0,0
3142601,2,MG,1,1,0,0,0,0
3142700,4,MG,2,2,0,0,0,0
3142809,3,MG,3,0,0,0,0,0
3142908,3,MG,1,2,0,0,0,0
3143005,3,MG,2,1,0,0,0,0
3143104,6,MG,4,2,0,0,0,0
3143153,2,MG,1,1,0,0,0,0
3143203,2,MG,2,0,0,0,0,0
3143401,3,MG,3,0,0,0,0,0
3143302,8,MG,4,2,2,0,0,0
3143450,2,MG,2,0,0,0,0,0
3143500,5,MG,5,0,0,0,0,0
3143609,2,MG,0,2,0,0,0,0
3143708,2,MG,1,1,0,0,0,0
3143807,2,MG,2,0,0,0,0,0
3143906,5,MG,5,0,0,0,0,0
3144003,3,MG,3,0,0,0,0,0
3144102,3,MG,3,0,0,0,0,0
3144201,3,MG,0,3,0,0,0,0
3144300,8,MG,1,4,3,0,0,0
3144359,2,MG,0,2,0,0,0,0
3144375,2,MG,1,1,0,0,0,0
3144409,3,MG,3,0,0,0,0,0
3144508,4,MG,4,0,0,0,0,0
3144607,4,MG,3,1,0,0,0,0
3144656,3,MG,1,2,0,0,0,0
3144672,4,MG,0,4,0,0,0,0
3144706,5,MG,4,1,0,0,0,0
3144805,7,MG,3,2,2,0,0,0
3144904,2,MG,2,0,0,0,0,0
3145000,3,MG,2,1,0,0,0,0
3145059,4,MG,3,1,0,0,0,0
3145109,2,MG,2,0,0,0,0,0
3145208,4,MG,3,1,0,0,0,0
3136603,1,MG,0,1,0,0,0,0
3145307,5,MG,3,2,0,0,0,0
3145356,2,MG,0,2,0,0,0,0
3145372,2,MG,1,1,0,0,0,0
3145406,2,MG,2,0,0,0,0,0
3145455,2,MG,1,0,0,0,0,1
3145505,2,MG,2,0,0,0,0,0
3145604,4,MG,2,1,1,0,0,0
3145703,2,MG,2,0,0,0,0,0
3145802,2,MG,2,0,0,0,0,0
3145851,2,MG,1,1,0,0,0,0
3145877,3,MG,2,1,0,0,0,0
3145901,5,MG,3,2,0,0,0,0
3146008,5,MG,5,0,0,0,0,0
3146107,6,MG,2,3,1,0,0,0
3146206,4,MG,1,2,1,0,0,0
3146255,2,MG,0,2,0,0,0,0
3146305,4,MG,2,2,0,0,0,0
3146552,3,MG,2,1,0,0,0,0
3146404,2,MG,2,0,0,0,0,0
3146503,3,MG,2,0,1,0,0,0
3146602,2,MG,2,0,0,0,0,0
3146701,2,MG,2,0,0,0,0,0
3146750,3,MG,2,1,0,0,0,0
3146909,2,MG,1,1,0,0,0,0
3147105,7,MG,4,3,0,0,0,0
3147006,8,MG,3,3,2,0,0,0
3147204,4,MG,3,1,0,0,0,0
3147303,4,MG,3,0,0,0,1,0
3147402,2,MG,1,0,1,0,0,0
3147600,3,MG,3,0,0,0,0,0
3147709,3,MG,2,1,0,0,0,0
3147808,2,MG,2,0,0,0,0,0
3147501,2,MG,1,1,0,0,0,0
3147907,7,MG,5,1,0,0,1,0
3147956,3,MG,1,2,0,0,0,0
3148004,8,MG,7,1,0,0,0,0
3148103,3,MG,3,0,0,0,0,0
3148202,2,MG,2,0,0,0,0,0
3148301,3,MG,2,1,0,0,0,0
3148400,2,MG,0,2,0,0,0,0
3148509,2,MG,2,0,0,0,0,0
3148608,2,MG,0,2,0,0,0,0
3148707,2,MG,1,1,0,0,0,0
3148756,2,MG,1,1,0,0,0,0
3148806,2,MG,2,0,0,0,0,0
3148905,3,MG,3,0,0,0,0,0
3149002,2,MG,2,0,0,0,0,0
3149101,4,MG,3,1,0,0,0,0
3149150,3,MG,0,2,1,0,0,0
3149200,2,MG,2,0,0,0,0,0
3149309,7,MG,3,3,1,0,0,0
3149408,2,MG,2,0,0,0,0,0
3149507,2,MG,2,0,0,0,0,0
3149606,2,MG,2,0,0,0,0,0
3149705,2,MG,2,0,0,0,0,0
3149804,5,MG,4,1,0,0,0,0
3149903,2,MG,2,0,0,0,0,0
3149952,2,MG,0,2,0,0,0,0
3150000,3,MG,0,2,1,0,0,0
3150109,2,MG,2,0,0,0,0,0
3150158,4,MG,1,2,1,0,0,0
3150208,2,MG,1,1,0,0,0,0
3150307,2,MG,2,0,0,0,0,0
3150406,6,MG,4,1,0,0,1,0
3150505,3,MG,3,0,0,0,0,0
3150539,3,MG,2,1,0,0,0,0
3150570,1,MG,0,1,0,0,0,0
3150604,2,MG,2,0,0,0,0,0
3150703,2,MG,2,0,0,0,0,0
3150802,2,MG,2,0,0,0,0,0
3150901,1,MG,1,0,0,0,0,0
3151008,3,MG,3,0,0,0,0,0
3151107,6,MG,4,2,0,0,0,0
3151206,7,MG,1,5,0,0,1,0
3151305,2,MG,2,0,0,0,0,0
3151404,4,MG,3,1,0,0,0,0
3151503,4,MG,3,1,0,0,0,0
3151602,3,MG,3,0,0,0,0,0
3151701,4,MG,3,1,0,0,0,0
3151800,9,MG,8,0,1,0,0,0
3151909,2,MG,1,0,1,0,0,0
3152006,2,MG,1,1,0,0,0,0
3152105,6,MG,3,0,3,0,0,0
3152131,2,MG,0,1,1,0,0,0
3152170,2,MG,0,2,0,0,0,0
3152204,5,MG,1,3,1,0,0,0
3152303,2,MG,0,2,0,0,0,0
3152402,5,MG,3,1,0,0,1,0
3152501,7,MG,6,0,1,0,0,0
3152600,4,MG,2,1,1,0,0,0
3152709,2,MG,2,0,0,0,0,0
3152808,2,MG,2,0,0,0,0,0
3152907,2,MG,2,0,0,0,0,0
3153004,2,MG,2,0,0,0,0,0
3153103,2,MG,2,0,0,0,0,0
3153202,1,MG,1,0,0,0,0,0
3153301,2,MG,2,0,0,0,0,0
3153400,2,MG,2,0,0,0,0,0
3153608,3,MG,1,2,0,0,0,0
3153707,2,MG,2,0,0,0,0,0
3153806,2,MG,2,0,0,0,0,0
3153905,3,MG,3,0,0,0,0,0
3154002,4,MG,3,1,0,0,0,0
3154101,3,MG,3,0,0,0,0,0
3154150,5,MG,4,1,0,0,0,0
3154200,3,MG,3,0,0,0,0,0
3154309,2,MG,2,0,0,0,0,0
3154408,6,MG,4,2,0,0,0,0
3154457,2,MG,0,2,0,0,0,0
3154507,2,MG,1,0,1,0,0,0
3154606,9,MG,3,5,1,0,0,0
3154705,2,MG,2,0,0,0,0,0
3154804,6,MG,1,2,3,0,0,0
